amount,contribution-funding-status,developer-agreement-contribution,developer-agreement-transaction,end-date,entry-date,organisation,start-date,units,slug
2.66E+5,,P/13/1826/2-dac,P/13/1826/2-dat,,2020-11-04,local-authority-eng:CHA,2019-02-27,,/developer-agreement-transaction/local-authority-eng/CHA/P-13-1826-2-dat
21732,,P/13/1826/2-dac,P/13/1826/2-dat,,2020-11-04,local-authority-eng:CHA,2019-02-27,,/developer-agreement-transaction/local-authority-eng/CHA/P-13-1826-2-dat
1.623E+4,,P/13/1826/2-dac,P/13/1826/2-dat,2019-07-29,2020-11-04,local-authority-eng:CHA,2019-02-27,,/developer-agreement-transaction/local-authority-eng/CHA/P-13-1826-2-dat
2139.87,,P/13/1826/2-dac,P/13/1826/2-dat,,2020-11-04,local-authority-eng:CHA,2019-02-27,,/developer-agreement-transaction/local-authority-eng/CHA/P-13-1826-2-dat
2137028.25,,P/13/1826/2-dac,P/13/1826/2-dat,,2020-11-04,local-authority-eng:CHA,2019-02-27,,/developer-agreement-transaction/local-authority-eng/CHA/P-13-1826-2-dat
677688.36,,P/13/1826/2-dac,P/13/1826/2-dat,,2020-11-04,local-authority-eng:CHA,2019-02-27,,/developer-agreement-transaction/local-authority-eng/CHA/P-13-1826-2-dat
11468.44,,P/13/1826/2-dac,P/13/1826/2-dat,,2020-11-04,local-authority-eng:CHA,2019-02-27,,/developer-agreement-transaction/local-authority-eng/CHA/P-13-1826-2-dat
65828.33,,P/13/1826/2-dac,P/13/1826/2-dat,,2020-11-04,local-authority-eng:CHA,2019-02-27,,/developer-agreement-transaction/local-authority-eng/CHA/P-13-1826-2-dat
62865,,P/13/1826/2-dac,P/13/1826/2-dat,,2020-11-04,local-authority-eng:CHA,2019-02-27,,/developer-agreement-transaction/local-authority-eng/CHA/P-13-1826-2-dat
9234.19,,P/13/1826/2-dac,P/13/1826/2-dat,,2020-11-04,local-authority-eng:CHA,2019-02-27,,/developer-agreement-transaction/local-authority-eng/CHA/P-13-1826-2-dat
8818.5,,P/13/1826/2-dac,P/13/1826/2-dat,,2020-11-04,local-authority-eng:CHA,2019-02-27,,/developer-agreement-transaction/local-authority-eng/CHA/P-13-1826-2-dat
6E+3,,P/13/1826/2-dac,P/13/1826/2-dat,,2020-11-04,local-authority-eng:CHA,2019-02-27,,/developer-agreement-transaction/local-authority-eng/CHA/P-13-1826-2-dat
7.6E+4,,P/13/1826/2-dac,P/13/1826/2-dat,,2020-11-04,local-authority-eng:CHA,2019-02-27,,/developer-agreement-transaction/local-authority-eng/CHA/P-13-1826-2-dat
20083,,P/13/1826/2-dac,P/13/1826/2-dat,,2020-11-04,local-authority-eng:CHA,2019-02-27,,/developer-agreement-transaction/local-authority-eng/CHA/P-13-1826-2-dat
3E+4,,P/13/1826/2-dac,P/13/1826/2-dat,,2020-11-04,local-authority-eng:CHA,2019-02-27,,/developer-agreement-transaction/local-authority-eng/CHA/P-13-1826-2-dat
111481.92,,P/13/1826/2-dac,P/13/1826/2-dat,,2020-11-04,local-authority-eng:CHA,2019-02-27,,/developer-agreement-transaction/local-authority-eng/CHA/P-13-1826-2-dat
0,,P/13/1826/2-dac,P/13/1826/2-dat,,2020-11-04,local-authority-eng:CHA,2019-02-27,,/developer-agreement-transaction/local-authority-eng/CHA/P-13-1826-2-dat
10076,,P/15/0047/2-dac,P/15/0047/2-dat,,2020-11-04,local-authority-eng:CHA,2018-05-02,,/developer-agreement-transaction/local-authority-eng/CHA/P-15-0047-2-dat
556233.67,,P/15/0047/2-dac,P/15/0047/2-dat,,2020-11-04,local-authority-eng:CHA,2018-05-02,,/developer-agreement-transaction/local-authority-eng/CHA/P-15-0047-2-dat
3.5E+3,,P/15/0047/2-dac,P/15/0047/2-dat,,2020-11-04,local-authority-eng:CHA,2018-05-02,,/developer-agreement-transaction/local-authority-eng/CHA/P-15-0047-2-dat
5.89E+3,,P/15/0047/2-dac,P/15/0047/2-dat,,2020-11-04,local-authority-eng:CHA,2018-05-02,,/developer-agreement-transaction/local-authority-eng/CHA/P-15-0047-2-dat
121423.68,,P/15/0047/2-dac,P/15/0047/2-dat,,2020-11-04,local-authority-eng:CHA,2018-05-02,,/developer-agreement-transaction/local-authority-eng/CHA/P-15-0047-2-dat
6E+3,,P/15/0047/2-dac,P/15/0047/2-dat,,2020-11-04,local-authority-eng:CHA,2018-05-02,,/developer-agreement-transaction/local-authority-eng/CHA/P-15-0047-2-dat
0,,P/15/0047/2-dac,P/15/0047/2-dat,,2020-11-04,local-authority-eng:CHA,2018-05-02,,/developer-agreement-transaction/local-authority-eng/CHA/P-15-0047-2-dat
5682.5,,P/17/2200/2-dac,P/17/2200/2-dat,2019-12-23,2020-11-04,local-authority-eng:CHA,2018-10-26,,/developer-agreement-transaction/local-authority-eng/CHA/P-17-2200-2-dat
23328.77,,P/17/0388/2-dac,P/17/0388/2-dat,,2020-11-04,local-authority-eng:CHA,2019-11-29,,/developer-agreement-transaction/local-authority-eng/CHA/P-17-0388-2-dat
62425,,P/17/2338/2-dac,P/17/2338/2-dat,,2020-11-04,local-authority-eng:CHA,2019-01-14,,/developer-agreement-transaction/local-authority-eng/CHA/P-17-2338-2-dat
154555.2,,P/17/2338/2-dac,P/17/2338/2-dat,,2020-11-04,local-authority-eng:CHA,2019-01-14,,/developer-agreement-transaction/local-authority-eng/CHA/P-17-2338-2-dat
14455.2,,P/17/2391/2-dac,P/17/2391/2-dat,,2020-11-04,local-authority-eng:CHA,2019-11-29,,/developer-agreement-transaction/local-authority-eng/CHA/P-17-2391-2-dat
6.9E+2,,P/17/2391/2-dac,P/17/2391/2-dat,,2020-11-04,local-authority-eng:CHA,2019-11-29,,/developer-agreement-transaction/local-authority-eng/CHA/P-17-2391-2-dat
66786.54,,P/17/2391/2-dac,P/17/2391/2-dat,,2020-11-04,local-authority-eng:CHA,2019-11-29,,/developer-agreement-transaction/local-authority-eng/CHA/P-17-2391-2-dat
2.5E+2,,P/17/2391/2-dac,P/17/2391/2-dat,,2020-11-04,local-authority-eng:CHA,2019-11-29,,/developer-agreement-transaction/local-authority-eng/CHA/P-17-2391-2-dat
3E+2,,P/17/2391/2-dac,P/17/2391/2-dat,,2020-11-04,local-authority-eng:CHA,2019-11-29,,/developer-agreement-transaction/local-authority-eng/CHA/P-17-2391-2-dat
