amount,contribution-funding-status,developer-agreement-contribution,developer-agreement-transaction,end-date,entry-date,organisation,start-date,units,slug
274064.46,received,15/00523/RMAM-OS,15/00523/RMAM-OS-2,,2020-12-16,local-authority-eng:NEA,2019-03-06,,/developer-agreement-transaction/local-authority-eng/NEA/15-00523-RMAM-OS-2
29735,spent,15/00523/RMAM-OS,15/00523/RMAM-OS-5,,2020-12-16,local-authority-eng:NEA,2020-03-03,,/developer-agreement-transaction/local-authority-eng/NEA/15-00523-RMAM-OS-5
35556,received,15/00523/RMAM-GI,15/00523/RMAM-GI-2,,2020-12-16,local-authority-eng:NEA,2019-03-06,,/developer-agreement-transaction/local-authority-eng/NEA/15-00523-RMAM-GI-2
,secured,15/01295/FULM-AH,15/01295/FULM-AH-1P,,2020-12-16,local-authority-eng:NEA,2017-12-19,2,/developer-agreement-transaction/local-authority-eng/NEA/15-01295-FULM-AH-1P
,secured,15/01295/FULM-AH,15/01295/FULM-AH-1Pa,,2020-12-16,local-authority-eng:NEA,2017-12-19,12,/developer-agreement-transaction/local-authority-eng/NEA/15-01295-FULM-AH-1Pa
,secured,15/01295/FULM-OS,15/01295/FULM-OS-1pa,,2020-12-16,local-authority-eng:NEA,2017-12-19,1286,/developer-agreement-transaction/local-authority-eng/NEA/15-01295-FULM-OS-1pa
,secured,15/01295/FULM-OS,15/01295/FULM-OS-1p,,2020-12-16,local-authority-eng:NEA,2017-12-19,1,/developer-agreement-transaction/local-authority-eng/NEA/15-01295-FULM-OS-1p
,secured,14/00465/OUTM-AH,14/00465/OUTM-AH-1P,,2020-12-16,local-authority-eng:NEA,2017-12-29,120,/developer-agreement-transaction/local-authority-eng/NEA/14-00465-OUTM-AH-1P
,secured,14/00465/OUTM-TT,14/00465/OUTM-TT-1P,,2020-12-16,local-authority-eng:NEA,2017-12-29,1,/developer-agreement-transaction/local-authority-eng/NEA/14-00465-OUTM-TT-1P
3E+5,received,14/00465/OUTM-CF,14/00465/OUTM-CF-2,,2020-12-16,local-authority-eng:NEA,2020-01-23,,/developer-agreement-transaction/local-authority-eng/NEA/14-00465-OUTM-CF-2
,secured,14/00465/OUTM-CF,14/00465/OUTM-CF-1P,,2020-12-16,local-authority-eng:NEA,2017-12-29,1,/developer-agreement-transaction/local-authority-eng/NEA/14-00465-OUTM-CF-1P
,secured,14/00465/OUTM-GI,14/00465/OUTM-GI-1P,,2020-12-16,local-authority-eng:NEA,2017-12-29,,/developer-agreement-transaction/local-authority-eng/NEA/14-00465-OUTM-GI-1P
,secured,14/00465/OUTM-GI,14/00465/OUTM-GI-1Pa,,2020-12-16,local-authority-eng:NEA,2017-12-29,,/developer-agreement-transaction/local-authority-eng/NEA/14-00465-OUTM-GI-1Pa
3E+5,received,14/00465/OUTM-HE,14/00465/OUTM-HE-2,,2020-12-16,local-authority-eng:NEA,2020-01-23,,/developer-agreement-transaction/local-authority-eng/NEA/14-00465-OUTM-HE-2
9588,secured,14/00465/OUTM-MF,14/00465/OUTM-MF-1P,,2020-12-16,local-authority-eng:NEA,2017-12-29,,/developer-agreement-transaction/local-authority-eng/NEA/14-00465-OUTM-MF-1P
,secured,14/00465/OUTM-OS,14/00465/OUTM-OS-1P,,2020-12-16,local-authority-eng:NEA,2017-12-29,2,/developer-agreement-transaction/local-authority-eng/NEA/14-00465-OUTM-OS-1P
,secured,14/00465/OUTM-OS,14/00465/OUTM-OS-1Pa,,2020-12-16,local-authority-eng:NEA,2017-12-29,,/developer-agreement-transaction/local-authority-eng/NEA/14-00465-OUTM-OS-1Pa
,secured,14/00465/OUTM-OS,14/00465/OUTM-OS-1Pb,,2020-12-16,local-authority-eng:NEA,2017-12-29,,/developer-agreement-transaction/local-authority-eng/NEA/14-00465-OUTM-OS-1Pb
,secured,14/00465/OUTM-OS,14/00465/OUTM-OS-1Pc,,2020-12-16,local-authority-eng:NEA,2017-12-29,,/developer-agreement-transaction/local-authority-eng/NEA/14-00465-OUTM-OS-1Pc
,secured,14/00465/OUTM-OS,14/00465/OUTM-OS-1Pd,,2020-12-16,local-authority-eng:NEA,2017-12-29,6,/developer-agreement-transaction/local-authority-eng/NEA/14-00465-OUTM-OS-1Pd
,secured,14/00161/FULM-AH,14/00161/FULM-AH-1P,,2020-12-16,local-authority-eng:NEA,2018-01-24,15,/developer-agreement-transaction/local-authority-eng/NEA/14-00161-FULM-AH-1P
2377,received,14/00161/FULM-LI,14/00161/FULM-LI-2,,2020-12-16,local-authority-eng:NEA,2019-11-29,,/developer-agreement-transaction/local-authority-eng/NEA/14-00161-FULM-LI-2
2.34E+3,received,14/00161/FULM-MF,14/00161/FULM-MF-2P,,2020-12-16,local-authority-eng:NEA,2018-01-24,,/developer-agreement-transaction/local-authority-eng/NEA/14-00161-FULM-MF-2P
4095,received,14/00161/FULM-OS,14/00161/FULM-OS-2,,2020-12-16,local-authority-eng:NEA,2019-11-29,,/developer-agreement-transaction/local-authority-eng/NEA/14-00161-FULM-OS-2
,secured,14/00161/FULM-OS,14/00161/FULM-OS-1P,,2020-12-16,local-authority-eng:NEA,2018-01-24,5,/developer-agreement-transaction/local-authority-eng/NEA/14-00161-FULM-OS-1P
4095,secured,14/00161/FULM-OS,14/00161/FULM-OS-1P,,2020-12-16,local-authority-eng:NEA,2019-11-29,,/developer-agreement-transaction/local-authority-eng/NEA/14-00161-FULM-OS-1P
,secured,14/00161/FULM-OS,14/00161/FULM-OS-1Pa,,2020-12-16,local-authority-eng:NEA,2019-11-29,1,/developer-agreement-transaction/local-authority-eng/NEA/14-00161-FULM-OS-1Pa
6E+3,received,14/00161/FULM-TT,14/00161/FULM-TT-2,,2020-12-16,local-authority-eng:NEA,2019-11-29,,/developer-agreement-transaction/local-authority-eng/NEA/14-00161-FULM-TT-2
,secured,16/02169/OUTM-AH,16/02169/OUTM-AH-1P,,2020-12-16,local-authority-eng:NEA,2018-03-05,20,/developer-agreement-transaction/local-authority-eng/NEA/16-02169-OUTM-AH-1P
92732.69,secured,16/02169/OUTM-CF,16/02169/OUTM-CF-1,,2020-12-16,local-authority-eng:NEA,2018-03-05,,/developer-agreement-transaction/local-authority-eng/NEA/16-02169-OUTM-CF-1
,secured,16/02169/OUTM-HI,16/02169/OUTM-HI-1P,,2020-12-16,local-authority-eng:NEA,2018-03-05,2,/developer-agreement-transaction/local-authority-eng/NEA/16-02169-OUTM-HI-1P
,received,16/02169/OUTM-HI,16/02169/OUTM-HI-2P,,2020-12-16,local-authority-eng:NEA,2019-09-06,2,/developer-agreement-transaction/local-authority-eng/NEA/16-02169-OUTM-HI-2P
1488,received,16/02169/OUTM-MF,16/02169/OUTM-MF-2P,,2020-12-16,local-authority-eng:NEA,2019-09-06,,/developer-agreement-transaction/local-authority-eng/NEA/16-02169-OUTM-MF-2P
,secured,16/02169/OUTM-OS,16/02169/OUTM-OS-1P,,2020-12-16,local-authority-eng:NEA,2018-03-05,500,/developer-agreement-transaction/local-authority-eng/NEA/16-02169-OUTM-OS-1P
62126.42,secured,16/02169/OUTM-OS,16/02169/OUTM-OS-1,,2020-12-16,local-authority-eng:NEA,2018-03-05,,/developer-agreement-transaction/local-authority-eng/NEA/16-02169-OUTM-OS-1
18956.98,secured,16/02169/OUTM-OS,16/02169/OUTM-OS-1a,,2020-12-16,local-authority-eng:NEA,2018-03-05,,/developer-agreement-transaction/local-authority-eng/NEA/16-02169-OUTM-OS-1a
,received,16/02169/OUTM-OS,16/02169/OUTM-OS-2P,,2020-12-16,local-authority-eng:NEA,2020-12-08,500,/developer-agreement-transaction/local-authority-eng/NEA/16-02169-OUTM-OS-2P
16216.61,received,17/00582/FULM-CF,17/00582/FULM-CF-2,,2020-12-16,local-authority-eng:NEA,2018-12-14,,/developer-agreement-transaction/local-authority-eng/NEA/17-00582-FULM-CF-2
2.5201E+5,received,17/00582/FULM-ED,17/00582/FULM-ED-2,,2020-12-16,local-authority-eng:NEA,2018-12-14,,/developer-agreement-transaction/local-authority-eng/NEA/17-00582-FULM-ED-2
50952.38,received,17/00582/FULM-OS,17/00582/FULM-OS-2,,2020-12-16,local-authority-eng:NEA,2018-12-14,,/developer-agreement-transaction/local-authority-eng/NEA/17-00582-FULM-OS-2
3.6656E+5,received,17/00595/FULM-ED,17/00595/FULM-ED-2,,2020-12-16,local-authority-eng:NEA,2019-12-24,,/developer-agreement-transaction/local-authority-eng/NEA/17-00595-FULM-ED-2
149849.55,received,17/00595/FULM-HE,17/00595/FULM-HE-2,,2020-12-16,local-authority-eng:NEA,2019-12-24,,/developer-agreement-transaction/local-authority-eng/NEA/17-00595-FULM-HE-2
1.996E+5,received,17/00595/FULM-TT,17/00595/FULM-TT-2,,2020-12-16,local-authority-eng:NEA,2019-12-24,,/developer-agreement-transaction/local-authority-eng/NEA/17-00595-FULM-TT-2
,secured,17/00595/FULM-OS,17/00595/FULM-OS-1p,,2020-12-16,local-authority-eng:NEA,2018-08-08,3,/developer-agreement-transaction/local-authority-eng/NEA/17-00595-FULM-OS-1p
,secured,17/00595/FULM-OS,17/00595/FULM-OS-1pa,,2020-12-16,local-authority-eng:NEA,2018-08-08,,/developer-agreement-transaction/local-authority-eng/NEA/17-00595-FULM-OS-1pa
4840.04,received,18/00125/FULM-AH,18/00125/FULM-AH-2,,2020-12-16,local-authority-eng:NEA,2019-05-02,,/developer-agreement-transaction/local-authority-eng/NEA/18-00125-FULM-AH-2
,secured,17/01266/OUTM-AH,17/01266/OUTM-AH-1P,,2020-12-16,local-authority-eng:NEA,2018-10-18,14,/developer-agreement-transaction/local-authority-eng/NEA/17-01266-OUTM-AH-1P
484424.5,secured,17/01266/OUTM-CF,17/01266/OUTM-CF-1,,2020-12-16,local-authority-eng:NEA,2018-10-18,,/developer-agreement-transaction/local-authority-eng/NEA/17-01266-OUTM-CF-1
9.485E+5,secured,17/01266/OUTM-ED,17/01266/OUTM-ED-1,,2020-12-16,local-authority-eng:NEA,2018-10-18,,/developer-agreement-transaction/local-authority-eng/NEA/17-01266-OUTM-ED-1
,secured,17/01266/OUTM-GI,17/01266/OUTM-GI-1P,,2020-12-16,local-authority-eng:NEA,2018-10-18,,/developer-agreement-transaction/local-authority-eng/NEA/17-01266-OUTM-GI-1P
343917,secured,17/01266/OUTM-HE,17/01266/OUTM-HE-1,,2020-12-16,local-authority-eng:NEA,2018-10-18,,/developer-agreement-transaction/local-authority-eng/NEA/17-01266-OUTM-HE-1
,secured,17/01266/OUTM-HI,17/01266/OUTM-HI-1P,,2020-12-16,local-authority-eng:NEA,2018-10-18,5,/developer-agreement-transaction/local-authority-eng/NEA/17-01266-OUTM-HI-1P
,secured,17/01266/OUTM-OS,17/01266/OUTM-OS-1P,,2020-12-16,local-authority-eng:NEA,2018-10-18,,/developer-agreement-transaction/local-authority-eng/NEA/17-01266-OUTM-OS-1P
,secured,17/01266/OUTM-OS,17/01266/OUTM-OS-1P,,2020-12-16,local-authority-eng:NEA,2018-10-18,3,/developer-agreement-transaction/local-authority-eng/NEA/17-01266-OUTM-OS-1P
,secured,17/01266/OUTM-OS,17/01266/OUTM-OS-1Pa,,2020-12-16,local-authority-eng:NEA,2018-10-18,1,/developer-agreement-transaction/local-authority-eng/NEA/17-01266-OUTM-OS-1Pa
258202,secured,17/01266/OUTM-OS,17/01266/OUTM-OS-1,,2020-12-16,local-authority-eng:NEA,2018-10-18,,/developer-agreement-transaction/local-authority-eng/NEA/17-01266-OUTM-OS-1
,secured,16/02173/OUTM-AH,16/02173/OUTM-AH-1P,,2020-12-16,local-authority-eng:NEA,2019-02-14,60,/developer-agreement-transaction/local-authority-eng/NEA/16-02173-OUTM-AH-1P
607256,secured,16/02173/OUTM-CF,16/02173/OUTM-CF-1,,2020-12-16,local-authority-eng:NEA,2019-02-14,,/developer-agreement-transaction/local-authority-eng/NEA/16-02173-OUTM-CF-1
,secured,16/02173/OUTM-CF,16/02173/OUTM-CF-1P,,2020-12-16,local-authority-eng:NEA,2019-02-14,1,/developer-agreement-transaction/local-authority-eng/NEA/16-02173-OUTM-CF-1P
,secured,16/02173/OUTM-GI,16/02173/OUTM-GI-1P,,2020-12-16,local-authority-eng:NEA,2019-02-14,,/developer-agreement-transaction/local-authority-eng/NEA/16-02173-OUTM-GI-1P
786096,secured,16/02173/OUTM-HE,16/02173/OUTM-HE-1,,2020-12-16,local-authority-eng:NEA,2019-02-14,,/developer-agreement-transaction/local-authority-eng/NEA/16-02173-OUTM-HE-1
4614,received,16/02173/OUTM-MF,16/02173/OUTM-MF-2P,,2020-12-16,local-authority-eng:NEA,2019-02-14,,/developer-agreement-transaction/local-authority-eng/NEA/16-02173-OUTM-MF-2P
,secured,16/02173/OUTM-OS,16/02173/OUTM-OS-1P,,2020-12-16,local-authority-eng:NEA,2019-02-14,,/developer-agreement-transaction/local-authority-eng/NEA/16-02173-OUTM-OS-1P
,secured,16/02173/OUTM-OS,16/02173/OUTM-OS-1Pa,,2020-12-16,local-authority-eng:NEA,2019-02-14,3,/developer-agreement-transaction/local-authority-eng/NEA/16-02173-OUTM-OS-1Pa
5E+4,secured,16/02173/OUTM-OS,16/02173/OUTM-OS-1,,2020-12-16,local-authority-eng:NEA,2019-02-14,,/developer-agreement-transaction/local-authority-eng/NEA/16-02173-OUTM-OS-1
590176,secured,16/02173/OUTM-OS,16/02173/OUTM-OS-1a,,2020-12-16,local-authority-eng:NEA,2019-02-14,,/developer-agreement-transaction/local-authority-eng/NEA/16-02173-OUTM-OS-1a
,secured,18/00973/FULM-AH,18/00973/FULM-AH-1P,,2020-12-16,local-authority-eng:NEA,2019-03-14,62,/developer-agreement-transaction/local-authority-eng/NEA/18-00973-FULM-AH-1P
,secured,18/00973/FULM-OS,18/00973/FULM-OS-1P,,2020-12-16,local-authority-eng:NEA,2019-03-14,2443,/developer-agreement-transaction/local-authority-eng/NEA/18-00973-FULM-OS-1P
29931,secured,16/00139/RMAM-AH,16/00139/RMAM-AH-1,,2020-12-16,local-authority-eng:NEA,2019-03-13,,/developer-agreement-transaction/local-authority-eng/NEA/16-00139-RMAM-AH-1
11285,received,16/00139/RMAM-AH,16/00139/RMAM-AH-2,,2020-12-16,local-authority-eng:NEA,2020-01-31,,/developer-agreement-transaction/local-authority-eng/NEA/16-00139-RMAM-AH-2
16666.5,secured,16/00139/RMAM-CF,16/00139/RMAM-CF-1,,2020-12-16,local-authority-eng:NEA,2019-03-13,,/developer-agreement-transaction/local-authority-eng/NEA/16-00139-RMAM-CF-1
6.873E+4,secured,16/00139/RMAM-ED,16/00139/RMAM-ED-1,,2020-12-16,local-authority-eng:NEA,2019-03-13,,/developer-agreement-transaction/local-authority-eng/NEA/16-00139-RMAM-ED-1
1378.8,secured,16/00139/RMAM-LI,16/00139/RMAM-LI-1,,2020-12-16,local-authority-eng:NEA,2019-03-13,,/developer-agreement-transaction/local-authority-eng/NEA/16-00139-RMAM-LI-1
14285.7,secured,16/00139/RMAM-OS,16/00139/RMAM-OS-1,,2020-12-16,local-authority-eng:NEA,2019-03-13,,/developer-agreement-transaction/local-authority-eng/NEA/16-00139-RMAM-OS-1
176459.8,secured,19/00595/FULM-AH,19/00595/FULM-AH-1,,2020-12-16,local-authority-eng:NEA,2019-06-20,,/developer-agreement-transaction/local-authority-eng/NEA/19-00595-FULM-AH-1
62121.86,secured,19/00595/FULM-CF,19/00595/FULM-CF-1,,2020-12-16,local-authority-eng:NEA,2019-06-20,,/developer-agreement-transaction/local-authority-eng/NEA/19-00595-FULM-CF-1
272979.42,secured,19/00595/FULM-ED,19/00585/FULM-ED-1,,2020-12-16,local-authority-eng:NEA,2019-06-20,,/developer-agreement-transaction/local-authority-eng/NEA/19-00585-FULM-ED-1
5139.27,secured,19/00595/FULM-LI,19/00585/FULM-LI-1,,2020-12-16,local-authority-eng:NEA,2019-06-20,,/developer-agreement-transaction/local-authority-eng/NEA/19-00585-FULM-LI-1
53247.79,secured,19/00595/FULM-OS,19/00585/FULM-OS-1,,2020-12-16,local-authority-eng:NEA,2019-06-20,,/developer-agreement-transaction/local-authority-eng/NEA/19-00585-FULM-OS-1
39128,received,18/00509/FULM-OS,18/00509/FULM-OS-2,,2020-12-16,local-authority-eng:NEA,2020-01-21,,/developer-agreement-transaction/local-authority-eng/NEA/18-00509-FULM-OS-2
159815,secured,18/00509/FULM-AH,18/00509/FULM-AH-1,,2020-12-16,local-authority-eng:NEA,2019-03-20,,/developer-agreement-transaction/local-authority-eng/NEA/18-00509-FULM-AH-1
159815,received,18/00509/FULM-AH,18/00509/FULM-AH-2,,2020-12-16,local-authority-eng:NEA,2020-01-21,,/developer-agreement-transaction/local-authority-eng/NEA/18-00509-FULM-AH-2
98269,secured,18/00509/FULM-CF,18/00509/FULM-CF-1,,2020-12-16,local-authority-eng:NEA,2019-03-20,,/developer-agreement-transaction/local-authority-eng/NEA/18-00509-FULM-CF-1
19077,secured,18/00509/FULM-OS,18/00509/FULM-OS-1,,2020-12-16,local-authority-eng:NEA,2019-03-20,,/developer-agreement-transaction/local-authority-eng/NEA/18-00509-FULM-OS-1
19077,received,18/00509/FULM-OS,18/00509/FULM-OS-2a,,2020-12-16,local-authority-eng:NEA,2020-01-21,,/developer-agreement-transaction/local-authority-eng/NEA/18-00509-FULM-OS-2a
,secured,18/00509/FULM-OS,18/00509/FULM-OS-1P,,2020-12-16,local-authority-eng:NEA,2019-03-20,923,/developer-agreement-transaction/local-authority-eng/NEA/18-00509-FULM-OS-1P
13840.7,secured,18/01898/OUTM-CF,18/01898/OUTM-CF-1,,2020-12-16,local-authority-eng:NEA,2020-01-30,,/developer-agreement-transaction/local-authority-eng/NEA/18-01898-OUTM-CF-1
205.32,secured,18/01898/OUTM-GI,18/01898/OUTM-GI-1,,2020-12-16,local-authority-eng:NEA,2020-01-30,,/developer-agreement-transaction/local-authority-eng/NEA/18-01898-OUTM-GI-1
7.2E+2,received,18/01898/OUTM-MF,18/01898/OUTM-MF-5,,2020-12-16,local-authority-eng:NEA,2020-01-30,,/developer-agreement-transaction/local-authority-eng/NEA/18-01898-OUTM-MF-5
19585.6,secured,18/01898/OUTM-OS,18/01898/OUTM-OS-1,,2020-12-16,local-authority-eng:NEA,2020-01-30,,/developer-agreement-transaction/local-authority-eng/NEA/18-01898-OUTM-OS-1
56251.84,received,OUT/980066-OS,OUT/980066-OS-2,,2020-12-16,local-authority-eng:NEA,2007-05-30,,/developer-agreement-transaction/local-authority-eng/NEA/OUT-980066-OS-2
1.671E+4,received,02/02798/FULM-OS,02/02798/FULM-OS-2,,2020-12-16,local-authority-eng:NEA,2003-07-01,,/developer-agreement-transaction/local-authority-eng/NEA/02-02798-FULM-OS-2
4.59E+4,received,02/02798/FULM-TT,02/02798/FULM-TT-2,,2020-12-16,local-authority-eng:NEA,2003-07-01,,/developer-agreement-transaction/local-authority-eng/NEA/02-02798-FULM-TT-2
18047.38,spent,03/02816/OUT-OS,03/02816/OUT-OS-5,,2020-12-16,local-authority-eng:NEA,2020-03-31,,/developer-agreement-transaction/local-authority-eng/NEA/03-02816-OUT-OS-5
82859.17,received,10/00334/FULM-OS,10/00334/FULM-OS-2,,2020-12-16,local-authority-eng:NEA,2014-11-07,,/developer-agreement-transaction/local-authority-eng/NEA/10-00334-FULM-OS-2
71422.32,spent,10/00334/FULM-OS,10/00334/FULM-OS-5,,2020-12-16,local-authority-eng:NEA,2020-03-30,,/developer-agreement-transaction/local-authority-eng/NEA/10-00334-FULM-OS-5
5.21E+3,received,06/00593/FULM-AH,06/00593/FULM-AH-2,,2020-12-16,local-authority-eng:NEA,2017-09-30,,/developer-agreement-transaction/local-authority-eng/NEA/06-00593-FULM-AH-2
21210.97,received,09/01543/FULM-OS,09/01543/FULM-OS-2,,2020-12-16,local-authority-eng:NEA,2012-05-04,,/developer-agreement-transaction/local-authority-eng/NEA/09-01543-FULM-OS-2
21210.97,allocated,09/01543/FULM-OS,09/01543/FULM-OS-3,,2020-12-16,local-authority-eng:NEA,2019-11-28,,/developer-agreement-transaction/local-authority-eng/NEA/09-01543-FULM-OS-3
7656.62,spent,09/01543/FULM-OS,09/01543/FULM-OS-5,,2020-12-16,local-authority-eng:NEA,2020-03-31,,/developer-agreement-transaction/local-authority-eng/NEA/09-01543-FULM-OS-5
24408.67,received,10/00906/FULM-CF,10/00906/FULM-CF-2,,2020-12-16,local-authority-eng:NEA,2012-10-02,,/developer-agreement-transaction/local-authority-eng/NEA/10-00906-FULM-CF-2
24408.87,spent,10/00906/FULM-CF,10/00906/FULM-CF-5,,2020-12-16,local-authority-eng:NEA,2019-09-03,,/developer-agreement-transaction/local-authority-eng/NEA/10-00906-FULM-CF-5
9363,received,10/00906/FULM-LI,10/00906/FULM-LI-2,,2020-12-16,local-authority-eng:NEA,2012-10-02,,/developer-agreement-transaction/local-authority-eng/NEA/10-00906-FULM-LI-2
9363,transferred,10/00906/FULM-LI,10/00906/FULM-LI-5,,2020-12-16,local-authority-eng:NEA,2019-09-26,,/developer-agreement-transaction/local-authority-eng/NEA/10-00906-FULM-LI-5
16064.61,received,10/00906/FULM-OS,10/00906/FULM-OS-2,,2020-12-16,local-authority-eng:NEA,2012-10-02,,/developer-agreement-transaction/local-authority-eng/NEA/10-00906-FULM-OS-2
8747.8,received,10/00906/FULM-OS,10/00906/FULM-OS-2a,,2020-12-16,local-authority-eng:NEA,2012-10-02,,/developer-agreement-transaction/local-authority-eng/NEA/10-00906-FULM-OS-2a
25885.65,received,10/00921/FULM-CF,10/00921/FULM-CF-2,,2020-12-16,local-authority-eng:NEA,2012-06-20,,/developer-agreement-transaction/local-authority-eng/NEA/10-00921-FULM-CF-2
25885.65,spent,10/00921/FULM-CF,10/00921/FULM-CF-5,,2020-12-16,local-authority-eng:NEA,2019-09-03,,/developer-agreement-transaction/local-authority-eng/NEA/10-00921-FULM-CF-5
309.04,received,10/00921/FULM-LI,10/00921/FULM-LI-2,,2020-12-16,local-authority-eng:NEA,2012-11-23,,/developer-agreement-transaction/local-authority-eng/NEA/10-00921-FULM-LI-2
309.04,transferred,10/00921/FULM-LI,10/00921/FULM-LI-5,,2020-12-16,local-authority-eng:NEA,2019-09-26,,/developer-agreement-transaction/local-authority-eng/NEA/10-00921-FULM-LI-5
1.01E+4,transferred,10/00921/FULM-TT,10/00921/FULM-TT-5,,2020-12-16,local-authority-eng:NEA,2019-11-21,,/developer-agreement-transaction/local-authority-eng/NEA/10-00921-FULM-TT-5
6018.09,received,10/01158/FULM-TT,10/01158/FULM-TT-2,,2020-12-16,local-authority-eng:NEA,2014-01-15,,/developer-agreement-transaction/local-authority-eng/NEA/10-01158-FULM-TT-2
10575.75,received,14/00720/FUL-CF,14/00720/FUL-CF-2a,,2020-12-16,local-authority-eng:NEA,2017-02-01,,/developer-agreement-transaction/local-authority-eng/NEA/14-00720-FUL-CF-2a
20479.49,received,14/00720/FUL-CF,14/00720/FUL-CF-2,,2020-12-16,local-authority-eng:NEA,2015-11-26,,/developer-agreement-transaction/local-authority-eng/NEA/14-00720-FUL-CF-2
12356.31,received,14/00720/FUL-TT,14/00720/FUL-TT-2,,2020-12-16,local-authority-eng:NEA,2015-11-26,,/developer-agreement-transaction/local-authority-eng/NEA/14-00720-FUL-TT-2
6381.23,received,14/00720/FUL-TT,14/00720/FUL-TT-2a,,2020-12-16,local-authority-eng:NEA,2017-02-01,,/developer-agreement-transaction/local-authority-eng/NEA/14-00720-FUL-TT-2a
156182.79,received,10/01256/FULM-CF,10/01256/FULM-CF-2,,2020-12-16,local-authority-eng:NEA,2017-03-31,,/developer-agreement-transaction/local-authority-eng/NEA/10-01256-FULM-CF-2
