amount,contribution-funding-status,developer-agreement-contribution,developer-agreement-transaction,end-date,entry-date,organisation,start-date,units,slug
3.6E+4,,S106/19/00279ECO,,,2020-10-21,local-authority-eng:GAT,2020-02-20,,
,,S106/18/03349AFF,,,2020-10-21,local-authority-eng:GAT,2019-04-25,3,
31021,,S106/18/00863AFF,,,2020-10-21,local-authority-eng:GAT,2019-10-10,,
7375.3,,CIL18/00704ADMIN,,,2020-10-21,local-authority-eng:GAT,2019-01-10,,
140130.78,,CIL18/00704NEIGH,,,2020-10-21,local-authority-eng:GAT,2019-01-10,,
