amount,contribution-funding-status,developer-agreement-contribution,developer-agreement-transaction,end-date,entry-date,organisation,start-date,units,slug
5667.05,received,14/1212_1.85_LIB,14/1212_LIBR,,2020-12-04,local-authority-eng:NFK,2020-03-31,,/developer-agreement-transaction/local-authority-eng/NFK/14-1212-LIBR
6E+2,received,2012/0839_7.84_MON,2012/0839_MONR,,2020-12-04,local-authority-eng:NFK,2020-03-02,,/developer-agreement-transaction/local-authority-eng/NFK/2012-0839-MONR
2112.54,received,2015/0279/O_3.15_LIB,2015/0279/O_LIBR,,2020-12-04,local-authority-eng:NFK,2019-10-07,,/developer-agreement-transaction/local-authority-eng/NFK/2015-0279-O-LIBR
67342.82,received,14/0284_1.79b_ED,14/0284_EDR,,2020-12-04,local-authority-eng:NFK,2019-12-10,,/developer-agreement-transaction/local-authority-eng/NFK/14-0284-EDR
91983,received,2013/0265_2.114_ED,2013/0265_EDR,,2020-12-04,local-authority-eng:NFK,2020-02-04,,/developer-agreement-transaction/local-authority-eng/NFK/2013-0265-EDR
3862.7,received,2013/0265_2.114_LIB,2013/0265_LIBR,,2020-12-04,local-authority-eng:NFK,2019-12-12,,/developer-agreement-transaction/local-authority-eng/NFK/2013-0265-LIBR
8073.71,received,06/15/0737/F_6.26_LIB,06/15/0737/F_LIBR,,2020-12-04,local-authority-eng:NFK,2019-09-05,,/developer-agreement-transaction/local-authority-eng/NFK/06-15-0737-F-LIBR
461171.44,received,2007/0262_3.41_ED,2007/0262_EDR,,2020-12-04,local-authority-eng:NFK,2019-09-06,,/developer-agreement-transaction/local-authority-eng/NFK/2007-0262-EDR
10339.11,received,2013/0467_7.108_LIB,2013/0467_LIBR,,2020-12-04,local-authority-eng:NFK,2020-03-23,,/developer-agreement-transaction/local-authority-eng/NFK/2013-0467-LIBR
366786,received,PM/16/0253_1.76a_ED,PM/16/0253_EDR,,2020-12-04,local-authority-eng:NFK,2020-03-24,,/developer-agreement-transaction/local-authority-eng/NFK/PM-16-0253-EDR
135393,received,2014/0620_3.135_ED,2014/0620_EDR,,2020-12-04,local-authority-eng:NFK,2020-03-23,,/developer-agreement-transaction/local-authority-eng/NFK/2014-0620-EDR
111339.93,received,06/13/0643/F_6.66_ED,06/13/0643/F_EDR,,2020-12-04,local-authority-eng:NFK,2019-09-11,,/developer-agreement-transaction/local-authority-eng/NFK/06-13-0643-F-EDR
1.68E+3,received,06/13/0643/F_6.66_LIB,06/13/0643/F_LIBR,,2020-12-04,local-authority-eng:NFK,2019-07-23,,/developer-agreement-transaction/local-authority-eng/NFK/06-13-0643-F-LIBR
7638,received,2010/2225_7.76_ED,2010/2225_EDR,,2020-12-04,local-authority-eng:NFK,2019-11-29,,/developer-agreement-transaction/local-authority-eng/NFK/2010-2225-EDR
5837.41,received,2011/0505/O_7.85a_LIB,2011/0505/O_LIBR,,2020-12-04,local-authority-eng:NFK,2019-04-29,,/developer-agreement-transaction/local-authority-eng/NFK/2011-0505-O-LIBR
363918,received,2013/1647_7.125_ED,2013/1647_EDR,,2020-12-04,local-authority-eng:NFK,2019-04-05,,/developer-agreement-transaction/local-authority-eng/NFK/2013-1647-EDR
15303.64,received,2013/1647_7.125_LIB,2013/1647_LIBR,,2020-12-04,local-authority-eng:NFK,2019-12-17,,/developer-agreement-transaction/local-authority-eng/NFK/2013-1647-LIBR
366243.98,received,2011/1284_7.88_ED,2011/1284_EDR,,2020-12-04,local-authority-eng:NFK,2019-09-02,,/developer-agreement-transaction/local-authority-eng/NFK/2011-1284-EDR
168783,received,2015/1191_3.162_ED,2015/1191_EDR,,2020-12-04,local-authority-eng:NFK,2019-10-07,,/developer-agreement-transaction/local-authority-eng/NFK/2015-1191-EDR
7339.11,received,2015/1191_3.162_LIB,2015/1191_LIBR,,2020-12-04,local-authority-eng:NFK,2019-10-07,,/developer-agreement-transaction/local-authority-eng/NFK/2015-1191-LIBR
266287.69,received,14/01022_2.127_ED,14/01022_EDR,,2020-12-04,local-authority-eng:NFK,2020-02-18,,/developer-agreement-transaction/local-authority-eng/NFK/14-01022-EDR
94327,received,2013/0854_7.117_ED,2013/0854_EDR,,2020-12-04,local-authority-eng:NFK,2019-09-20,,/developer-agreement-transaction/local-authority-eng/NFK/2013-0854-EDR
2709.47,received,2013/0854_7.117_LIB,2013/0854_LIBR,,2020-12-04,local-authority-eng:NFK,2019-08-16,,/developer-agreement-transaction/local-authority-eng/NFK/2013-0854-LIBR
1289700.34,received,2012/0371_7.85b_ED,2012/0371_EDR,,2020-12-04,local-authority-eng:NFK,2019-07-29,,/developer-agreement-transaction/local-authority-eng/NFK/2012-0371-EDR
353688.24,received,2012/0371_7.85b_ED,2012/0371_EDR,,2020-12-04,local-authority-eng:NFK,2020-02-28,,/developer-agreement-transaction/local-authority-eng/NFK/2012-0371-EDR
117575.5,received,2015/0219_3.96_ED,2015/0219_EDR,,2020-12-04,local-authority-eng:NFK,2019-12-04,,/developer-agreement-transaction/local-authority-eng/NFK/2015-0219-EDR
4970.21,received,2015/0219_3.96_LIB,2015/0219_LIBR,,2020-12-04,local-authority-eng:NFK,2019-06-07,,/developer-agreement-transaction/local-authority-eng/NFK/2015-0219-LIBR
3295.65,received,PF/17/1951_1.90_LIB,PF/17/1951_LIBR,,2020-12-04,local-authority-eng:NFK,2019-07-23,,/developer-agreement-transaction/local-authority-eng/NFK/PF-17-1951-LIBR
304579,received,2013/0567_7.32b_ED,2013/0567_EDR,,2020-12-04,local-authority-eng:NFK,2019-04-29,,/developer-agreement-transaction/local-authority-eng/NFK/2013-0567-EDR
6946.93,received,05/00691/OM_2.11_LIB,05/00691/OM_LIBR,,2020-12-04,local-authority-eng:NFK,2019-09-24,,/developer-agreement-transaction/local-authority-eng/NFK/05-00691-OM-LIBR
168651,received,15/1010_1.100_ED,15/1010_EDR,,2020-12-04,local-authority-eng:NFK,2019-09-02,,/developer-agreement-transaction/local-authority-eng/NFK/15-1010-EDR
3351.36,received,2012/1604_5.68_LIB,2012/1604_5.68_LIBR,,2020-12-04,local-authority-eng:NFK,2019-11-01,,/developer-agreement-transaction/local-authority-eng/NFK/2012-1604-5-68-LIBR
3663.23,received,3PL/2011/0398/CU_3.88_LIB,3PL/2011/0398/CU_LIBR,,2020-12-04,local-authority-eng:NFK,2020-01-03,,/developer-agreement-transaction/local-authority-eng/NFK/3PL-2011-0398-CU-LIBR
189905.62,received,06/15/0309/F_6.76_ED,06/15/0309/F_EDR,,2020-12-04,local-authority-eng:NFK,2019-09-02,,/developer-agreement-transaction/local-authority-eng/NFK/06-15-0309-F-EDR
15766.96,received,06/15/0309/F_6.76_LIB,06/15/0309/F_LIBR,,2020-12-04,local-authority-eng:NFK,2019-07-16,,/developer-agreement-transaction/local-authority-eng/NFK/06-15-0309-F-LIBR
1403.3,received,2017/1351/F_3.197_LIB,2017/1351/F_LIBR,,2020-12-04,local-authority-eng:NFK,2019-10-07,,/developer-agreement-transaction/local-authority-eng/NFK/2017-1351-F-LIBR
6E+2,received,12/00703/O_4.37_MON,12/00703/O_MONR,,2020-12-04,local-authority-eng:NFK,2019-12-18,,/developer-agreement-transaction/local-authority-eng/NFK/12-00703-O-MONR
49218,received,2013/0467_7.108_ED,2013/0467_EDR,,2020-12-04,local-authority-eng:NFK,2019-12-23,,/developer-agreement-transaction/local-authority-eng/NFK/2013-0467-EDR
2166681.48,received,20080367_5.28_ED,20080367_EDR,,2020-12-04,local-authority-eng:NFK,2020-01-02,,/developer-agreement-transaction/local-authority-eng/NFK/20080367-EDR
1.2E+3,received,20080367_5.28_MON,20080367_MONR,,2020-12-04,local-authority-eng:NFK,2020-03-01,,/developer-agreement-transaction/local-authority-eng/NFK/20080367-MONR
3696.88,allocated,PF/18/1089_1.116_LIB,PF/18/1089_LIBA,,2020-12-04,local-authority-eng:NFK,2019-11-06,,/developer-agreement-transaction/local-authority-eng/NFK/PF-18-1089-LIBA
1.2E+3,allocated,20130680_5.46_MON,20130680_MONA,,2020-12-04,local-authority-eng:NFK,2020-03-02,,/developer-agreement-transaction/local-authority-eng/NFK/20130680-MONA
2.55E+4,allocated,06/13/0652/O_6.32_LIB,06/13/0652/O_LIBA,,2020-12-04,local-authority-eng:NFK,2019-11-06,,/developer-agreement-transaction/local-authority-eng/NFK/06-13-0652-O-LIBA
1033288.56,allocated,06/13/0652/O_6.32_ED,06/13/0652/O_EDA,,2020-12-04,local-authority-eng:NFK,2019-11-01,,/developer-agreement-transaction/local-authority-eng/NFK/06-13-0652-O-EDA
3E+2,allocated,13/00610/F_4.97_MON,13/00610/F_MONA,,2020-12-04,local-authority-eng:NFK,2020-02-01,,/developer-agreement-transaction/local-authority-eng/NFK/13-00610-F-MONA
5667.05,allocated,14/1212_1.85_LIB,14/1212_LIBA,,2020-12-04,local-authority-eng:NFK,2020-03-31,,/developer-agreement-transaction/local-authority-eng/NFK/14-1212-LIBA
497514.1,allocated,14/1212_1.85_ED,14/1212_EDA,,2020-12-04,local-authority-eng:NFK,2020-03-17,,/developer-agreement-transaction/local-authority-eng/NFK/14-1212-EDA
6E+2,allocated,2012/0839_7.84_MON,2012/0839_MONA,,2020-12-04,local-authority-eng:NFK,2020-03-02,,/developer-agreement-transaction/local-authority-eng/NFK/2012-0839-MONA
2112.54,allocated,2015/0279/O_3.15_LIB,2015/0279/O_LIBA,,2020-12-04,local-authority-eng:NFK,2019-10-07,,/developer-agreement-transaction/local-authority-eng/NFK/2015-0279-O-LIBA
67342.82,allocated,14/0284_1.79b_ED,14/0284_EDA,,2020-12-04,local-authority-eng:NFK,2019-12-10,,/developer-agreement-transaction/local-authority-eng/NFK/14-0284-EDA
3862.7,allocated,2013/0265_2.114_LIB,2013/0265_LIBA,,2020-12-04,local-authority-eng:NFK,2019-12-12,,/developer-agreement-transaction/local-authority-eng/NFK/2013-0265-LIBA
91983,allocated,2013/0265_2.114_ED,2013/0265_EDA,,2020-12-04,local-authority-eng:NFK,2020-02-04,,/developer-agreement-transaction/local-authority-eng/NFK/2013-0265-EDA
8073.71,allocated,06/15/0737/F_6.26_LIB,06/15/0737/F_LIBA,,2020-12-04,local-authority-eng:NFK,2019-09-05,,/developer-agreement-transaction/local-authority-eng/NFK/06-15-0737-F-LIBA
10339.11,allocated,2013/0467_7.108_LIB,2013/0467_LIBA,,2020-12-04,local-authority-eng:NFK,2020-03-23,,/developer-agreement-transaction/local-authority-eng/NFK/2013-0467-LIBA
461171.44,allocated,2007/0262_3.41_ED,2007/0262_EDA,,2020-12-04,local-authority-eng:NFK,2019-09-06,,/developer-agreement-transaction/local-authority-eng/NFK/2007-0262-EDA
366786,allocated,PM/16/0253_1.76a_ED,PM/16/0253_EDA,,2020-12-04,local-authority-eng:NFK,2020-03-24,,/developer-agreement-transaction/local-authority-eng/NFK/PM-16-0253-EDA
135393,allocated,2014/0620_3.135_ED,2014/0620_EDA,,2020-12-04,local-authority-eng:NFK,2020-03-23,,/developer-agreement-transaction/local-authority-eng/NFK/2014-0620-EDA
1.68E+3,allocated,06/13/0643/F_6.66_LIB,06/13/0643/F_LIBA,,2020-12-04,local-authority-eng:NFK,2019-07-12,,/developer-agreement-transaction/local-authority-eng/NFK/06-13-0643-F-LIBA
111339.93,allocated,06/13/0643/F_6.66_ED,06/13/0643/F_EDA,,2020-12-04,local-authority-eng:NFK,2019-07-12,,/developer-agreement-transaction/local-authority-eng/NFK/06-13-0643-F-EDA
7638,allocated,2010/2225_7.76_ED,2010/2225_EDA,,2020-12-04,local-authority-eng:NFK,2019-11-29,,/developer-agreement-transaction/local-authority-eng/NFK/2010-2225-EDA
5837.41,allocated,2011/0505/O_7.85a_LIB,2011/0505/O_LIBA,,2020-12-04,local-authority-eng:NFK,2019-07-04,,/developer-agreement-transaction/local-authority-eng/NFK/2011-0505-O-LIBA
15303.64,allocated,2013/1647_7.125_LIB,2013/1647_LIBA,,2020-12-04,local-authority-eng:NFK,2019-12-17,,/developer-agreement-transaction/local-authority-eng/NFK/2013-1647-LIBA
363918,allocated,2013/1647_7.125_ED,2013/1647_EDA,,2020-12-04,local-authority-eng:NFK,2019-04-05,,/developer-agreement-transaction/local-authority-eng/NFK/2013-1647-EDA
366243.98,allocated,2011/1284_7.88_ED,2011/1284_EDA,,2020-12-04,local-authority-eng:NFK,2019-09-02,,/developer-agreement-transaction/local-authority-eng/NFK/2011-1284-EDA
7339.11,allocated,2015/1191_3.162_LIB,2015/1191_LIBA,,2020-12-04,local-authority-eng:NFK,2019-10-07,,/developer-agreement-transaction/local-authority-eng/NFK/2015-1191-LIBA
168783,allocated,2015/1191_3.162_ED,2015/1191_EDA,,2020-12-04,local-authority-eng:NFK,2019-10-07,,/developer-agreement-transaction/local-authority-eng/NFK/2015-1191-EDA
266287.69,allocated,14/01022_2.127_ED,14/01022_EDA,,2020-12-04,local-authority-eng:NFK,2020-02-18,,/developer-agreement-transaction/local-authority-eng/NFK/14-01022-EDA
2709.47,allocated,2013/0854_7.117_LIB,2013/0854_LIBA,,2020-12-04,local-authority-eng:NFK,2019-08-16,,/developer-agreement-transaction/local-authority-eng/NFK/2013-0854-LIBA
94327,allocated,2013/0854_7.117_ED,2013/0854_EDA,,2020-12-04,local-authority-eng:NFK,2019-09-20,,/developer-agreement-transaction/local-authority-eng/NFK/2013-0854-EDA
1289700.34,allocated,2012/0371_7.85b_ED,2012/0371_EDA,,2020-12-04,local-authority-eng:NFK,2019-07-29,,/developer-agreement-transaction/local-authority-eng/NFK/2012-0371-EDA
353688.24,allocated,2012/0371_7.85b_ED,2012/0371_EDA,,2020-12-04,local-authority-eng:NFK,2020-02-28,,/developer-agreement-transaction/local-authority-eng/NFK/2012-0371-EDA
4970.21,allocated,2015/0219_3.96_LIB,2015/0219_LIBA,,2020-12-04,local-authority-eng:NFK,2019-06-07,,/developer-agreement-transaction/local-authority-eng/NFK/2015-0219-LIBA
117575.5,allocated,2015/0219_3.96_ED,2015/0219_EDA,,2020-12-04,local-authority-eng:NFK,2019-12-04,,/developer-agreement-transaction/local-authority-eng/NFK/2015-0219-EDA
3295.65,allocated,PF/17/1951_1.90_LIB,PF/17/1951_LIBA,,2020-12-04,local-authority-eng:NFK,2019-07-23,,/developer-agreement-transaction/local-authority-eng/NFK/PF-17-1951-LIBA
304579,allocated,2013/0567_7.32b_ED,2013/0567_EDA,,2020-12-04,local-authority-eng:NFK,2019-04-29,,/developer-agreement-transaction/local-authority-eng/NFK/2013-0567-EDA
6946.93,allocated,05/00691/OM_2.11_LIB,05/00691/OM_LIBA,,2020-12-04,local-authority-eng:NFK,2019-09-24,,/developer-agreement-transaction/local-authority-eng/NFK/05-00691-OM-LIBA
168651,allocated,15/1010_1.100_ED,15/1010_EDA,,2020-12-04,local-authority-eng:NFK,2019-09-02,,/developer-agreement-transaction/local-authority-eng/NFK/15-1010-EDA
3351.36,allocated,2012/1604_5.68_LIB,2012/1604_5.68_LIBA,,2020-12-04,local-authority-eng:NFK,2019-11-01,,/developer-agreement-transaction/local-authority-eng/NFK/2012-1604-5-68-LIBA
3663.23,allocated,3PL/2011/0398/CU_3.88_LIB,3PL/2011/0398/CU_LIBA,,2020-12-04,local-authority-eng:NFK,2020-01-03,,/developer-agreement-transaction/local-authority-eng/NFK/3PL-2011-0398-CU-LIBA
15766.96,allocated,06/15/0309/F_6.76_LIB,06/15/0309/F_LIBA,,2020-12-04,local-authority-eng:NFK,2019-07-16,,/developer-agreement-transaction/local-authority-eng/NFK/06-15-0309-F-LIBA
189905.62,allocated,06/15/0309/F_6.76_ED,06/15/0309/F_EDA,,2020-12-04,local-authority-eng:NFK,2019-09-02,,/developer-agreement-transaction/local-authority-eng/NFK/06-15-0309-F-EDA
1403.3,allocated,2017/1351/F_3.197_LIB,2017/1351/F_LIBA,,2020-12-04,local-authority-eng:NFK,2019-10-07,,/developer-agreement-transaction/local-authority-eng/NFK/2017-1351-F-LIBA
49218,allocated,2013/0467_7.108_ED,2013/0467_EDA,,2020-12-04,local-authority-eng:NFK,2019-12-23,,/developer-agreement-transaction/local-authority-eng/NFK/2013-0467-EDA
2166681.48,allocated,20080367_5.28_ED,20080367_EDA,,2020-12-04,local-authority-eng:NFK,2020-01-02,,/developer-agreement-transaction/local-authority-eng/NFK/20080367-EDA
1.2E+3,allocated,20080367_5.28_MON,20080367_MONA,,2020-12-04,local-authority-eng:NFK,2020-03-01,,/developer-agreement-transaction/local-authority-eng/NFK/20080367-MONA
,spent,20130680_5.46_MON,20130680_MONSP,,2020-12-04,local-authority-eng:NFK,2020-03-02,,/developer-agreement-transaction/local-authority-eng/NFK/20130680-MONSP
,spent,06/13/0652/O_6.32_ED,06/13/0652/O_EDSP,,2020-12-04,local-authority-eng:NFK,2020-03-02,,/developer-agreement-transaction/local-authority-eng/NFK/06-13-0652-O-EDSP
,spent,13/00610/F_4.97_MON,13/00610/F_MONSP,,2020-12-04,local-authority-eng:NFK,2020-02-01,,/developer-agreement-transaction/local-authority-eng/NFK/13-00610-F-MONSP
,spent,2012/0839_7.84_MON,2012/0839_MONSP,,2020-12-04,local-authority-eng:NFK,2020-03-02,,/developer-agreement-transaction/local-authority-eng/NFK/2012-0839-MONSP
,spent,06/15/0737/F_6.26_LIB,06/15/0737/F_LIBSP,,2020-12-04,local-authority-eng:NFK,2020-03-01,,/developer-agreement-transaction/local-authority-eng/NFK/06-15-0737-F-LIBSP
,spent,2013/0567_7.32b_ED,2013/0567_EDSP,,2020-12-04,local-authority-eng:NFK,2020-03-09,,/developer-agreement-transaction/local-authority-eng/NFK/2013-0567-EDSP
,spent,15/1010_1.100_ED,15/1010_EDSP,,2020-12-04,local-authority-eng:NFK,2019-09-03,,/developer-agreement-transaction/local-authority-eng/NFK/15-1010-EDSP
,spent,2013/0467_7.108_ED,2013/0467_EDSP,,2020-12-04,local-authority-eng:NFK,2019-12-30,,/developer-agreement-transaction/local-authority-eng/NFK/2013-0467-EDSP
,spent,14/0284_1.79b_ED,14/0284_EDSP,,2020-12-04,local-authority-eng:NFK,2019-12-12,,/developer-agreement-transaction/local-authority-eng/NFK/14-0284-EDSP
,spent,PM/16/0253_1.76a_ED,PM/16/0253_EDSP,,2020-12-04,local-authority-eng:NFK,2020-04-01,,/developer-agreement-transaction/local-authority-eng/NFK/PM-16-0253-EDSP
,spent,14/01022_2.127_ED,14/01022_EDSP,,2020-12-04,local-authority-eng:NFK,2020-03-02,,/developer-agreement-transaction/local-authority-eng/NFK/14-01022-EDSP
,spent,2013/0854_7.117_ED,2013/0854_EDSP,,2020-12-04,local-authority-eng:NFK,2019-09-20,,/developer-agreement-transaction/local-authority-eng/NFK/2013-0854-EDSP
,spent,2012/0371_7.85b_ED,2012/0371_EDSP,,2020-12-04,local-authority-eng:NFK,2019-08-05,,/developer-agreement-transaction/local-authority-eng/NFK/2012-0371-EDSP
,spent,12/00703/O_4.37_MON,12/00703/O_MONSP,,2020-12-04,local-authority-eng:NFK,2020-06-01,,/developer-agreement-transaction/local-authority-eng/NFK/12-00703-O-MONSP
,spent,20080367_5.28_ED,20080367_EDSP,,2020-12-04,local-authority-eng:NFK,2020-03-02,,/developer-agreement-transaction/local-authority-eng/NFK/20080367-EDSP
,spent,20080367_5.28_MON,20080367_MONSP,,2020-12-04,local-authority-eng:NFK,2020-03-01,,/developer-agreement-transaction/local-authority-eng/NFK/20080367-MONSP
