amount,contribution-funding-status,developer-agreement-contribution,developer-agreement-transaction,end-date,entry-date,organisation,start-date,units,slug
110919.07,received,20151308ED2,20151308ED2R,,2020-11-06,local-authority-eng:NLN,2018-09-26,,/developer-agreement-transaction/local-authority-eng/NLN/20151308ED2R
149207.51,received,20151308ED3,20151308ED3R,,2020-11-06,local-authority-eng:NLN,2018-11-07,,/developer-agreement-transaction/local-authority-eng/NLN/20151308ED3R
9102.86,spent,20161793ED1,20161793ED1R,,2020-11-06,local-authority-eng:NLN,2019-04-10,,/developer-agreement-transaction/local-authority-eng/NLN/20161793ED1R
57593.25,allocated,20161793ED1,20161793ED1R,,2020-11-06,local-authority-eng:NLN,2018-11-07,,/developer-agreement-transaction/local-authority-eng/NLN/20161793ED1R
8746.67,received,20171541ED,20171541EDR,,2020-11-06,local-authority-eng:NLN,2019-04-02,,/developer-agreement-transaction/local-authority-eng/NLN/20171541EDR
28244,received,20170767ED,20170767ED1R,,2020-11-06,local-authority-eng:NLN,2019-11-04,,/developer-agreement-transaction/local-authority-eng/NLN/20170767ED1R
897.72,received,20171541HW,20171541HWR,,2020-11-06,local-authority-eng:NLN,2019-04-02,,/developer-agreement-transaction/local-authority-eng/NLN/20171541HWR
4302.78,received,20030860HW,20030860HWR,,2020-11-06,local-authority-eng:NLN,2015-10-05,,/developer-agreement-transaction/local-authority-eng/NLN/20030860HWR
7037,received,20111110HW,20111110HWR,,2020-11-06,local-authority-eng:NLN,2015-04-02,,/developer-agreement-transaction/local-authority-eng/NLN/20111110HWR
1.5E+3,received,20150111HW,20150111HWR,,2020-11-06,local-authority-eng:NLN,2015-10-15,,/developer-agreement-transaction/local-authority-eng/NLN/20150111HWR
26056.05,received,20150111HW,20150111HWR,,2020-11-06,local-authority-eng:NLN,2017-10-09,,/developer-agreement-transaction/local-authority-eng/NLN/20150111HWR
5016.78,received,20150111HW,20150111HWR,,2020-11-06,local-authority-eng:NLN,2018-05-01,,/developer-agreement-transaction/local-authority-eng/NLN/20150111HWR
17686.11,received,20161793HW,20161793HWR,,2020-11-06,local-authority-eng:NLN,2019-04-02,,/developer-agreement-transaction/local-authority-eng/NLN/20161793HWR
22881.83,spent,20180393HW1,20180393HW1R,,2020-11-06,local-authority-eng:NLN,2019-11-27,,/developer-agreement-transaction/local-authority-eng/NLN/20180393HW1R
60199.63,received,20180393HW2,20180393HW2R,,2020-11-06,local-authority-eng:NLN,2019-03-28,,/developer-agreement-transaction/local-authority-eng/NLN/20180393HW2R
6596.6,spent,20180393HW2,20180393HW2R,,2020-11-06,local-authority-eng:NLN,2019-11-27,,/developer-agreement-transaction/local-authority-eng/NLN/20180393HW2R
6E+4,received,20121303HW,20121303HWR,,2020-11-06,local-authority-eng:NLN,2017-08-02,,/developer-agreement-transaction/local-authority-eng/NLN/20121303HWR
6E+4,spent,20121303HW,20121303HWR,,2020-11-06,local-authority-eng:NLN,2019-11-26,,/developer-agreement-transaction/local-authority-eng/NLN/20121303HWR
28985.45,allocated,20090334HW,20090334HWR,,2020-11-06,local-authority-eng:NLN,2020-03-18,,/developer-agreement-transaction/local-authority-eng/NLN/20090334HWR
171283.62,spent,20121288HW,20121288HWR,,2020-11-06,local-authority-eng:NLN,2019-10-29,,/developer-agreement-transaction/local-authority-eng/NLN/20121288HWR
3217.77,spent,20050879HW,20050879HWR,,2020-11-06,local-authority-eng:NLN,2020-01-30,,/developer-agreement-transaction/local-authority-eng/NLN/20050879HWR
4349.48,received,20130734REC,20130734RECR,,2020-11-06,local-authority-eng:NLN,2016-11-21,,/developer-agreement-transaction/local-authority-eng/NLN/20130734RECR
33934.17,received,20140161REC,20140161RECR,,2020-11-06,local-authority-eng:NLN,2017-03-27,,/developer-agreement-transaction/local-authority-eng/NLN/20140161RECR
5804.09,received,20140249REC,20140249RECR,,2020-11-06,local-authority-eng:NLN,2017-10-09,,/developer-agreement-transaction/local-authority-eng/NLN/20140249RECR
7134.82,received,20150992REC,20150922RECR,,2020-11-06,local-authority-eng:NLN,2017-10-11,,/developer-agreement-transaction/local-authority-eng/NLN/20150922RECR
21800.13,received,20150111REC,20150111RECR,,2020-11-06,local-authority-eng:NLN,2018-05-01,,/developer-agreement-transaction/local-authority-eng/NLN/20150111RECR
6244.86,received,20151195REC,20151195RECR,,2020-11-06,local-authority-eng:NLN,2018-05-01,,/developer-agreement-transaction/local-authority-eng/NLN/20151195RECR
45164.58,allocated,20150597REC,20150597RECR,,2020-11-06,local-authority-eng:NLN,2018-09-27,,/developer-agreement-transaction/local-authority-eng/NLN/20150597RECR
4.01E+3,received,20131288REC1,20131288REC1R,,2020-11-06,local-authority-eng:NLN,2019-06-06,,/developer-agreement-transaction/local-authority-eng/NLN/20131288REC1R
3.099E+4,spent,20131288REC1,20131288REC1R,,2020-11-06,local-authority-eng:NLN,2019-08-01,,/developer-agreement-transaction/local-authority-eng/NLN/20131288REC1R
3E+4,received,20131288REC2,20131288REC2R,,2020-11-06,local-authority-eng:NLN,2019-12-09,,/developer-agreement-transaction/local-authority-eng/NLN/20131288REC2R
45802.8,received,20151308REC,20151308RECR,,2020-11-06,local-authority-eng:NLN,2019-04-02,,/developer-agreement-transaction/local-authority-eng/NLN/20151308RECR
8115.2,transferred,20181583REC,20181583RECR,,2020-11-06,local-authority-eng:NLN,2019-10-01,,/developer-agreement-transaction/local-authority-eng/NLN/20181583RECR
16733,spent,20131578LEI,20131578LEIR,,2020-11-06,local-authority-eng:NLN,2020-02-17,,/developer-agreement-transaction/local-authority-eng/NLN/20131578LEIR
24906.45,spent,20050392TC,20050392TCR,,2020-11-06,local-authority-eng:NLN,2020-03-26,,/developer-agreement-transaction/local-authority-eng/NLN/20050392TCR
