amount,contribution-funding-status,developer-agreement-contribution,developer-agreement-transaction,end-date,entry-date,organisation,start-date,units,slug
1228.97,received,18/01383/CILADMIN,18/01383/CILADMIN1,,2019-09-18,local-authority-eng:EPS,2019-09-16,,/developer-agreement-transaction/local-authority-eng/EPS/18-01383-CILADMIN1
3686.89,received,18/01383/NEIGHBOURHOOD,18/01383/NEIGHBOURHOOD1,,2019-09-18,local-authority-eng:EPS,2019-09-16,,/developer-agreement-transaction/local-authority-eng/EPS/18-01383-NEIGHBOURHOOD1
19663.43,received,18/01383/IDP,18/01383/IDP1,,2019-09-18,local-authority-eng:EPS,2019-09-16,,/developer-agreement-transaction/local-authority-eng/EPS/18-01383-IDP1
0,received,19/00303/CILADMIN,19/00303/CILADMIN1,,2019-09-25,local-authority-eng:EPS,2019-09-18,,/developer-agreement-transaction/local-authority-eng/EPS/19-00303-CILADMIN1
0,received,19/00303/NEIGHBOURHOOD,19/00303/NEIGHBOURHOOD1,,2019-09-25,local-authority-eng:EPS,2019-09-18,,/developer-agreement-transaction/local-authority-eng/EPS/19-00303-NEIGHBOURHOOD1
0,received,19/00303/IDP,19/00303/IDP1,,2019-09-25,local-authority-eng:EPS,2019-09-18,,/developer-agreement-transaction/local-authority-eng/EPS/19-00303-IDP1
954.89,received,19/00681/CILADMIN,19/00681/CILADMIN1,,2019-10-14,local-authority-eng:EPS,2019-12-24,,/developer-agreement-transaction/local-authority-eng/EPS/19-00681-CILADMIN1
,secured,19/00681/CILADMIN,19/00681/CILADMIN2,,2019-10-14,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/19-00681-CILADMIN2
,secured,19/00681/CILADMIN,19/00681/CILADMIN3,,2019-10-14,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/19-00681-CILADMIN3
2864.67,received,19/00681/NEIGHBOURHOOD,19/00681/NEIGHBOURHOOD1,,2019-10-14,local-authority-eng:EPS,2019-12-24,,/developer-agreement-transaction/local-authority-eng/EPS/19-00681-NEIGHBOURHOOD1
,secured,19/00681/NEIGHBOURHOOD,19/00681/NEIGHBOURHOOD2,,2019-10-14,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/19-00681-NEIGHBOURHOOD2
,secured,19/00681/NEIGHBOURHOOD,19/00681/NEIGHBOURHOOD3,,2019-10-14,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/19-00681-NEIGHBOURHOOD3
15278.25,received,19/00681/IDP,19/00681/IDP1,,2019-10-14,local-authority-eng:EPS,2019-12-24,,/developer-agreement-transaction/local-authority-eng/EPS/19-00681-IDP1
,secured,19/00681/IDP,19/00681/IDP2,,2019-10-14,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/19-00681-IDP2
,secured,19/00681/IDP,19/00681/IDP3,,2019-10-14,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/19-00681-IDP3
659.56,received,16/00712/CILADMIN,16/00712/CILADMIN1,,2019-10-15,local-authority-eng:EPS,2019-11-19,,/developer-agreement-transaction/local-authority-eng/EPS/16-00712-CILADMIN1
1978.68,received,16/00712/NEIGHBOURHOOD,16/00712/NEIGHBOURHOOD1,,2019-10-15,local-authority-eng:EPS,2019-11-19,,/developer-agreement-transaction/local-authority-eng/EPS/16-00712-NEIGHBOURHOOD1
10552.94,received,16/00712/IDP,16/00712/IDP1,,2019-10-15,local-authority-eng:EPS,2019-11-19,,/developer-agreement-transaction/local-authority-eng/EPS/16-00712-IDP1
686.93,received,19/00622/CILADMIN,19/00622/CILADMIN1,,2019-10-23,local-authority-eng:EPS,2020-01-06,,/developer-agreement-transaction/local-authority-eng/EPS/19-00622-CILADMIN1
,secured,19/00622/CILADMIN,19/00622/CILADMIN2,,2019-10-23,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/19-00622-CILADMIN2
2060.77,received,19/00622/NEIGHBOURHOOD,19/00622/NEIGHBOURHOOD1,,2019-10-23,local-authority-eng:EPS,2020-01-06,,/developer-agreement-transaction/local-authority-eng/EPS/19-00622-NEIGHBOURHOOD1
,secured,19/00622/NEIGHBOURHOOD,19/00622/NEIGHBOURHOOD2,,2019-10-23,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/19-00622-NEIGHBOURHOOD2
10990.8,received,19/00622/IDP,19/00622/IDP1,,2019-10-23,local-authority-eng:EPS,2020-01-06,,/developer-agreement-transaction/local-authority-eng/EPS/19-00622-IDP1
,secured,19/00622/IDP,19/00622/IDP2,,2019-10-23,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/19-00622-IDP2
,,18/01018/S106,18/01018/S1061,,2019-10-30,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/18-01018-S1061
,,15/00845/S106,15/00845/S1061,,2019-10-30,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/15-00845-S1061
,,17/01586/S106,17/01586/S1061,,2019-10-30,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/17-01586-S1061
,,17/01586/S106,17/01586/S1062,,2019-10-30,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/17-01586-S1062
,,17/01760/S106,17/01760/S1061,,2019-10-30,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/17-01760-S1061
373.22,received,19/00538/CILADMIN,19/00538/CILADMIN1,,2019-10-30,local-authority-eng:EPS,2020-01-28,,/developer-agreement-transaction/local-authority-eng/EPS/19-00538-CILADMIN1
,secured,19/00538/CILADMIN,19/00538/CILADMIN2,,2019-10-30,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/19-00538-CILADMIN2
1119.66,received,19/00538/NEIGHBOURHOOD,19/00538/NEIGHBOURHOOD1,,2019-10-30,local-authority-eng:EPS,2020-01-28,,/developer-agreement-transaction/local-authority-eng/EPS/19-00538-NEIGHBOURHOOD1
,secured,19/00538/NEIGHBOURHOOD,19/00538/NEIGHBOURHOOD2,,2019-10-30,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/19-00538-NEIGHBOURHOOD2
5971.51,received,19/00538/IDP,19/00538/IDP1,,2019-10-30,local-authority-eng:EPS,2020-01-28,,/developer-agreement-transaction/local-authority-eng/EPS/19-00538-IDP1
,secured,19/00538/IDP,19/00538/IDP2,,2019-10-30,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/19-00538-IDP2
0,received,19/00768/CILADMIN,19/00768/CILADMIN1,,2019-11-05,local-authority-eng:EPS,2019-11-05,,/developer-agreement-transaction/local-authority-eng/EPS/19-00768-CILADMIN1
0,received,19/00768/NEIGHBOURHOOD,19/00768/NEIGHBOURHOOD1,,2019-11-05,local-authority-eng:EPS,2019-11-05,,/developer-agreement-transaction/local-authority-eng/EPS/19-00768-NEIGHBOURHOOD1
0,received,19/00768/IDP,19/00768/IDP1,,2019-11-05,local-authority-eng:EPS,2019-11-05,,/developer-agreement-transaction/local-authority-eng/EPS/19-00768-IDP1
74.64,received,17/01419/CILADMIN,17/01419/CILADMIN1,,2019-11-05,local-authority-eng:EPS,2019-12-20,,/developer-agreement-transaction/local-authority-eng/EPS/17-01419-CILADMIN1
3060.46,received,17/01419/CILADMIN,17/01419/CILADMIN2,,2019-12-20,local-authority-eng:EPS,2019-12-20,,/developer-agreement-transaction/local-authority-eng/EPS/17-01419-CILADMIN2
1418.26,received,17/01419/CILADMIN,17/01419/CILADMIN3,,2019-12-20,local-authority-eng:EPS,2019-12-20,,/developer-agreement-transaction/local-authority-eng/EPS/17-01419-CILADMIN3
223.94,received,17/01419/NEIGHBOURHOOD,17/01419/NEIGHBOURHOOD1,,2019-11-05,local-authority-eng:EPS,2019-12-20,,/developer-agreement-transaction/local-authority-eng/EPS/17-01419-NEIGHBOURHOOD1
9181.39,received,17/01419/NEIGHBOURHOOD,17/01419/NEIGHBOURHOOD1,,2019-12-20,local-authority-eng:EPS,2019-12-20,,/developer-agreement-transaction/local-authority-eng/EPS/17-01419-NEIGHBOURHOOD1
4254.79,received,17/01419/NEIGHBOURHOOD,17/01419/NEIGHBOURHOOD1,,2019-12-20,local-authority-eng:EPS,2019-12-20,,/developer-agreement-transaction/local-authority-eng/EPS/17-01419-NEIGHBOURHOOD1
1194.33,received,17/01419/IDP,17/01419/IDP1,,2019-11-05,local-authority-eng:EPS,2019-12-20,,/developer-agreement-transaction/local-authority-eng/EPS/17-01419-IDP1
48967.38,received,17/01419/IDP,17/01419/IDP1,,2019-12-20,local-authority-eng:EPS,2019-12-20,,/developer-agreement-transaction/local-authority-eng/EPS/17-01419-IDP1
22692.2,received,17/01419/IDP,17/01419/IDP1,,2019-12-20,local-authority-eng:EPS,2019-12-20,,/developer-agreement-transaction/local-authority-eng/EPS/17-01419-IDP1
834.57,received,18/00486/CILADMIN,18/00486/CILADMIN1,,2019-11-25,local-authority-eng:EPS,2020-02-25,,/developer-agreement-transaction/local-authority-eng/EPS/18-00486-CILADMIN1
,secured,18/00486/CILADMIN,18/00486/CILADMIN2,,2019-11-25,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/18-00486-CILADMIN2
,secured,18/00486/CILADMIN,18/00486/CILADMIN3,,2019-11-25,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/18-00486-CILADMIN3
2503.71,received,18/00486/NEIGHBOURHOOD,18/00486/NEIGHBOURHOOD1,,2019-11-25,local-authority-eng:EPS,2020-02-25,,/developer-agreement-transaction/local-authority-eng/EPS/18-00486-NEIGHBOURHOOD1
,secured,18/00486/NEIGHBOURHOOD,18/00486/NEIGHBOURHOOD2,,2019-11-25,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/18-00486-NEIGHBOURHOOD2
,secured,18/00486/NEIGHBOURHOOD,18/00486/NEIGHBOURHOOD3,,2019-11-25,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/18-00486-NEIGHBOURHOOD3
13353.15,received,18/00486/IDP,18/00486/IDP1,,2019-11-25,local-authority-eng:EPS,2020-02-25,,/developer-agreement-transaction/local-authority-eng/EPS/18-00486-IDP1
,secured,18/00486/IDP,18/00486/IDP2,,2019-11-25,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/18-00486-IDP2
,secured,18/00486/IDP,18/00486/IDP3,,2019-11-25,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/18-00486-IDP3
1020.59,received,19/00519/CILADMIN,19/00519/CILADMIN1,,2020-01-22,local-authority-eng:EPS,2019-10-08,,/developer-agreement-transaction/local-authority-eng/EPS/19-00519-CILADMIN1
1020.59,received,19/00519/CILADMIN,19/00519/CILADMIN2,,2020-01-22,local-authority-eng:EPS,2020-01-09,,/developer-agreement-transaction/local-authority-eng/EPS/19-00519-CILADMIN2
3061.77,received,19/00519/NEIGHBOURHOOD,19/00519/NEIGHBOURHOOD1,,2020-01-22,local-authority-eng:EPS,2019-10-08,,/developer-agreement-transaction/local-authority-eng/EPS/19-00519-NEIGHBOURHOOD1
3061.78,received,19/00519/NEIGHBOURHOOD,19/00519/NEIGHBOURHOOD2,,2020-01-22,local-authority-eng:EPS,2020-01-09,,/developer-agreement-transaction/local-authority-eng/EPS/19-00519-NEIGHBOURHOOD2
16329.48,received,19/00519/IDP,19/00519/IDP1,,2020-01-22,local-authority-eng:EPS,2019-10-08,,/developer-agreement-transaction/local-authority-eng/EPS/19-00519-IDP1
16329.48,received,19/00519/IDP,19/00519/IDP2,,2020-01-22,local-authority-eng:EPS,2020-01-09,,/developer-agreement-transaction/local-authority-eng/EPS/19-00519-IDP2
1254.35,received,18/00721/CILADMIN,18/00721/CILADMIN1,,2020-01-22,local-authority-eng:EPS,2019-10-04,,/developer-agreement-transaction/local-authority-eng/EPS/18-00721-CILADMIN1
1254.36,received,18/00721/CILADMIN,18/00721/CILADMIN2,,2020-01-22,local-authority-eng:EPS,2020-01-20,,/developer-agreement-transaction/local-authority-eng/EPS/18-00721-CILADMIN2
3763.06,received,18/00721/NEIGHBOURHOOD,18/00721/NEIGHBOURHOOD1,,2020-01-22,local-authority-eng:EPS,2019-10-04,,/developer-agreement-transaction/local-authority-eng/EPS/18-00721-NEIGHBOURHOOD1
3763.06,received,18/00721/NEIGHBOURHOOD,18/00721/NEIGHBOURHOOD2,,2020-01-22,local-authority-eng:EPS,2020-01-20,,/developer-agreement-transaction/local-authority-eng/EPS/18-00721-NEIGHBOURHOOD2
20069.66,received,18/00721/IDP,18/00721/IDP1,,2020-01-22,local-authority-eng:EPS,2019-10-04,,/developer-agreement-transaction/local-authority-eng/EPS/18-00721-IDP1
20069.65,received,18/00721/IDP,18/00721/IDP2,,2020-01-22,local-authority-eng:EPS,2020-01-20,,/developer-agreement-transaction/local-authority-eng/EPS/18-00721-IDP2
,secured,18/01264/CILADMIN,18/01264/CILADMIN1,,2020-03-12,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/18-01264-CILADMIN1
,secured,18/01264/CILADMIN,18/01264/CILADMIN2,,2020-03-12,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/18-01264-CILADMIN2
,secured,18/01264/CILADMIN,18/01264/CILADMIN3,,2020-03-12,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/18-01264-CILADMIN3
,secured,18/01264/NEIGHBOURHOOD,18/01264/NEIGHBOURHOOD1,,2020-03-12,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/18-01264-NEIGHBOURHOOD1
,secured,18/01264/NEIGHBOURHOOD,18/01264/NEIGHBOURHOOD2,,2020-03-12,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/18-01264-NEIGHBOURHOOD2
,secured,18/01264/NEIGHBOURHOOD,18/01264/NEIGHBOURHOOD3,,2020-03-12,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/18-01264-NEIGHBOURHOOD3
,secured,18/01264/IDP,18/01264/IDP1,,2020-03-12,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/18-01264-IDP1
,secured,18/01264/IDP,18/01264/IDP2,,2020-03-12,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/18-01264-IDP2
,secured,18/01264/IDP,18/01264/IDP3,,2020-03-12,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/18-01264-IDP3
,secured,19/00577/CILADMIN,19/00577/CILADMIN1,,2020-03-16,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/19-00577-CILADMIN1
,secured,19/00577/CILADMIN,19/00577/CILADMIN2,,2020-03-16,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/19-00577-CILADMIN2
,secured,19/00577/NEIGHBOURHOOD,19/00577/NEIGHBOURHOOD1,,2020-03-16,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/19-00577-NEIGHBOURHOOD1
,secured,19/00577/NEIGHBOURHOOD,19/00577/NEIGHBOURHOOD2,,2020-03-16,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/19-00577-NEIGHBOURHOOD2
,secured,19/00577/IDP,19/00577/IDP1,,2020-03-16,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/19-00577-IDP1
,secured,19/00577/IDP,19/00577/IDP2,,2020-03-16,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/19-00577-IDP2
0,received,19/01079/CILADMIN,19/01079/CILADMIN1,,2020-03-16,local-authority-eng:EPS,2020-02-03,,/developer-agreement-transaction/local-authority-eng/EPS/19-01079-CILADMIN1
0,received,19/01079/NEIGHBOURHOOD,19/01079/NEIGHBOURHOOD1,,2020-03-16,local-authority-eng:EPS,2020-02-03,,/developer-agreement-transaction/local-authority-eng/EPS/19-01079-NEIGHBOURHOOD1
0,received,19/01079/IDP,19/01079/IDP1,,2020-03-16,local-authority-eng:EPS,2020-02-03,,/developer-agreement-transaction/local-authority-eng/EPS/19-01079-IDP1
0,received,19/01382/CILADMIN,19/01382/CILADMIN1,,2020-03-16,local-authority-eng:EPS,2020-02-25,,/developer-agreement-transaction/local-authority-eng/EPS/19-01382-CILADMIN1
0,received,19/01382/NEIGHBOURHOOD,19/01382/NEIGHBOURHOOD1,,2020-03-16,local-authority-eng:EPS,2020-02-25,,/developer-agreement-transaction/local-authority-eng/EPS/19-01382-NEIGHBOURHOOD1
0,received,19/01382/IDP,19/01382/IDP1,,2020-03-16,local-authority-eng:EPS,2020-02-25,,/developer-agreement-transaction/local-authority-eng/EPS/19-01382-IDP1
,secured,18/01298/CILADMIN,18/01298/CILADMIN1,,2020-03-16,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/18-01298-CILADMIN1
,secured,18/01298/CILADMIN,18/01298/CILADMIN2,,2020-03-16,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/18-01298-CILADMIN2
,secured,18/01298/NEIGHBOURHOOD,18/01298/NEIGHBOURHOOD1,,2020-03-16,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/18-01298-NEIGHBOURHOOD1
,secured,18/01298/NEIGHBOURHOOD,18/01298/NEIGHBOURHOOD2,,2020-03-16,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/18-01298-NEIGHBOURHOOD2
,secured,18/01298/IDP,18/01298/IDP1,,2020-03-16,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/18-01298-IDP1
,secured,18/01298/IDP,18/01298/IDP2,,2020-03-16,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/18-01298-IDP2
,secured,19/00696/CILADMIN,19/00696/CILADMIN1,,2020-03-16,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/19-00696-CILADMIN1
,secured,19/00696/CILADMIN,19/00696/CILADMIN2,,2020-03-16,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/19-00696-CILADMIN2
,secured,19/00696/CILADMIN,19/00696/CILADMIN3,,2020-03-16,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/19-00696-CILADMIN3
,secured,19/00696/NEIGHBOURHOOD,19/00696/NEIGHBOURHOOD1,,2020-03-16,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/19-00696-NEIGHBOURHOOD1
,secured,19/00696/NEIGHBOURHOOD,19/00696/NEIGHBOURHOOD2,,2020-03-16,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/19-00696-NEIGHBOURHOOD2
,secured,19/00696/NEIGHBOURHOOD,19/00696/NEIGHBOURHOOD3,,2020-03-16,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/19-00696-NEIGHBOURHOOD3
,secured,19/00696/IDP,19/00696/IDP1,,2020-03-16,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/19-00696-IDP1
,secured,19/00696/IDP,19/00696/IDP2,,2020-03-16,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/19-00696-IDP2
,secured,19/00696/IDP,19/00696/IDP3,,2020-03-16,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/19-00696-IDP3
0,received,19/00062/CILADMIN,19/00062/CILADMIN1,,2020-03-16,local-authority-eng:EPS,2020-02-25,,/developer-agreement-transaction/local-authority-eng/EPS/19-00062-CILADMIN1
0,received,19/00062/NEIGHBOURHOOD,19/00062/NEIGHBOURHOOD1,,2020-03-16,local-authority-eng:EPS,2020-02-25,,/developer-agreement-transaction/local-authority-eng/EPS/19-00062-NEIGHBOURHOOD1
0,received,19/00062/IDP,19/00062/IDP1,,2020-03-16,local-authority-eng:EPS,2020-02-25,,/developer-agreement-transaction/local-authority-eng/EPS/19-00062-IDP1
0,received,19/01592/CILADMIN,19/01592/CILADMIN1,,2020-03-16,local-authority-eng:EPS,2020-02-27,,/developer-agreement-transaction/local-authority-eng/EPS/19-01592-CILADMIN1
0,received,19/01592/NEIGHBOURHOOD,19/01592/NEIGHBOURHOOD1,,2020-03-16,local-authority-eng:EPS,2020-02-27,,/developer-agreement-transaction/local-authority-eng/EPS/19-01592-NEIGHBOURHOOD1
0,received,19/01592/IDP,19/01592/IDP1,,2020-03-16,local-authority-eng:EPS,2020-02-27,,/developer-agreement-transaction/local-authority-eng/EPS/19-01592-IDP1
,secured,18/01559/CILADMIN,18/01559/CILADMIN1,,2020-03-16,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/18-01559-CILADMIN1
,secured,18/01559/CILADMIN,18/01559/CILADMIN2,,2020-03-16,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/18-01559-CILADMIN2
,secured,18/01559/CILADMIN,18/01559/CILADMIN3,,2020-03-16,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/18-01559-CILADMIN3
,secured,18/01559/NEIGHBOURHOOD,18/01559/NEIGHBOURHOOD1,,2020-03-16,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/18-01559-NEIGHBOURHOOD1
,secured,18/01559/NEIGHBOURHOOD,18/01559/NEIGHBOURHOOD2,,2020-03-16,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/18-01559-NEIGHBOURHOOD2
,secured,18/01559/NEIGHBOURHOOD,18/01559/NEIGHBOURHOOD3,,2020-03-16,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/18-01559-NEIGHBOURHOOD3
,secured,18/01559/IDP,18/01559/IDP1,,2020-03-16,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/18-01559-IDP1
,secured,18/01559/IDP,18/01559/IDP2,,2020-03-16,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/18-01559-IDP2
,secured,18/01559/IDP,18/01559/IDP3,,2020-03-16,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/18-01559-IDP3
,secured,18/01360/CILADMIN,18/01360/CILADMIN1,,2020-03-16,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/18-01360-CILADMIN1
,secured,18/01360/CILADMIN,18/01360/CILADMIN2,,2020-03-16,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/18-01360-CILADMIN2
,secured,18/01360/CILADMIN,18/01360/CILADMIN3,,2020-03-16,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/18-01360-CILADMIN3
,secured,18/01360/NEIGHBOURHOOD,18/01360/NEIGHBOURHOOD1,,2020-03-16,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/18-01360-NEIGHBOURHOOD1
,secured,18/01360/NEIGHBOURHOOD,18/01360/NEIGHBOURHOOD2,,2020-03-16,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/18-01360-NEIGHBOURHOOD2
,secured,18/01360/NEIGHBOURHOOD,18/01360/NEIGHBOURHOOD3,,2020-03-16,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/18-01360-NEIGHBOURHOOD3
,secured,18/01360/IDP,18/01360/IDP1,,2020-03-16,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/18-01360-IDP1
,secured,18/01360/IDP,18/01360/IDP2,,2020-03-16,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/18-01360-IDP2
,secured,18/01360/IDP,18/01360/IDP3,,2020-03-16,local-authority-eng:EPS,,,/developer-agreement-transaction/local-authority-eng/EPS/18-01360-IDP3
609.81,received,16/00588/CILADMIN,16/00588/CILADMIN1,,2020-03-16,local-authority-eng:EPS,2019-11-20,,/developer-agreement-transaction/local-authority-eng/EPS/16-00588-CILADMIN1
