amount,contribution-funding-status,developer-agreement-contribution,developer-agreement-transaction,end-date,entry-date,start-date,units,slug
6E+3,received,13/00799/FUL-MON,13/00799/FUL-MON-TRANS2,,2020-12-03,2019-03-21,,
6E+3,allocated,13/00799/FUL-MON,13/00799/FUL-MON-TRANS3,,2020-12-03,2019-03-21,,
2313,spent,13/00799/FUL-MON,13/00799/FUL-MON-TRANS4,,2020-12-09,2020-03-31,,
108655,secured,13/01337/FUL-C3.,13/01337/FUL-C3.-TRANS1,2014-11-13,2020-12-03,2014-03-26,,
108655,secured,14/01166/VAR-C3.,14/01166/VAR-C3.-TRANS1,,2020-12-03,2014-11-13,,
108655,received,14/01166/VAR-C3.,14/01166/VAR-C3.-TRANS2,,2020-12-03,2015-03-30,,
108655,allocated,14/01166/VAR-C3.,14/01166/VAR-C3.-TRANS3,,2020-12-03,2015-03-30,,
98561,secured,13/01617/FUL-S2.a,13/01617/FUL-S2.a-TRANS1,,2020-12-03,2015-12-26,,
98561,received,13/01617/FUL-S2.a,13/01617/FUL-S2.a-TRANS2,,2020-12-03,2016-03-10,,
98561,allocated,13/01617/FUL-S2.a,13/01617/FUL-S2.a-TRANS3,,2020-12-03,2016-03-10,,
98561,spent,13/01617/FUL-S2.a,13/01617/FUL-S2.a-TRANS4,,2020-12-03,2019-03-31,,
9.6E+4,secured,13/01617/FUL-S2.b,13/01617/FUL-S2.b-TRANS1,,2020-12-03,2016-06-26,,
9.6E+4,received,13/01617/FUL-S2.b,13/01617/FUL-S2.b-TRANS2,,2020-12-03,2017-04-04,,
9.6E+4,allocated,13/01617/FUL-S2.b,13/01617/FUL-S2.b-TRANS3,,2020-12-03,2017-04-04,,
37749.82,spent,13/01617/FUL-S2.b,13/01617/FUL-S2.b-TRANS4,,2020-12-03,2019-03-31,,
9341.98,spent,13/01617/FUL-S2.b,13/01617/FUL-S2.b-TRANS5,,2020-12-03,2020-03-31,,
9.6E+4,secured,13/01617/FUL-S2.c,13/01617/FUL-S2.c-TRANS1,,2020-12-03,2016-12-26,,
9.6E+4,received,13/01617/FUL-S2.c,13/01617/FUL-S2.c-TRANS2,,2020-12-03,2017-08-02,,
9.6E+4,allocated,13/01617/FUL-S2.c,13/01617/FUL-S2.c-TRANS3,,2020-12-03,2017-08-02,,
9.6E+4,secured,13/01617/FUL-S2.d,13/01617/FUL-S2.d-TRANS1,,2020-12-03,2017-06-26,,
9.6E+4,received,13/01617/FUL-S2.d,13/01617/FUL-S2.d-TRANS2,,2020-12-03,2017-08-02,,
9.6E+4,allocated,13/01617/FUL-S2.d,13/01617/FUL-S2.d-TRANS3,,2020-12-03,2017-08-02,,
4.78E+4,secured,13/01617/FUL-S3.,13/01617/FUL-S3.-TRANS1,,2020-12-03,2015-06-26,,
4.78E+4,received,13/01617/FUL-S3.,13/01617/FUL-S3.-TRANS2,,2020-12-03,2015-07-17,,
4.78E+4,allocated,13/01617/FUL-S3.,13/01617/FUL-S3.-TRANS3,,2020-12-03,2015-07-17,,
4.78E+4,spent,13/01617/FUL-S3.,13/01617/FUL-S3.-TRANS4,,2020-12-03,2017-11-24,,
44163,secured,13/01617/FUL-S4.,13/01617/FUL-S4.TRANS1,,2020-12-03,2016-06-26,,
44163,received,13/01617/FUL-S4.,13/01617/FUL-S4.TRANS2,,2020-12-03,2017-04-04,,
44163,allocated,13/01617/FUL-S4.,13/01617/FUL-S4.TRANS3,,2020-12-03,2017-04-04,,
1.88E+3,spent,13/01617/FUL-S4.,13/01617/FUL-S4.TRANS4,,2020-12-03,2019-03-31,,
37355.37,spent,13/01617/FUL-S4.,13/01617/FUL-S4.TRANS5,,2020-12-03,2019-03-31,,
701,secured,15/00684/VAR-C4.,15/00684/VAR-C4.-TRANS1,,2020-12-03,2016-06-26,,
701,received,15/00684/VAR-C4.,15/00684/VAR-C4.-TRANS2,,2020-12-03,2017-04-04,,
701,allocated,15/00684/VAR-C4.,15/00684/VAR-C4.-TRANS3,,2020-12-03,2017-04-04,,
59757,secured,13/02388/FUL-S2.1.1,13/02388/FUL-S2.1.1-TRANS1,,2020-12-03,2014-09-08,,
59757,received,13/02388/FUL-S2.1.1,13/02388/FUL-S2.1.1-TRANS2,,2020-12-03,2014-09-08,,
59757,allocated,13/02388/FUL-S2.1.1,13/02388/FUL-S2.1.1-TRANS3,,2020-12-03,2014-09-08,,
9341.98,spent,13/02388/FUL-S2.1.1,13/02388/FUL-S2.1.1-TRANS4,,2020-12-03,2020-03-31,,
139433,secured,13/02388/FUL-S2.1.2,13/02388/FUL-S2.1.2-TRANS1,,2020-12-03,2016-02-18,,
139433,received,13/02388/FUL-S2.1.2,13/02388/FUL-S2.1.2-TRANS2,,2020-12-03,2016-02-18,,
139433,allocated,13/02388/FUL-S2.1.2,13/02388/FUL-S2.1.2-TRANS3,,2020-12-03,2016-02-18,,
59445,secured,13/02388/FUL-S3.,13/02388/FUL-S3.-TRANS1,,2020-12-03,2016-02-18,,
59445,received,13/02388/FUL-S3.,13/02388/FUL-S3.-TRANS2,,2020-12-03,2016-02-18,,
59445,allocated,13/02388/FUL-S3.,13/02388/FUL-S3.-TRANS3,,2020-12-03,2016-02-18,,
59445,spent,13/02388/FUL-S3.,13/02388/FUL-S3.-TRANS4,,2020-12-03,2018-03-31,,
23834,secured,13/02388/FUL-S4.,13/02388/FUL-S4.-TRANS1,,2020-12-03,2016-02-18,,
23834,received,13/02388/FUL-S4.,13/02388/FUL-S4.-TRANS2,,2020-12-03,2016-02-18,,
23834,allocated,13/02388/FUL-S4.,13/02388/FUL-S4.-TRANS3,,2020-12-03,2016-02-18,,
1E+3,spent,13/02388/FUL-S4.,13/02388/FUL-S4.-TRANS4,,2020-12-03,2019-03-31,,
21332.2,spent,13/02388/FUL-S4.,13/02388/FUL-S4.-TRANS5,,2020-12-03,2020-03-31,,
65193,secured,14/00506/OUT-S2.A.1,14/00506/OUT-S2.A.1-TRANS1,,2020-12-03,2017-11-17,,
65193,received,14/00506/OUT-S2.A.1,14/00506/OUT-S2.A.1-TRANS2,,2020-12-03,2018-04-04,,
65193,allocated,14/00506/OUT-S2.A.1,14/00506/OUT-S2.A.1-TRANS3,,2020-12-03,2018-04-04,,
146289,secured,14/00506/OUT-S2.B.1,14/00506/OUT-S2.B.1-TRANS1,,2020-12-03,2017-11-17,,
146289,received,14/00506/OUT-S2.B.1,14/00506/OUT-S2.B.1-TRANS2,,2020-12-03,2018-04-04,,
146289,allocated,14/00506/OUT-S2.B.1,14/00506/OUT-S2.B.1-TRANS3,,2020-12-03,2018-04-04,,
1.0784E+5,secured,14/00506/OUT-S2.C.1,14/00506/OUT-S2.C.1-TRANS1,,2020-12-03,2016-04-19,,
1.0784E+5,received,14/00506/OUT-S2.C.2,14/00506/OUT-S2.C.1-TRANS2,,2020-12-03,2016-07-04,,
1.0784E+5,allocated,14/00506/OUT-S2.C.3,14/00506/OUT-S2.C.1-TRANS3,,2020-12-03,2016-07-04,,
,secured,14/00506/OUT-S4.,14/00506/OUT-S4.-TRANS1,,2020-12-03,2017-11-27,10,
,received,14/00506/OUT-S4.,14/00506/OUT-S4.-TRANS2,,2020-12-03,2018-04-26,10,
24535,secured,14/01647/FUL-S2.1.1,14/01647/FUL-S2.1.1-TRANS1,,2020-12-03,2016-07-01,,
24535,received,14/01647/FUL-S2.1.1,14/01647/FUL-S2.1.1-TRANS2,,2020-12-03,2016-08-02,,
24535,allocated,14/01647/FUL-S2.1.1,14/01647/FUL-S2.1.1-TRANS3,,2020-12-03,2016-08-02,,
24535,secured,14/01647/FUL-S2.1.2,14/01647/FUL-S2.1.2-TRANS1,,2020-12-03,2016-11-30,,
24535,received,14/01647/FUL-S2.1.2,14/01647/FUL-S2.1.2-TRANS2,,2020-12-03,2017-06-19,,
24535,allocated,14/01647/FUL-S2.1.2,14/01647/FUL-S2.1.2-TRANS3,,2020-12-03,2017-06-19,,
69723,secured,14/01647/FUL-S2.2.1,14/01647/FUL-S2.2.1-TRANS1,,2020-12-04,2016-07-01,,
69723,received,14/01647/FUL-S2.2.1,14/01647/FUL-S2.2.1-TRANS2,,2020-12-04,2016-08-02,,
69723,allocated,14/01647/FUL-S2.2.1,14/01647/FUL-S2.2.1-TRANS3,,2020-12-04,2016-08-02,,
69723,secured,14/01647/FUL-S2.2.2,14/01647/FUL-S2.2.2-TRANS1,,2020-12-04,2017-12-18,,
69723,received,14/01647/FUL-S2.2.2,14/01647/FUL-S2.2.2-TRANS2,,2020-12-04,2018-05-31,,
69723,allocated,14/01647/FUL-S2.2.2,14/01647/FUL-S2.2.2-TRANS3,,2020-12-04,2018-05-31,,
69723,secured,14/01647/FUL-S2.2.3,14/01647/FUL-S2.2.3-TRANS1,,2020-12-04,2019-06-28,,
69723,received,14/01647/FUL-S2.2.3,14/01647/FUL-S2.2.3-TRANS2,,2020-12-04,2019-07-02,,
69723,allocated,14/01647/FUL-S2.2.3,14/01647/FUL-S2.2.3-TRANS3,,2020-12-04,2019-07-02,,
7E+4,secured,14/01647/FUL-S2.3.1,14/01647/FUL-S2.3.1-TRANS1,,2020-12-04,2016-07-01,,
7E+4,received,14/01647/FUL-S2.3.1,14/01647/FUL-S2.3.1-TRANS2,,2020-12-04,2016-08-02,,
7E+4,allocated,14/01647/FUL-S2.3.1,14/01647/FUL-S2.3.1-TRANS3,,2020-12-04,2016-08-02,,
7E+4,secured,14/01647/FUL-S2.3.2,14/01647/FUL-S2.3.2-TRANS1,,2020-12-04,2019-06-28,,
7E+4,received,14/01647/FUL-S2.3.2,14/01647/FUL-S2.3.2-TRANS2,,2020-12-04,2019-07-02,,
7E+4,allocated,14/01647/FUL-S2.3.2,14/01647/FUL-S2.3.2-TRANS3,,2020-12-04,2019-07-02,,
,secured,14/01647/FUL-S4.,14/01647/FUL-S4.-TRANS1,,2020-12-04,2017-11-25,7,
,received,14/01647/FUL-S4.,14/01647/FUL-S4.-TRANS2,,2020-12-04,2017-12-09,7,
2E+4,secured,14/02701/FUL-S2.,14/02701/FUL-S2.-TRANS1,,2020-12-04,2016-08-23,,
2E+4,received,14/02701/FUL-S2.,14/02701/FUL-S2.-TRANS2,,2020-12-04,2016-08-23,,
2E+4,allocated,14/02701/FUL-S2.,14/02701/FUL-S2.-TRANS3,,2020-12-04,2016-08-23,,
,secured,15/00123/FUL-S2.,15/00123/FUL-S2.-TRANS1,,2020-12-04,2017-06-10,51,
,received,15/00123/FUL-S2.,15/00123/FUL-S2.-TRANS2,,2020-12-04,2017-08-14,51,
61688,secured,15/00123/FUL-S3.,15/00123/FUL-S3.-TRANS1,,2020-12-04,2016-12-14,,
61688,received,15/00123/FUL-S3.,15/00123/FUL-S3.-TRANS2,,2020-12-04,2017-02-03,,
61688,allocated,15/00123/FUL-S3.,15/00123/FUL-S3.-TRANS3,,2020-12-04,2017-02-03,,
7674,spent,15/00123/FUL-S3.,15/00123/FUL-S3.-TRANS4,,2020-12-04,2019-03-31,,
54014,spent,15/00123/FUL-S3.,15/00123/FUL-S3.-TRANS5,,2020-12-04,2020-03-31,,
103047,secured,15/00815/HYB-S2.1a.,15/00815/HYB-S2.1a.-TRANS1,,2020-12-04,2017-12-23,,
103047,received,15/00815/HYB-S2.1a.,15/00815/HYB-S2.1a.-TRANS2,,2020-12-04,2018-05-15,,
103047,allocated,15/00815/HYB-S2.1a.,15/00815/HYB-S2.1a.-TRANS3,,2020-12-04,2018-05-15,,
140981.66,secured,15/00815/HYB-S2.2.1,15/00815/HYB-S2.2.1-TRANS1,,2020-12-04,2017-12-23,,
140981.66,received,15/00815/HYB-S2.2.1,15/00815/HYB-S2.2.1-TRANS2,,2020-12-04,2018-05-15,,
140981.66,allocated,15/00815/HYB-S2.2.1,15/00815/HYB-S2.2.1-TRANS3,,2020-12-04,2018-05-15,,
140981.66,secured,15/00815/HYB-S2.2.2,15/00815/HYB-S2.2.2-TRANS1,,2020-12-04,2018-08-08,,
140981.66,received,15/00815/HYB-S2.2.2,15/00815/HYB-S2.2.2-TRANS2,,2020-12-04,2019-01-17,,
140981.66,allocated,15/00815/HYB-S2.2.2,15/00815/HYB-S2.2.2-TRANS3,,2020-12-04,2019-01-17,,
140981.68,secured,15/00815/HYB-S2.2.3,15/00815/HYB-S2.2.3-TRANS1,,2020-12-04,2019-04-13,,
140981.68,received,15/00815/HYB-S2.2.3,15/00815/HYB-S2.2.3-TRANS2,,2020-12-04,2019-06-04,,
140981.68,allocated,15/00815/HYB-S2.2.3,15/00815/HYB-S2.2.3-TRANS3,,2020-12-04,2019-06-04,,
6E+4,secured,15/00815/HYB-S2.3,15/00815/HYB-S2.3-TRANS1,,2020-12-04,2016-03-30,,
6E+4,received,15/00815/HYB-S2.3,15/00815/HYB-S2.3-TRANS2,,2020-12-04,2016-08-02,,
6E+4,allocated,15/00815/HYB-S2.3,15/00815/HYB-S2.3-TRANS3,,2020-12-04,2016-08-02,,
,secured,15/00815/HYB-S4.,15/00815/HYB-S4.-TRANS1,,2020-12-04,2019-03-29,15,
,received,15/00815/HYB-S4.,15/00815/HYB-S4.-TRANS2,,2020-12-04,2019-06-28,15,
6E+3,secured,17/02445/FUL-MON,17/02445/FUL-MON-TRANS1,,2020-12-04,2019-03-29,,
6E+3,received,17/02445/FUL-MON,17/02445/FUL-MON-TRANS2,,2020-12-04,2019-04-08,,
6E+3,allocated,17/02445/FUL-MON,17/02445/FUL-MON-TRANS3,,2020-12-04,2019-04-08,,
2313,spent,17/02445/FUL-MON,17/02445/FUL-MON-TRANS4,,2020-12-04,2020-03-31,,
41359,secured,16/01045/FUL-S2.A,16/01045/FUL-S2.A-TRANS1,,2020-12-04,2017-09-01,,
41359,received,16/01045/FUL-S2.A,16/01045/FUL-S2.A-TRANS2,,2020-12-04,2018-01-15,,
41359,allocated,16/01045/FUL-S2.A,16/01045/FUL-S2.A-TRANS3,,2020-12-04,2018-01-15,,
109097,secured,16/01045/FUL-S2.B,16/01045/FUL-S2.B-TRANS1,,2020-12-04,2017-09-01,,
109097,received,16/01045/FUL-S2.B,16/01045/FUL-S2.B-TRANS2,,2020-12-04,2018-01-15,,
109097,allocated,16/01045/FUL-S2.B,16/01045/FUL-S2.B-TRANS3,,2020-12-04,2018-01-15,,
,secured,16/01045/FUL-S4.,16/01045/FUL-S4.-TRANS1,,2020-12-04,2018-12-14,6,
,received,16/01045/FUL-S4.,16/01045/FUL-S4.-TRANS2,,2020-12-04,2019-10-28,6,
98267.48,secured,16/01687/OUT-S2.A.1,16/01687/OUT-S2.A.1-TRANS1,,2020-12-04,2019-11-19,,
98267.48,received,16/01687/OUT-S2.A.1,16/01687/OUT-S2.A.1-TRANS2,,2020-12-04,2019-12-16,,
98267.48,allocated,16/01687/OUT-S2.A.1,16/01687/OUT-S2.A.1-TRANS3,,2020-12-04,2019-12-16,,
2E+3,secured,16/01687/OUT-MON,16/01687/OUT-MON-TRANS1,,2020-12-04,2018-06-29,,
2E+3,received,16/01687/OUT-MON,16/01687/OUT-MON-TRANS2,,2020-12-04,2018-06-29,,
2E+3,allocated,16/01687/OUT-MON,16/01687/OUT-MON-TRANS3,,2020-12-04,2018-06-29,,
771,spent,16/01687/OUT-MON,16/01687/OUT-MON-TRANS4,,2020-12-09,2020-03-31,,
2.497E+4,secured,19/00963/FUL-S2.B.1,19/00963/FUL-S2.B.1-TRANS1,,2020-12-04,2019-11-19,,
2.497E+4,received,19/00963/FUL-S2.B.1,19/00963/FUL-S2.B.1-TRANS2,,2020-12-04,2019-12-16,,
2.497E+4,allocated,19/00963/FUL-S2.B.1,19/00963/FUL-S2.B.1-TRANS3,,2020-12-04,2019-12-16,,
5E+2,secured,19/00963/FUL-MON,19/00963/FUL-MON-TRANS1,,2020-12-04,2019-10-30,,
5E+2,received,19/00963/FUL-MON,19/00963/FUL-MON-TRANS2,,2020-12-04,2019-11-05,,
5E+2,allocated,19/00963/FUL-MON,19/00963/FUL-MON-TRANS3,,2020-12-04,2019-11-05,,
5E+2,spent,19/00963/FUL-MON,19/00963/FUL-MON-TRANS4,,2020-12-04,2019-11-05,,
5E+2,secured,18/02154/FUL-MON,18/02154/FUL-MON-TRANS1,,2020-12-04,2019-12-10,,
5E+2,received,18/02154/FUL-MON,18/02154/FUL-MON-TRANS2,,2020-12-04,2019-12-04,,
5E+2,allocated,18/02154/FUL-MON,18/02154/FUL-MON-TRANS3,,2020-12-04,2019-12-04,,
192.75,spent,18/02154/FUL-MON,18/02154/FUL-MON-TRANS4,,2020-12-09,2020-03-31,,
3.4E+4,secured,08/03987/REM-S1.1.1,08/03987/REM-S1.1.1-TRANS1,,2020-12-04,2013-12-20,,
3.4E+4,received,08/03987/REM-S1.1.1,08/03987/REM-S1.1.1-TRANS2,,2020-12-04,2013-12-20,,
3.4E+4,allocated,08/03987/REM-S1.1.1,08/03987/REM-S1.1.1-TRANS3,,2020-12-04,2013-12-20,,
3.4E+4,spent,08/03987/REM-S1.1.1,08/03987/REM-S1.1.1-TRANS4,,2020-12-04,2016-03-31,,
4.692E+4,secured,08/03987/REM-S1.1.2,08/03987/REM-S1.1.2-TRANS1,,2020-12-04,2017-03-05,,
4.692E+4,received,08/03987/REM-S1.1.2,08/03987/REM-S1.1.2-TRANS2,,2020-12-04,2017-09-05,,
4.692E+4,allocated,08/03987/REM-S1.1.2,08/03987/REM-S1.1.2-TRANS3,,2020-12-04,2017-09-05,,
5345.66,spent,08/03987/REM-S1.1.2,08/03987/REM-S1.1.2-TRANS4,,2020-12-04,2016-03-31,,
5608,secured,15/00053/FUL-S3.4,15/00053/FUL-S3.4-TRANS1,,2020-12-04,2017-03-05,,
5608,received,15/00053/FUL-S3.4,15/00053/FUL-S3.4-TRANS2,,2020-12-04,2017-09-29,,
5608,allocated,15/00053/FUL-S3.4,15/00053/FUL-S3.4-TRANS3,,2020-12-04,2017-09-29,,
86288,secured,18/00609/FU4-S2.3.1.a,18/00609/FU4-S2.3.1.a-TRANS1,,2020-12-04,2019-08-22,,
86288,received,18/00609/FU4-S2.3.1.a,18/00609/FU4-S2.3.1.a-TRANS2,,2020-12-04,2019-08-30,,
86288,allocated,18/00609/FU4-S2.3.1.a,18/00609/FU4-S2.3.1.a-TRANS3,,2020-12-04,2019-08-30,,
,secured,18/00609/FU4-C7.,18/00609/FU4-C7.-TRANS1,,2020-12-04,2019-08-22,1,
,received,18/00609/FU4-C7.,18/00609/FU4-C7.-TRANS2,,2020-12-04,2019-08-04,1,
6E+3,secured,18/00609/FU4-MON,18/00609/FU4-MON-TRANS1,,2020-12-04,2019-04-26,,
6E+3,received,18/00609/FU4-MON,18/00609/FU4-MON-TRANS2,,2020-12-04,2019-04-17,,
6E+3,allocated,18/00609/FU4-MON,18/00609/FU4-MON-TRANS3,,2020-12-04,2019-04-17,,
2313,spent,18/00609/FU4-MON,18/00609/FU4-MON-TRANS4,,2020-12-09,2020-03-31,,
1084,secured,18/01901/FUL-3a.,18/01901/FUL-3a.-TRANS1,,2020-12-04,2019-08-05,,
1084,received,18/01901/FUL-3a.,18/01901/FUL-3a.-TRANS2,,2020-12-04,2019-08-05,,
1084,allocated,18/01901/FUL-3a.,18/01901/FUL-3a.-TRANS3,,2020-12-04,2019-08-05,,
5E+2,secured,18/01901/FUL-MON,18/01901/FUL-MON-TRANS1,,2020-12-04,2019-08-05,,
5E+2,received,18/01901/FUL-MON,18/01901/FUL-MON-TRANS2,,2020-12-04,2019-08-05,,
5E+2,allocated,18/01901/FUL-MON,18/01901/FUL-MON-TRANS3,,2020-12-04,2019-08-05,,
,spent,18/01901/FUL-MON,18/01901/FUL-MON-TRANS4,,2021-02-15,,,
5E+2,secured,18/01963/FU4-MON,18/01963/FU4-MON-TRANS1,,2020-12-04,2019-05-02,,
5E+2,received,18/01963/FU4-MON,18/01963/FU4-MON-TRANS2,,2020-12-04,2019-04-29,,
5E+2,allocated,18/01963/FU4-MON,18/01963/FU4-MON-TRANS3,,2020-12-04,2019-04-29,,
192.75,spent,18/01963/FU4-MON,18/01963/FU4-MON-TRANS4,,2020-12-09,2020-03-31,,
,secured,18/02002/FU4-S4.1,18/02002/FU4-S4.1-TRANS1,,2020-12-04,2019-04-30,17,
8E+3,secured,18/02002/FU4-S4.2,18/02002/FU4-S4.2,,2020-12-04,2019-04-30,,
13124,secured,18/02002/FU4-S4.2.1,18/02002/FU4-S4.2.1,,2020-12-04,2019-04-30,,
50213,secured,18/02002/FU4-S4.2.2,18/02002/FU4-S4.2.2,,2020-12-04,2019-04-30,,
11968,secured,18/02002/FU4-S4.2.3,18/02002/FU4-S4.2.3,,2020-12-04,2019-04-30,,
2E+3,secured,18/02002/FU4-MON,18/02002/FU4-MON-TRANS1,,2020-12-04,2019-04-01,,
2E+3,received,18/02002/FU4-MON,18/02002/FU4-MON-TRANS2,,2020-12-04,2019-04-01,,
2E+3,allocated,18/02002/FU4-MON,18/02002/FU4-MON-TRANS3,,2020-12-04,2019-04-01,,
771,spent,18/02002/FU4-MON,18/02002/FU4-MON-TRANS4,,2020-12-09,2020-03-31,,
4.75E+3,secured,19/00253/FUL-MON,19/00253/FUL-MON-TRANS1,,2020-12-04,2019-06-13,,
4.75E+3,received,19/00253/FUL-MON,19/00253/FUL-MON-TRANS2,,2020-12-04,2019-06-21,,
4.75E+3,allocated,19/00253/FUL-MON,19/00253/FUL-MON-TRANS3,,2020-12-04,2019-06-21,,
1831.12,spent,19/00253/FUL-MON,19/00253/FUL-MON-TRANS4,,2020-12-09,2020-03-31,,
17096.02,secured,16/02356/LR4-S2.D.2.1,16/02356/LR4-S2.D.2.1-TRANS1,,2020-12-04,2019-07-18,,
17096.02,received,16/02356/LR4-S2.D.2.1,16/02356/LR4-S2.D.2.1-TRANS2,,2020-12-04,2019-07-29,,
17096.02,allocated,16/02356/LR4-S2.D.2.1,16/02356/LR4-S2.D.2.1-TRANS3,,2020-12-04,2019-07-29,,
35365,secured,16/01524/HYB-S7.D.1,16/01524/HYB-S7.D.1-TRANS1,,2020-12-04,2019-04-30,,
35365,received,16/01524/HYB-S7.D.1,16/01524/HYB-S7.D.1-TRANS2,,2020-12-04,2019-05-02,,
35365,allocated,16/01524/HYB-S7.D.1,16/01524/HYB-S7.D.1-TRANS3,,2020-12-04,2019-05-02,,
,secured,16/01524/HYB-S7.G,16/01524/HYB-S7.G-TRANS1,,2020-12-04,2020-03-31,17,
,secured,16/01524/HYB-S7.H,16/01524/HYB-S7.H-TRANS1,,2020-12-09,2018-04-12,1,
2.5E+5,secured,16/01524/HYB-S7.I,16/01524/HYB-S7.I-TRANS1,,2020-12-04,2019-05-16,,
2.5E+5,received,16/01524/HYB-S7.I,16/01524/HYB-S7.I-TRANS2,,2020-12-04,2019-06-04,,
2.5E+5,allocated,16/01524/HYB-S7.I,16/01524/HYB-S7.I-TRANS3,,2020-12-04,2019-06-04,,
5E+2,secured,16/01524/HYB-MONPh1.1,16/01524/HYB-MONPh1.1-TRANS1,,2020-12-04,2017-07-26,,
5E+2,received,16/01524/HYB-MONPh1.1,16/01524/HYB-MONPh1.1-TRANS2,,2020-12-04,2017-06-28,,
5E+2,allocated,16/01524/HYB-MONPh1.1,16/01524/HYB-MONPh1.1-TRANS3,,2020-12-04,2017-06-28,,
192.75,spent,16/01524/HYB-MONPh1.2,16/01524/HYB-MONPh1.1-TRANS4,,2020-12-09,2020-03-31,,
1.2E+4,secured,16/01524/HYB-MONPh1.1,16/01524/HYB-MONPh1.1-TRANS5,,2020-12-04,2018-04-13,,
1.2E+4,received,16/01524/HYB-MONPh1.1,16/01524/HYB-MONPh1.1-TRANS6,,2020-12-04,2018-05-18,,
1.2E+4,allocated,16/01524/HYB-MONPh1.1,16/01524/HYB-MONPh1.1-TRANS7,,2020-12-04,2018-05-18,,
4626,spent,16/01524/HYB-MONPh1.1,16/01524/HYB-MONPh1.1-TRANS8,,2020-12-09,2020-03-31,,
25992,secured,18/02173/VA4-J,18/02173/VA4-J-TRANS1,,2020-12-08,2019-08-27,,
5E+2,secured,18/02173/VA4-MON,18/02173/VA4-MON-TRANS1,,2020-12-08,2019-08-14,,
5E+2,received,18/02173/VA4-MON,18/02173/VA4-MON-TRANS2,,2020-12-08,2019-09-03,,
5E+2,allocated,18/02173/VA4-MON,18/02173/VA4-MON-TRANS3,,2020-12-08,2019-09-03,,
192.75,spent,18/02173/VA4-MON,18/02173/VA4-MON-TRANS4,,2020-12-09,2020-03-31,,
5E+2,secured,18/02178/VA4-MON,18/02178/VA4-MON-TRANS1,,2020-12-08,2019-06-17,,
5E+2,received,18/02178/VA4-MON,18/02178/VA4-MON-TRANS2,,2020-12-08,2019-06-11,,
5E+2,allocated,18/02178/VA4-MON,18/02178/VA4-MON-TRANS3,,2020-12-08,2019-06-11,,
192.75,spent,18/02178/VA4-MON,18/02178/VA4-MON-TRANS4,,2020-12-09,2020-03-31,,
3.84E+4,secured,16/02357/FUL-S2.A,16/02357/FUL-S2.A-TRANS1,,2020-12-08,2019-02-20,,
3.84E+4,received,16/02357/FUL-S2.A,16/02357/FUL-S2.A-TRANS2,,2020-12-08,2019-05-14,,
3.84E+4,allocated,16/02357/FUL-S2.A,16/02357/FUL-S2.A-TRANS3,,2020-12-08,2019-05-14,,
8.5E+3,secured,16/02357/FUL-MON,16/02357/FUL-MON-TRANS1,,2020-12-08,2018-02-15,,
8.5E+3,received,16/02357/FUL-MON,16/02357/FUL-MON-TRANS2,,2020-12-08,2018-01-31,,
8.5E+3,allocated,16/02357/FUL-MON,16/02357/FUL-MON-TRANS3,,2020-12-08,2018-01-31,,
3276.75,spent,16/02357/FUL-MON,16/02357/FUL-MON-TRANS4,,2020-12-09,2020-03-31,,
23603.5,secured,16/01161/FU4-2.1,16/01161/FU4-2.1-TRANS1,,2020-12-08,2019-05-23,,
23603.5,received,16/01161/FU4-2.1,16/01161/FU4-2.1-TRANS2,,2020-12-08,2019-09-16,,
23603.5,allocated,16/01161/FU4-2.1,16/01161/FU4-2.1-TRANS3,,2020-12-08,2019-09-16,,
39256,secured,16/02266/FU4-S2.A,16/02266/FU4-S2.A-TRANS1,,2020-12-08,2018-05-09,,
39256,received,16/02266/FU4-S2.A,16/02266/FU4-S2.A-TRANS2,,2020-12-08,2018-06-08,,
39256,allocated,16/02266/FU4-S2.A,16/02266/FU4-S2.A-TRANS3,,2020-12-08,2018-06-08,,
90648,secured,16/02266/FU4-S2.B.1,16/02266/FU4-S2.B.1-TRANS1,,2020-12-08,2018-05-09,,
90648,received,16/02266/FU4-S2.B.1,16/02266/FU4-S2.B.1-TRANS2,,2020-12-08,2018-06-08,,
90648,allocated,16/02266/FU4-S2.B.1,16/02266/FU4-S2.B.1-TRANS3,,2020-12-08,2018-06-08,,
,secured,16/02266/FU4-S4.,16/02266/FU4-S4.-TRANS1,,2020-12-08,2020-01-24,6,
,received,16/02266/FU4-S4.,16/02266/FU4-S4.-TRANS2,,2020-12-08,2019-03-11,6,
86820.36,secured,17/00386/FUL-S1.2.1,17/00386/FUL-S1.2.1-TRANS1,,2020-12-08,2019-10-18,,
86820.36,received,17/00386/FUL-S1.2.1,17/00386/FUL-S1.2.1-TRANS2,,2020-12-08,2020-02-24,,
86820.36,allocated,17/00386/FUL-S1.2.1,17/00386/FUL-S1.2.1-TRANS3,,2020-12-08,2020-02-24,,
32246,secured,17/00386/FUL-S1.2.3,17/00386/FUL-S1.2.3-TRANS1,,2020-12-08,2019-10-18,,
32246,received,17/00386/FUL-S1.2.3,17/00386/FUL-S1.2.3-TRANS2,,2020-12-08,2020-02-24,,
32246,allocated,17/00386/FUL-S1.2.3,17/00386/FUL-S1.2.3-TRANS3,,2020-12-08,2020-02-24,,
22567.64,secured,17/00386/FUL-S1.2.5,17/00386/FUL-S1.2.5-TRANS1,,2020-12-08,2019-10-18,,
