amount,contribution-funding-status,developer-agreement-contribution,developer-agreement-transaction,end-date,entry-date,start-date,units,slug
1228.98,received,LA2016/119A,14/10444/CIL,,2020-04-15,2020-03-10,,
1503.81,received,LA2016/119A,14/10444/CIL,,2020-04-15,2020-03-10,,
1503.81,secured,LA2016/119A,14/10444/CIL,,2020-04-15,2020-03-10,,
3866.94,received,LA2016/119B,14/10444/CIL,,2020-04-15,2020-03-10,,
4511.43,received,LA2016/119B,14/10444/CIL,,2020-04-15,2020-03-10,,
4511.43,secured,LA2016/119B,14/10444/CIL,,2020-04-15,2020-03-10,,
478.13,received,LA2015/322A,15/05086/CIL,,2020-04-15,2019-04-03,,
1434.38,received,LA2015/322B,15/05086/CIL,,2020-04-15,2019-04-03,,
595,received,LA2015/420A,15/05550/CIL,,2020-04-15,2019-06-06,,
2975,received,LA2015/420B,15/05550/CIL,,2020-04-15,2019-06-06,,
3004.75,received,LA2015/400A,15/07201/CIL,,2020-04-15,2019-05-21,,
9014.25,received,LA2015/400B,15/07201/CIL,,2020-04-15,2019-05-21,,
149.71,received,LA2016/182A,15/07289/CIL,,2020-04-15,2019-07-29,,
449.14,received,LA2016/182B,15/07289/CIL,,2020-04-15,2019-07-29,,
1525.28,received,LA2019/229A,15/08696/CIL,,2020-04-15,2019-08-19,,
4575.85,received,LA2019/229B,15/08696/CIL,,2020-04-15,2019-08-19,,
573.29,secured,LA2019/211A,15/11291/CIL,,2020-04-15,2019-07-30,,
1719.88,secured,LA2019/211B,15/11291/CIL,,2020-04-15,2019-07-30,,
1039.09,received,LA2016/460A,15/11698/CIL,,2020-04-15,2019-09-27,,
3117.28,received,LA2016/460B,15/11698/CIL,,2020-04-15,2019-09-27,,
40.39,received,LA2018/036A,15/12294/CIL,,2020-04-15,2019-04-02,,
201.95,received,LA2018/036B,15/12294/CIL,,2020-04-15,2019-04-02,,
394.94,received,LA2016/121A,15/12308/CIL,,2020-04-15,2019-04-02,,
1184.82,received,LA2016/121B,15/12308/CIL,,2020-04-15,2019-04-02,,
578.95,received,LA2017/127A,16/02827/CIL,,2020-04-15,2019-10-11,,
1736.86,received,LA2017/127B,16/02827/CIL,,2020-04-15,2019-10-11,,
1276.47,received,LA2016/333A,16/05034/CIL,,2020-04-15,2019-12-20,,
3829.41,received,LA2016/333B,16/05034/CIL,,2020-04-15,2019-12-20,,
1506.09,received,LA2019/130A,16/05344/CIL,,2020-04-15,2020-01-30,,
1757.1,secured,LA2019/130A,16/05344/CIL,,2020-04-15,2020-01-30,,
1757.1,secured,LA2019/130A,16/05344/CIL,,2020-04-15,2020-01-30,,
7530.44,received,LA2019/130B,16/05344/CIL,,2020-04-15,2020-01-30,,
8785.51,secured,LA2019/130B,16/05344/CIL,,2020-04-15,2020-01-30,,
8785.51,secured,LA2019/130B,16/05344/CIL,,2020-04-15,2020-01-30,,
722.34,received,LA2017/063A,16/07016/CIL,,2020-04-15,2019-04-12,,
842.73,received,LA2017/063A,16/07016/CIL,,2020-04-15,2019-04-12,,
842.73,received,LA2017/063A,16/07016/CIL,,2020-04-15,2019-04-12,,
2167.03,received,LA2017/063B,16/07016/CIL,,2020-04-15,2019-04-12,,
2528.2,received,LA2017/063B,16/07016/CIL,,2020-04-15,2019-04-12,,
2528.2,received,LA2017/063B,16/07016/CIL,,2020-04-15,2019-04-12,,
330.38,received,LA2019/272A,16/07198/CIL,,2020-04-15,2019-10-16,,
991.14,received,LA2019/272B,16/07198/CIL,,2020-04-15,2019-10-16,,
253.31,received,LA2016/461A,16/07283/CIL,,2020-04-15,2019-07-25,,
273.31,received,LA2016/461A,16/07283/CIL,,2020-04-15,2019-07-25,,
273.3,received,LA2016/461A,16/07283/CIL,,2020-04-15,2019-07-25,,
759.93,received,LA2016/461B,16/07283/CIL,,2020-04-15,2019-07-25,,
819.92,received,LA2016/461B,16/07283/CIL,,2020-04-15,2019-07-25,,
819.92,received,LA2016/461B,16/07283/CIL,,2020-04-15,2019-07-25,,
89.38,received,LA2019/331A,16/08702/CIL,,2020-04-15,2019-12-24,,
268.73,received,LA2019/331B,16/08702/CIL,,2020-04-15,2019-12-24,,
