amount,contribution-funding-status,developer-agreement-contribution,developer-agreement-transaction,end-date,entry-date,start-date,units,slug
1192.13,received,LA2017/111A,16/08971/CIL,,2020-04-15,2019-07-04,,
3576.38,received,LA2017/111B,16/08971/CIL,,2020-04-15,2019-07-04,,
238.98,secured,LA2020/024A,16/09788/CIL,,2020-04-15,2020-03-09,,
716.93,secured,LA2020/024B,16/09788/CIL,,2020-04-15,2020-03-09,,
3847.1,received,LA2019/326A,16/10513/CIL,,2020-04-15,2020-01-20,,
4488.28,received,LA2019/326A,16/10513/CIL,,2020-04-15,2020-01-20,,
4488.28,secured,LA2019/326A,16/10513/CIL,,2020-04-15,2020-01-20,,
19235.48,received,LA2019/326B,16/10513/CIL,,2020-04-15,2020-01-20,,
22441.39,received,LA2019/326B,16/10513/CIL,,2020-04-15,2020-01-20,,
22441.39,secured,LA2019/326B,16/10513/CIL,,2020-04-15,2020-01-20,,
125,received,LA2018/204A,16/11064/CIL,,2020-04-15,2020-01-17,,
116.18,received,LA2018/204A,16/11064/CIL,,2020-04-15,2020-01-17,,
375,received,LA2018/204B,16/11064/CIL,,2020-04-15,2020-01-17,,
348.55,received,LA2018/204B,16/11064/CIL,,2020-04-15,2020-01-17,,
1112.46,secured,LA2017/236A,16/11728/CIL,,2020-04-15,2019-10-15,,
1297.87,secured,LA2017/236A,16/11728/CIL,,2020-04-15,2019-10-15,,
1297.87,secured,LA2017/236A,16/11728/CIL,,2020-04-15,2019-10-15,,
3337.39,secured,LA2017/236B,16/11728/CIL,,2020-04-15,2019-10-15,,
3893.62,secured,LA2017/236B,16/11728/CIL,,2020-04-15,2019-10-15,,
3893.62,secured,LA2017/236B,16/11728/CIL,,2020-04-15,2019-10-15,,
215.05,received,LA2017/081A,16/11928/CIL,,2020-04-15,2019-06-18,,
1075.25,received,LA2017/081B,16/11928/CIL,,2020-04-15,2019-06-18,,
1406.63,received,LA2019/135A,16/12263/CIL,,2020-04-15,2019-05-17,,
4219.88,received,LA2019/135B,16/12263/CIL,,2020-04-15,2019-05-17,,
1116.22,received,LA2019/068A,16/12397/CIL,,2020-04-15,2019-04-02,,
3348.66,received,LA2019/068B,16/12397/CIL,,2020-04-15,2019-04-02,,
105.88,received,LA2017/379A,17/00447/CIL,,2020-04-15,2020-03-20,,
317.63,received,LA2017/379B,17/00447/CIL,,2020-04-15,2020-03-20,,
1504.88,received,LA2017/234A,17/01003/CIL,,2020-04-15,2019-05-14,,
7524.41,received,LA2017/234B,17/01003/CIL,,2020-04-15,2019-05-14,,
1031.53,received,LA2017/203A,17/01972/CIL,,2020-04-15,2019-05-31,,
3094.58,received,LA2017/203B,17/01972/CIL,,2020-04-15,2019-05-31,,
6.55,received,LA2017/252A,17/03319/CIL,,2020-04-15,2019-07-30,,
19.64,received,LA2017/252B,17/03319/CIL,,2020-04-15,2019-07-30,,
345.95,received,LA2017/271A,17/04080/CIL,,2020-04-15,2019-04-29,,
1037.85,received,LA2017/271B,17/04080/CIL,,2020-04-15,2019-04-29,,
1383.8,received,LA2019/271A,17/05625/CIL,,2020-04-15,2019-10-16,,
4151.4,received,LA2019/271B,17/05625/CIL,,2020-04-15,2019-10-16,,
660.16,received,LA2017/329A,17/06804/CIL,,2020-04-15,2019-05-09,,
1980.47,received,LA2017/329B,17/06804/CIL,,2020-04-15,2019-05-09,,
1533.4,received,LA2017/333A,17/07283/CIL,,2020-04-15,2019-07-31,,
4600.2,received,LA2017/333B,17/07283/CIL,,2020-04-15,2019-07-31,,
815.03,received,LA2019/233A,17/08775/CIL,,2020-04-15,2020-02-24,,
950.87,received,LA2019/233A,17/08775/CIL,,2020-04-15,2020-02-24,,
950.87,secured,LA2019/233A,17/08775/CIL,,2020-04-15,2020-02-24,,
2445.1,received,LA2019/233B,17/08775/CIL,,2020-04-15,2020-02-24,,
2852.62,received,LA2019/233B,17/08775/CIL,,2020-04-15,2020-02-24,,
2852.62,secured,LA2019/233B,17/08775/CIL,,2020-04-15,2020-02-24,,
4125.5,received,LA2018/080A,17/08942/CIL,,2020-04-15,2019-12-13,,
4813.08,secured,LA2018/080A,17/08942/CIL,,2020-04-15,2019-12-13,,
4813.08,secured,LA2018/080A,17/08942/CIL,,2020-04-15,2019-12-13,,
20627.48,received,LA2018/080B,17/08942/CIL,,2020-04-15,2019-12-13,,
24065.39,secured,LA2018/080B,17/08942/CIL,,2020-04-15,2019-12-13,,
24065.39,secured,LA2018/080B,17/08942/CIL,,2020-04-15,2019-12-13,,
1884.05,received,LA2019/113A,17/08959/CIL,,2020-04-15,2019-05-14,,
2198.06,received,LA2019/113A,17/08959/CIL,,2020-04-15,2019-05-14,,
2198.06,received,LA2019/113A,17/08959/CIL,,2020-04-15,2019-05-14,,
9420.25,received,LA2019/113B,17/08959/CIL,,2020-04-15,2019-05-14,,
10990.29,received,LA2019/113B,17/08959/CIL,,2020-04-15,2019-05-14,,
10990.29,received,LA2019/113B,17/08959/CIL,,2020-04-15,2019-05-14,,
2246.97,received,LA2019/132A,17/09443/CIL,,2020-04-15,2019-11-19,,
2621.47,received,LA2019/132A,17/09443/CIL,,2020-04-15,2019-11-19,,
2621.47,secured,LA2019/132A,17/09443/CIL,,2020-04-15,2019-11-19,,
6740.92,received,LA2019/132B,17/09443/CIL,,2020-04-15,2019-11-19,,
7864.4,received,LA2019/132B,17/09443/CIL,,2020-04-15,2019-11-19,,
7864.4,secured,LA2019/132B,17/09443/CIL,,2020-04-15,2019-11-19,,
24.06,received,LA2019/315A,17/09632/CIL,,2020-04-15,2020-02-25,,
72.19,received,LA2019/315B,17/09632/CIL,,2020-04-15,2020-02-25,,
344.85,received,LA2019/215A,17/09801/CIL,,2020-04-15,2019-07-30,,
1034.55,received,LA2019/215B,17/09801/CIL,,2020-04-15,2019-07-30,,
17209.92,received,LA2018/120A,17/12194/CIL,,2020-04-15,2019-05-15,,
20078.24,received,LA2018/120A,17/12194/CIL,,2020-04-15,2019-05-15,,
20078.24,secured,LA2018/120A,17/12194/CIL,,2020-04-15,2019-05-15,,
51629.76,received,LA2018/120B,17/12194/CIL,,2020-04-15,2019-05-15,,
60234.72,received,LA2018/120B,17/12194/CIL,,2020-04-15,2019-05-15,,
60234.72,secured,LA2018/120B,17/12194/CIL,,2020-04-15,2019-05-15,,
399.08,received,LA2019/061A,17/12474/CIL,,2020-04-15,2019-04-30,,
1995.38,received,LA2019/061B,17/12474/CIL,,2020-04-15,2019-04-30,,
1307.43,secured,LA2020/004A,17/12531/CIL,,2020-04-15,2020-03-09,,
3922.29,secured,LA2020/004B,17/12531/CIL,,2020-04-15,2020-03-09,,
178.77,received,LA2019/242A,18/00380/CIL,,2020-04-15,2019-09-04,,
536.31,received,LA2019/242B,18/00380/CIL,,2020-04-15,2019-09-04,,
1078.05,received,LA2018/063A,18/00800/CIL,,2020-04-15,2020-01-07,,
5390.25,received,LA2018/063B,18/00800/CIL,,2020-04-15,2020-01-07,,
281.9,received,LA2018/082A,18/00940/CIL,,2020-04-15,2019-08-23,,
844.2,received,LA2018/082B,18/00940/CIL,,2020-04-15,2019-08-23,,
1769.83,received,LA2019/285A,18/00985/CIL,,2020-04-15,2020-01-15,,
2064.81,received,LA2019/285A,18/00985/CIL,,2020-04-15,2020-01-15,,
2064.81,secured,LA2019/285A,18/00985/CIL,,2020-04-15,2020-01-15,,
8849.17,received,LA2019/285B,18/00985/CIL,,2020-04-15,2020-01-15,,
10324.04,received,LA2019/285B,18/00985/CIL,,2020-04-15,2020-01-15,,
10324.04,secured,LA2019/285B,18/00985/CIL,,2020-04-15,2020-01-15,,
350.46,received,LA2018/085A,18/02232/CIL,,2020-04-15,2019-06-05,,
1051.41,received,LA2018/085B,18/02232/CIL,,2020-04-15,2019-06-05,,
244.48,received,LA2018/081A,18/02409/CIL,,2020-04-15,2019-12-17,,
1222.41,received,LA2018/081B,18/02409/CIL,,2020-04-15,2019-12-17,,
2077.61,received,LA2019/154A,18/03098/CIL,,2020-04-15,2019-05-31,,
2423.88,received,LA2019/154A,18/03098/CIL,,2020-04-15,2019-05-31,,
2423.88,received,LA2019/154A,18/03098/CIL,,2020-04-15,2019-05-31,,
10388.05,received,LA2019/154B,18/03098/CIL,,2020-04-15,2019-05-31,,
12119.39,received,LA2019/154B,18/03098/CIL,,2020-04-15,2019-05-31,,
12119.39,received,LA2019/154B,18/03098/CIL,,2020-04-15,2019-05-31,,
1078.59,received,LA2019/249A,18/03943/CIL,,2020-04-15,2019-10-21,,
3235.76,received,LA2019/249B,18/03943/CIL,,2020-04-15,2019-10-21,,
16206.62,received,LA2019/284A1,18/04224/CIL,,2020-04-15,2019-11-18,,
18907.72,received,LA2019/284A1,18/04224/CIL,,2020-04-15,2019-11-18,,
18907.72,secured,LA2019/284A1,18/04224/CIL,,2020-04-15,2019-11-18,,
48619.86,received,LA2019/284B1,18/04224/CIL,,2020-04-15,2019-11-18,,
56723.17,received,LA2019/284B1,18/04224/CIL,,2020-04-15,2019-11-18,,
56723.17,secured,LA2019/284B1,18/04224/CIL,,2020-04-15,2019-11-18,,
4.48E+3,received,LA2019/284A2,18/04224/CIL,,2020-04-15,2019-11-18,,
5221.67,received,LA2019/284A2,18/04224/CIL,,2020-04-15,2019-11-18,,
5221.67,secured,LA2019/284A2,18/04224/CIL,,2020-04-15,2019-11-18,,
13440.01,received,LA2019/284B2,18/04224/CIL,,2020-04-15,2019-11-18,,
15665.01,received,LA2019/284B2,18/04224/CIL,,2020-04-15,2019-11-18,,
15665.01,secured,LA2019/284B2,18/04224/CIL,,2020-04-15,2019-11-18,,
4196.16,received,LA2018/201A1,18/04477/CIL,,2020-04-15,2019-10-02,,
4895.52,received,LA2018/201A1,18/04477/CIL,,2020-04-15,2019-10-02,,
4895.52,received,LA2018/201A1,18/04477/CIL,,2020-04-15,2019-10-02,,
12588.47,received,LA2018/201B1,18/04477/CIL,,2020-04-15,2019-10-02,,
14686.55,received,LA2018/201B1,18/04477/CIL,,2020-04-15,2019-10-02,,
14686.55,received,LA2018/201B1,18/04477/CIL,,2020-04-15,2019-10-02,,
3257.61,received,LA2018/201A2,18/04477/CIL,,2020-04-15,2019-10-02,,
3800.54,received,LA2018/201A2,18/04477/CIL,,2020-04-15,2019-10-02,,
3800.54,received,LA2018/201A2,18/04477/CIL,,2020-04-15,2019-10-02,,
9772.82,received,LA2018/201B2,18/04477/CIL,,2020-04-15,2019-10-02,,
11401.63,received,LA2018/201B2,18/04477/CIL,,2020-04-15,2019-10-02,,
11401.63,received,LA2018/201B2,18/04477/CIL,,2020-04-15,2019-10-02,,
10417.23,received,LA2018/201A3,18/04477/CIL,,2020-04-15,2019-10-02,,
5609.28,received,LA2018/201A3,18/04477/CIL,,2020-04-15,2019-10-02,,
31251.68,received,LA2018/201B3,18/04477/CIL,,2020-04-15,2019-10-02,,
16827.83,received,LA2018/201B3,18/04477/CIL,,2020-04-15,2019-10-02,,
3579.39,received,LA2018/201A5,18/04477/CIL,,2020-04-15,2019-10-02,,
4175.96,received,LA2018/201A5,18/04477/CIL,,2020-04-15,2019-10-02,,
4175.96,secured,LA2018/201A5,18/04477/CIL,,2020-04-15,2019-10-02,,
10738.17,received,LA2018/201B5,18/04477/CIL,,2020-04-15,2019-10-02,,
12527.88,received,LA2018/201B5,18/04477/CIL,,2020-04-15,2019-10-02,,
12527.88,secured,LA2018/201B5,18/04477/CIL,,2020-04-15,2019-10-02,,
1458.16,received,LA2019/010A,18/04614/CIL,,2020-04-15,2019-07-02,,
7290.79,received,LA2019/010B,18/04614/CIL,,2020-04-15,2019-07-02,,
1673.05,received,LA2020/018A,18/04724/CIL,,2020-04-15,2020-02-24,,
8365.23,received,LA2020/018B,18/04724/CIL,,2020-04-15,2020-02-24,,
162.78,received,LA2019/318A,18/04733/CIL,,2020-04-15,2019-12-05,,
813.91,received,LA2019/318B,18/04733/CIL,,2020-04-15,2019-12-05,,
432.06,received,LA2020/019A,18/05700/CIL,,2020-04-15,2020-03-04,,
2160.32,received,LA2020/019B,18/05700/CIL,,2020-04-15,2020-03-04,,
331.42,received,LA2019/187A,18/06072/CIL,,2020-04-15,2019-06-26,,
994.27,received,LA2019/187B,18/06072/CIL,,2020-04-15,2019-06-26,,
567.91,received,LA2019/319A,18/06151/CIL,,2020-04-15,2019-12-06,,
1703.74,received,LA2019/319B,18/06151/CIL,,2020-04-15,2019-12-06,,
295.8,received,LA2019/078A,18/06336/CIL,,2020-04-15,2019-04-05,,
887.4,received,LA2019/078B,18/06336/CIL,,2020-04-15,2019-04-05,,
1530.62,received,LA2019/071A,18/06659/CIL,,2020-04-15,2019-07-30,,
1785.72,received,LA2019/071A,18/06659/CIL,,2020-04-15,2019-07-30,,
1785.72,received,LA2019/071A,18/06659/CIL,,2020-04-15,2019-07-30,,
7653.1,received,LA2019/071B,18/06659/CIL,,2020-04-15,2019-07-30,,
8928.62,received,LA2019/071B,18/06659/CIL,,2020-04-15,2019-07-30,,
8928.62,received,LA2019/071B,18/06659/CIL,,2020-04-15,2019-07-30,,
3474.39,received,LA2019/324A,18/06820/CIL,,2020-04-15,2019-12-12,,
4053.46,received,LA2019/324A,18/06820/CIL,,2020-04-15,2019-12-12,,
4053.46,secured,LA2019/324A,18/06820/CIL,,2020-04-15,2019-12-12,,
10423.18,received,LA2019/324B,18/06820/CIL,,2020-04-15,2019-12-12,,
12160.38,received,LA2019/324B,18/06820/CIL,,2020-04-15,2019-12-12,,
12160.38,secured,LA2019/324B,18/06820/CIL,,2020-04-15,2019-12-12,,
1197.62,received,LA2019/332A,18/06977/CIL,,2020-04-15,2019-12-18,,
1397.24,received,LA2019/332A,18/06977/CIL,,2020-04-15,2019-12-18,,
1397.24,secured,LA2019/332A,18/06977/CIL,,2020-04-15,2019-12-18,,
5988.12,received,LA2019/332B,18/06977/CIL,,2020-04-15,2019-12-18,,
6986.22,received,LA2019/332B,18/06977/CIL,,2020-04-15,2019-12-18,,
6986.22,secured,LA2019/332B,18/06977/CIL,,2020-04-15,2019-12-18,,
2803.6,received,LA2019/023A,18/07055/CIL,,2020-04-15,2019-09-09,,
3270.86,received,LA2019/023A,18/07055/CIL,,2020-04-15,2019-09-09,,
3270.86,received,LA2019/023A,18/07055/CIL,,2020-04-15,2019-09-09,,
8410.79,received,LA2019/023B,18/07055/CIL,,2020-04-15,2019-09-09,,
9812.59,received,LA2019/023B,18/07055/CIL,,2020-04-15,2019-09-09,,
9812.59,received,LA2019/023B,18/07055/CIL,,2020-04-15,2019-09-09,,
380.72,received,LA2019/155A,18/07066/CIL,,2020-04-15,2019-06-04,,
1142.15,received,LA2019/155B,18/07066/CIL,,2020-04-15,2019-06-04,,
1407.49,secured,LA2019/107A,18/07286/CIL,,2020-04-15,2019-05-08,,
4222.48,secured,LA2019/107B,18/07286/CIL,,2020-04-15,2019-05-08,,
14775.96,received,LA2019/166A,18/07692/CIL,,2020-04-15,2019-06-04,,
17238.61,received,LA2019/166A,18/07692/CIL,,2020-04-15,2019-06-04,,
17238.61,secured,LA2019/166A,18/07692/CIL,,2020-04-15,2019-06-04,,
73879.78,received,LA2019/166B,18/07692/CIL,,2020-04-15,2019-06-04,,
86193.07,received,LA2019/166B,18/07692/CIL,,2020-04-15,2019-06-04,,
86193.07,secured,LA2019/166B,18/07692/CIL,,2020-04-15,2019-06-04,,
20812.06,received,LA2019/202A,18/07826/CIL,,2020-04-15,2019-08-08,,
24280.74,received,LA2019/202A,18/07826/CIL,,2020-04-15,2019-08-08,,
24280.74,secured,LA2019/202A,18/07826/CIL,,2020-04-15,2019-08-08,,
62436.18,received,LA2019/202B,18/07826/CIL,,2020-04-15,2019-08-08,,
72842.21,received,LA2019/202B,18/07826/CIL,,2020-04-15,2019-08-08,,
72842.21,secured,LA2019/202B,18/07826/CIL,,2020-04-15,2019-08-08,,
449.02,received,LA2019/239A,18/07838/CIL,,2020-04-15,2019-10-22,,
2245.08,received,LA2019/239B,18/07838/CIL,,2020-04-15,2019-10-22,,
700.39,received,LA2019/013A,18/08072/CIL,,2020-04-15,2019-09-25,,
3501.92,received,LA2019/013B,18/08072/CIL,,2020-04-15,2019-09-25,,
535.4,received,LA2019/065A,18/08220/CIL,,2020-04-15,2019-09-05,,
1606.21,received,LA2019/065B,18/08220/CIL,,2020-04-15,2019-09-05,,
4887.23,received,LA2019/114A,18/08316/CIL,,2020-04-15,2019-08-13,,
5703.27,received,LA2019/114A,18/08316/CIL,,2020-04-15,2019-08-13,,
5703.27,secured,LA2019/114A,18/08316/CIL,,2020-04-15,2019-08-13,,
14661.7,received,LA2019/114B,18/08316/CIL,,2020-04-15,2019-08-13,,
17109.81,received,LA2019/114B,18/08316/CIL,,2020-04-15,2019-08-13,,
17109.81,secured,LA2019/114B,18/08316/CIL,,2020-04-15,2019-08-13,,
7979.57,received,LA2019/114A1,18/08316/CIL,,2020-04-15,2019-08-13,,
9309.5,received,LA2019/114A1,18/08316/CIL,,2020-04-15,2019-08-13,,
9309.5,secured,LA2019/114A1,18/08316/CIL,,2020-04-15,2019-08-13,,
39897.84,received,LA2019/114B1,18/08316/CIL,,2020-04-15,2019-08-13,,
56547.48,received,LA2019/114B1,18/08316/CIL,,2020-04-15,2019-08-13,,
56547.48,secured,LA2019/114B1,18/08316/CIL,,2020-04-15,2019-08-13,,
76.75,received,LA2019/018A,18/08579/CIL,,2020-04-15,2019-09-04,,
230.24,received,LA2019/018B,18/08579/CIL,,2020-04-15,2019-09-04,,
963.92,received,LA2018/117A,18/02652/CIL,,2020-04-15,2020-03-17,,
1124.57,secured,LA2018/117A,18/02652/CIL,,2020-04-15,2020-03-17,,
1124.57,secured,LA2018/117A,18/02652/CIL,,2020-04-15,2020-03-17,,
2891.76,received,LA2018/117B,18/02652/CIL,,2020-04-15,2020-03-17,,
3373.72,secured,LA2018/117B,18/02652/CIL,,2020-04-15,2020-03-17,,
3373.72,secured,LA2018/117B,18/02652/CIL,,2020-04-15,2020-03-17,,
684.57,received,LA2019/264A,18/08737/CIL,,2020-04-15,2020-01-13,,
798.66,received,LA2019/264A,18/08737/CIL,,2020-04-15,2020-01-13,,
798.66,secured,LA2019/264A,18/08737/CIL,,2020-04-15,2020-01-13,,
2053.7,received,LA2019/264B,18/08737/CIL,,2020-04-15,2020-01-13,,
2395.98,received,LA2019/264B,18/08737/CIL,,2020-04-15,2020-01-13,,
2395.98,secured,LA2019/264B,18/08737/CIL,,2020-04-15,2020-01-13,,
48.09,received,LA2019/088A,18/09769/CIL,,2020-04-15,2019-06-13,,
144.28,received,LA2019/088B,18/09769/CIL,,2020-04-15,2019-06-13,,
177.49,received,LA2019/031A,18/09811/CIL,,2020-04-15,2019-10-16,,
532.47,received,LA2019/031B,18/09811/CIL,,2020-04-15,2019-10-16,,
214.89,received,LA2019/047A,18/10011/CIL,,2020-04-15,2019-04-23,,
250.7,received,LA2019/047A,18/10011/CIL,,2020-04-15,2019-04-23,,
250.7,received,LA2019/047A,18/10011/CIL,,2020-04-15,2019-04-23,,
644.66,received,LA2019/047B,18/10011/CIL,,2020-04-15,2019-04-23,,
752.1,received,LA2019/047B,18/10011/CIL,,2020-04-15,2019-04-23,,
752.1,received,LA2019/047B,18/10011/CIL,,2020-04-15,2019-04-23,,
112.56,received,LA2019/027A,18/11026/CIL,,2020-04-15,2019-10-15,,
337.68,received,LA2019/027B,18/11026/CIL,,2020-04-15,2019-10-15,,
5.72,received,LA2019/140A,18/11985/CIL,,2020-04-15,2019-05-22,,
17.15,received,LA2019/140B,18/11985/CIL,,2020-04-15,2019-05-22,,
316.17,received,LA2019/100A,18/12049/CIL,,2020-04-15,2019-06-26,,
948.5,received,LA2019/100B,18/12049/CIL,,2020-04-15,2019-06-26,,
12391.18,received,LA2019/232A,18/12062/CIL,,2020-04-15,2019-09-10,,
14456.37,secured,LA2019/232A,18/12062/CIL,,2020-04-15,2019-09-10,,
14456.37,secured,LA2019/232A,18/12062/CIL,,2020-04-15,2019-09-10,,
37173.53,received,LA2019/232B,18/12062/CIL,,2020-04-15,2019-09-10,,
43369.12,secured,LA2019/232B,18/12062/CIL,,2020-04-15,2019-09-10,,
43369.12,secured,LA2019/232B,18/12062/CIL,,2020-04-15,2019-09-10,,
410.13,received,LA2019/108A,18/12094/CIL,,2020-04-15,2019-05-24,,
478.48,received,LA2019/108A,18/12094/CIL,,2020-04-15,2019-05-24,,
478.48,received,LA2019/108A,18/12094/CIL,,2020-04-15,2019-05-24,,
2050.64,received,LA2019/108B,18/12094/CIL,,2020-04-15,2019-05-24,,
2392.42,received,LA2019/108B,18/12094/CIL,,2020-04-15,2019-05-24,,
2392.42,received,LA2019/108B,18/12094/CIL,,2020-04-15,2019-05-24,,
2884.93,secured,LA2020/003A,18/12108/CIL,,2020-04-15,2020-01-15,,
3365.76,secured,LA2020/003A,18/12108/CIL,,2020-04-15,2020-01-15,,
3365.76,secured,LA2020/003A,18/12108/CIL,,2020-04-15,2020-01-15,,
14424.67,secured,LA2020/003B,18/12108/CIL,,2020-04-15,2020-01-15,,
16828.78,secured,LA2020/003B,18/12108/CIL,,2020-04-15,2020-01-15,,
16828.78,secured,LA2020/003B,18/12108/CIL,,2020-04-15,2020-01-15,,
33.63,received,LA2019/118A,19/00735/CIL,,2020-04-15,2019-08-08,,
834.14,received,LA2019/118A,19/00735/CIL,,2020-04-15,2019-08-08,,
100.9,received,LA2019/118B,19/00735/CIL,,2020-04-15,2019-08-08,,
2502.42,received,LA2019/118B,19/00735/CIL,,2020-04-15,2019-08-08,,
557.51,received,LA2019/149A,19/01123/CIL,,2020-04-15,2019-05-29,,
650.43,received,LA2019/149A,19/01123/CIL,,2020-04-15,2019-05-29,,
976.94,received,LA2019/149A,19/01123/CIL,,2020-04-15,2019-05-29,,
1672.52,received,LA2019/149B,19/01123/CIL,,2020-04-15,2019-05-29,,
1951.28,received,LA2019/149B,19/01123/CIL,,2020-04-15,2019-05-29,,
2930.81,received,LA2019/149B,19/01123/CIL,,2020-04-15,2019-05-29,,
725.09,received,LA2019/168A,19/01128/CIL,,2020-04-15,2020-01-31,,
845.94,received,LA2019/168A,19/01128/CIL,,2020-04-15,2020-01-31,,
845.94,secured,LA2019/168A,19/01128/CIL,,2020-04-15,2020-01-31,,
2175.28,received,LA2019/168B,19/01128/CIL,,2020-04-15,2020-01-31,,
2537.82,received,LA2019/168B,19/01128/CIL,,2020-04-15,2020-01-31,,
2537.82,secured,LA2019/168B,19/01128/CIL,,2020-04-15,2020-01-31,,
114.36,received,LA2019/091A,19/01211/CIL,,2020-04-15,2019-10-02,,
343.07,received,LA2019/091B,19/01211/CIL,,2020-04-15,2019-10-02,,
15.59,received,LA2019/133A,19/01294/CIL,,2020-04-15,2019-05-15,,
46.78,received,LA2019/133B,19/01294/CIL,,2020-04-15,2019-05-15,,
2369.59,received,LA2019/175A,19/01603/CIL,,2020-04-15,2019-07-05,,
2764.52,received,LA2019/175A,19/01603/CIL,,2020-04-15,2019-07-05,,
2764.52,received,LA2019/175A,19/01603/CIL,,2020-04-15,2019-07-05,,
7108.76,received,LA2019/175B,19/01603/CIL,,2020-04-15,2019-07-05,,
8293.56,received,LA2019/175B,19/01603/CIL,,2020-04-15,2019-07-05,,
8293.56,received,LA2019/175B,19/01603/CIL,,2020-04-15,2019-07-05,,
1559.42,received,LA2019/167A,19/01606/CIL,,2020-04-15,2019-12-03,,
7759.12,received,LA2019/167B,19/01606/CIL,,2020-04-15,2019-12-03,,
259.63,received,LA2019/095A,19/01740/CIL,,2020-04-15,2019-06-13,,
1298.13,received,LA2019/095B,19/01740/CIL,,2020-04-15,2019-06-13,,
