amount,contribution-funding-status,developer-agreement-contribution,developer-agreement-transaction,end-date,entry-date,start-date,units,slug
5457,transferred,15/00735-con2,15/00735-tran2,,2020-12-18,2016-02-15,,
5107.31,allocated,15/00376-con1,15/00376-tran1,,2020-12-18,2016-04-26,,
5149,allocated,13/99091-con1,13/99091-tran1,,2020-12-18,2016-04-29,,
2.5E+3,allocated,13/99091-con2,13/99091-tran2,,2020-12-18,2016-04-29,,
5E+3,allocated,13/98609-con1,13/98609-tran1,,2020-12-18,2016-07-20,,
2378.05,spent,13/98609-con2,13/98609-tran2,,2020-12-18,2016-07-20,,
1126.95,received,13/98609-con2,13/98609-tran3,,2020-12-18,2016-07-20,,
1.25E+3,allocated,13/98609-con3,13/98609-tran4,,2020-12-18,2016-07-20,,
1.25E+3,allocated,14/00886-con1,14/00886-tran1,,2020-12-18,2016-05-16,,
1.25E+3,allocated,16/00162-con1,16/00162-tran1,,2020-12-18,2016-05-19,,
6.25E+3,allocated,15/00652-con1,15/00652-tran1,,2020-12-18,2016-06-21,,
1.25E+3,allocated,16/00411-con1,16/00411-tran1,,2020-12-18,2016-07-15,,
1.25E+3,allocated,15/00805-con1,15/00805-tran1,,2020-12-18,2016-09-14,,
2.5E+3,allocated,16/00541-con1,16/00541-tran1,,2020-12-18,2016-10-06,,
1.25E+3,allocated,16/00512-con1,16/00512-tran1,,2020-12-18,2016-10-11,,
2.57E+4,allocated,15/00552-con1,15/00552-tran1,,2020-12-18,2016-10-28,,
1168,received,15/00552-con2,15/00552-tran2,,2020-12-18,2016-10-28,,
3745,transferred,15/00552-con3,15/00552-tran3,,2020-12-18,2016-10-28,,
1.25E+3,allocated,15/00552-con4,15/00552-tran4,,2020-12-18,2016-10-28,,
1.25E+3,allocated,15/00154-con1,15/00154-tran1,,2020-12-18,2016-11-09,,
176,transferred,15/00154-con2,15/00154-tran2,,2020-12-18,2016-11-09,,
898.25,spent,16/00687-con1,16/00687-tran1,,2020-12-18,2016-11-24,,
351.75,allocated,16/00687-con1,16/00687-tran2,,2020-12-18,2016-11-24,,
176,transferred,16/00687-con2,16/00687-tran3,,2020-12-18,2016-11-24,,
5E+3,allocated,16/00841-con1,16/00841-tran1,,2020-12-18,2016-12-16,,
704,transferred,16/00841-con2,16/00841-tran2,,2020-12-18,2016-12-16,,
1.25E+3,allocated,15/00763-con1,15/00763-tran1,,2020-12-18,2017-02-14,,
1.25E+3,allocated,14/00301-con1,14/00301-tran1,,2020-12-18,2017-03-06,,
1.25E+3,allocated,15/00493-con1,15/00493-tran1,,2020-12-18,2017-03-31,,
174,transferred,15/00493-con2,15/00493-tran2,,2020-12-18,2017-03-31,,
1.25E+3,allocated,16/00506-con1,16/00506-tran1,,2020-12-18,2017-03-17,,
176,transferred,16/00506-con2,16/00506-tran2,,2020-12-18,2017-03-17,,
1.25E+3,allocated,16/00172-con1,16/00172-tran1,,2020-12-18,2017-03-23,,
176,transferred,16/00172-con2,16/00172-tran2,,2020-12-18,2017-03-23,,
1.25E+3,allocated,16/00581-con1,16/00581-tran1,,2020-12-18,2017-04-05,,
176,transferred,16/00581-con2,16/00581-tran2,,2020-12-18,2017-04-05,,
1.25E+3,allocated,17/00044-con1,17/00044-tran1,,2020-12-18,2017-04-26,,
181,transferred,17/00044-con2,17/00044-tran2,,2020-12-18,2017-04-26,,
1.25E+3,allocated,16/00837-con1,16/00837-tran1,,2020-12-18,2017-05-26,,
174,transferred,16/00837-con2,16/00837-tran2,,2020-12-18,2017-05-26,,
1.25E+3,allocated,17/00019-con1,17/00019-tran1,,2020-12-18,2017-06-26,,
1.25E+4,allocated,16/00804-con1,16/00804-tran1,,2020-12-18,2017-07-06,,
1.76E+3,transferred,16/00804-con2,16/00804-tran2,,2020-12-18,2017-07-06,,
1.25E+3,allocated,17/00260-con1,17/00260-tran1,,2020-12-18,2017-07-21,,
1.25E+3,allocated,16/00974-con1,16/00974-tran1,,2020-12-18,2017-07-31,,
176,transferred,16/00974-con2,16/00974-tran2,,2020-12-18,2017-07-31,,
2.5E+3,allocated,16/00486-con1,16/00486-tran1,,2020-12-18,2017-08-10,,
352,transferred,16/00486-con2,16/00486-tran2,,2020-12-18,2017-08-10,,
2.5E+3,allocated,16/00673-con1,16/00673-tran1,,2020-12-18,2017-11-02,,
362,transferred,16/00673-con2,16/00673-tran2,,2020-12-18,2017-11-03,,
3.75E+3,allocated,16/00556-con1,16/00556-tran1,,2020-12-18,2017-12-18,,
522,transferred,16/00556-con2,16/00556-tran2,,2020-12-18,2017-12-18,,
39208.5,spent,16/00307-con1,16/00307-tran1,,2020-12-18,2018-01-29,,
13365,received,16/00307-con1,16/00307-tran2,,2020-12-18,2018-01-29,,
1.25E+3,allocated,17/00612-con1,17/00612-tran1,,2020-12-18,2018-04-05,,
181,transferred,17/00612-con2,17/00612-tran2,,2020-12-18,2018-04-05,,
1.25E+3,allocated,15/00525-con1,15/00525-tran1,,2020-12-18,2018-04-24,,
181,transferred,15/00525-con2,15/00525-tran2,,2020-12-18,2018-04-24,,
1.25E+3,allocated,18/00302-con1,18/00302-tran1,,2020-12-18,2018-07-09,,
7.5E+3,allocated,16/00508-con1,16/00508-tran1,,2020-12-18,2018-07-25,,
1.25E+3,allocated,15/00676-con1,15/00676-tran1,,2020-12-18,2018-09-26,,
1.25E+3,allocated,17/00891-con1,17/00891-tran1,,2020-12-18,2018-10-10,,
749,transferred,17/00891-con2,17/00891-tran2,,2020-12-18,2018-10-10,,
1.25E+3,allocated,17/00686-con1,17/00686-tran1,,2020-12-18,2018-10-31,,
637,transferred,17/00686-con2,17/00686-tran2,,2020-12-18,2018-10-31,,
1.25E+3,allocated,18/00579-con1,18/00579-tran1,,2020-12-18,2018-12-07,,
637,transferred,18/00579-con2,18/00579-tran2,,2020-12-18,2018-12-07,,
6.25E+3,allocated,18/00985-con1,18/00985-tran1,,2020-12-18,2019-02-21,,
2435,transferred,18/00985-con2,18/00985-tran2,,2020-12-18,2019-02-21,,
2.5E+3,allocated,18/00493-con1,18/00493-tran1,,2020-12-18,2019-03-20,,
3774,transferred,18/00493-con2,18/00493-tran2,,2020-12-18,2019-03-20,,
1.25E+3,allocated,18/00736-con1,18/00736-tran1,,2020-12-18,2019-03-21,,
749,transferred,18/00736-con2,18/00736-tran2,,2020-12-18,2019-03-21,,
3.75E+3,allocated,18/00569-con1,18/00569-tran1,,2020-12-18,2019-03-29,,
3.75E+3,allocated,19/00279-con1,19/00279-tran1,,2020-12-18,2019-06-21,,
1959,transferred,19/00279-con2,19/00279-tran2,,2020-12-18,2019-06-21,,
1.25E+3,allocated,18/00794-con1,18/00794-tran1,,2020-12-18,2019-07-15,,
1.25E+3,allocated,19/00228-con1,19/00228-tran1,,2020-12-18,2019-09-10,,
176,transferred,16/00647-con1,16/00647-tran1,,2020-12-18,2019-08-01,,
1.25E+3,allocated,19/00063-con1,19/00063-tran1,,2020-12-18,2019-08-02,,
768,transferred,18/00554-con1,18/00554-tran1,,2020-12-18,2019-08-15,,
1.25E+3,allocated,18/00277-con1,18/00277-tran1,,2020-12-18,2019-10-15,,
1.25E+3,allocated,15/00135-con1,15/00135-tran1,,2020-12-18,2019-11-13,,
3505,allocated,15/00135-cond2,15/00135-tran2,,2020-12-18,2020-01-30,,
2904,allocated,15/00135-con3,15/00135-tran3,,2020-12-18,2019-11-13,,
2553,secured,15/00135-con3,15/00135-tran4,,2020-12-18,2020-01-30,,
4346,secured,18/00946-con1,18/00946-tran1,,2020-12-18,2019-11-18,,
69099,secured,18/00946-con2,18/00946-tran2,,2020-12-18,2019-11-18,,
41279.67,allocated,18/00946-con2,18/00946-tran3,,2020-12-18,2019-11-18,,
22199,secured,18/00946-con3,18/00946-tran4,,2020-12-18,2019-11-18,,
28195,secured,18/00946-con4,18/00946-tran5,,2020-12-18,2019-11-18,,
3.75E+3,spent,19/00038-con1,19/00038-tran1,,2020-12-18,2019-12-09,,
1038,transferred,19/00038-con2,19/00038-tran2,,2020-12-18,2019-12-09,,
18125,allocated,18/00122-con1,18/00122-tran1,,2020-12-18,2019-12-24,,
1.25E+3,allocated,19/00547-con1,19/00547-tran1,,2020-12-18,2020-01-21,,
5E+2,transferred,19/00547-con2,19/00547-tran2,,2020-12-18,2020-01-21,,
3.75E+3,allocated,18/00608-con1,18/00608-tran1,,2020-12-18,2020-02-21,,
2074,transferred,18/00608-con2,18/00608-tran2,,2020-12-18,2020-02-21,,
1.25E+3,allocated,19/00233-con1,19/00233-tran1,,2020-12-18,2020-03-13,,
284,allocated,19/00233-con2,19/00233-tran2,,2020-12-18,2020-03-13,,
1.25E+3,allocated,18/00071-con1,18/00071-tran1,,2020-12-18,2020-03-16,,
284,allocated,18/00071-con2,18/00071-tran2,,2020-12-18,2020-03-16,,
3512,allocated,20/50097-con1,20/50097-tran1,,2020-12-18,2020-03-16,,
653,transferred,20/50097-con2,20/50097-tran2,,2020-12-18,2020-03-16,,
284,allocated,20/50097-con3,20/50097-tran3,,2020-12-18,2020-03-16,,
