resource,amount,contribution-funding-status,developer-agreement-contribution,developer-agreement-transaction,end-date,entry-date,start-date,units,slug
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,14/01905/S106/1,14/01905/S106/1/T2,,2020-12-11,2019-12-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,received,14/01905/S106/2,14/01905/S106/2/T1,2019-12-01,2020-12-11,2019-12-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,14/01905/S106/2,14/01905/S106/2/T2,,2020-12-11,2019-12-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,received,14/01905/S106/3,14/01905/S106/3/T1,2019-12-01,2020-12-11,2019-12-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,14/01905/S106/3,14/01905/S106/3/T2,,2020-12-11,2019-12-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,received,14/01905/S106/4,14/01905/S106/4/T1,2019-12-01,2020-12-11,2019-12-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,14/01905/S106/4,14/01905/S106/4/T2,,2020-12-11,2019-12-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,received,14/01941/S106/1,14/01941/S106/1/T1,,2020-12-11,2020-01-01,37,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,14/01941/S106/10,14/01941/S106/10/T1,,2020-12-11,2019-01-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,14/01941/S106/11,14/01941/S106/11/T1,,2020-12-11,2019-01-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,received,14/01941/S106/11,14/01941/S106/11/T2,2019-06-01,2020-12-11,2019-06-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,14/01941/S106/11,14/01941/S106/11/T3,2019-06-01,2020-12-11,2019-06-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,spent,14/01941/S106/11,14/01941/S106/11/T4,,2020-12-10,2019-07-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,spent,14/01941/S106/11,14/01941/S106/11/T5,,2020-12-10,2019-10-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,14/01941/S106/4,14/01941/S106/4/T1,,2020-12-11,2019-01-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,received,14/01941/S106/4,14/01941/S106/4/T2,2019-06-01,2020-12-11,2019-06-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,14/01941/S106/4,14/01941/S106/4/T3,,2020-12-11,2019-06-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,14/01941/S106/5,14/01941/S106/5/T1,,2020-12-11,2019-01-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,received,14/01941/S106/7,14/01941/S106/7/T1,2019-06-01,2020-12-11,2019-06-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,14/01941/S106/7,14/01941/S106/7/T2,,2020-12-11,2019-06-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,14/01941/S106/8,14/01941/S106/8/T1,,2020-12-11,2019-01-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,received,14/01941/S106/8,14/01941/S106/8/T2,2019-06-01,2020-12-11,2019-06-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,14/01941/S106/8,14/01941/S106/8/T3,,2020-12-11,2019-06-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,14/01941/S106/9,14/01941/S106/9/T1,,2020-12-11,2019-01-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,15/00642/S106/2,15/00642/S106/2/T1,,2020-12-11,2019-01-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,15/00642/S106/3,15/00642/S106/3/T1,,2020-12-11,2019-01-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,15/00642/S106/4,15/00642/S106/4/T1,,2020-12-11,2019-01-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,15/01088/S106/1,15/01088/S106/1/T1,,2020-12-11,2019-01-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,15/01088/S106/2,15/01088/S106/2/T1,,2020-12-11,2019-01-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,received,15/01941/S106/1,15/01941/S106/1/T1,,2020-12-11,2020-01-01,37,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,15/01941/S106/10,15/01941/S106/10/T1,,2020-12-11,2019-01-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,15/01941/S106/11,15/01941/S106/11/T1,,2020-12-11,2019-01-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,15/01941/S106/7,15/01941/S106/7/T1,,2020-12-11,2019-01-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,spent,15/01941/S106/7,15/01941/S106/7/T2,,2020-12-10,2019-07-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,spent,15/01941/S106/7,15/01941/S106/7/T3,,2020-12-10,2019-07-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,16/00188/S106/1,16/00188/S106/1/T1,,2020-12-11,2019-01-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,16/00274/S106/1,16/00274/S106/1/T1,,2020-12-11,2019-01-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,16/00274/S106/2,16/00274/S106/2/T1,,2020-12-11,2019-01-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,received,16/00460/S106/2,16/00460/S106/2/T1,2019-04-01,2020-12-11,2019-04-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,16/00460/S106/2,16/00460/S106/2/T2,2019-04-01,2020-12-11,2019-04-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,spent,16/00460/S106/2,16/00460/S106/2/T3,,2020-12-11,2019-04-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,16/00467/S106/3,16/00467/S106/3/T1,,2020-12-11,2019-01-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,16/00467/S106/4,16/00467/S106/4/T1,,2020-12-11,2019-01-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,16/00467/S106/5,16/00467/S106/5/T1,,2020-12-11,2019-01-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,16/00467/S106/6,16/00467/S106/6/T1,,2020-12-11,2019-01-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,spent,16/00467/S106/6,16/00467/S106/6/T2,,2020-12-10,2019-04-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,16/00467/S106/7,16/00467/S106/7/T1,,2020-12-11,2019-01-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,16/00467/S106/8,16/00467/S106/8/T1,,2020-12-11,2019-01-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,16/01530/S106/1,16/01530/S106/1/T1,,2020-12-11,2019-01-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,16/01530/S106/2,16/01530/S106/2/T1,,2020-12-11,2019-01-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,16/01571/S106/1,16/01571/S106/1/T1,2019-10-01,2020-12-11,2019-01-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,spent,16/01571/S106/1,16/01571/S106/1/T2,,2020-12-10,2019-10-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,16/01571/S106/2,16/01571/S106/2/T1,2019-10-01,2020-12-11,2019-01-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,spent,16/01571/S106/2,16/01571/S106/2/T2,,2020-12-10,2019-10-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,16/01598/S106/1,16/01598/S106/1/T1,,2020-12-11,2019-01-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,16/02016/S106/1,16/02016/S106/1/T1,,2020-12-11,2019-01-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,17/00557/S106/2,17/00557/S106/2/T1,,2020-12-11,2019-01-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,17/00557/S106/3,17/00557/S106/3/T1,,2020-12-11,2019-01-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,17/00557/S106/4,17/00557/S106/4/T1,,2020-12-11,2019-01-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,17/00557/S106/5,17/00557/S106/5/T1,,2020-12-11,2019-01-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,17/00557/S106/6,17/00557/S106/6/T1,,2020-12-11,2019-01-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,17/01162/S106/10,17/01162/S106/10/T1,,2020-12-11,2019-01-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,spent,17/01162/S106/10,17/01162/S106/10/T2,,2020-12-10,2019-04-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,17/01162/S106/2,17/01162/S106/2/T1,,2020-12-11,2019-01-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,17/01162/S106/3,17/01162/S106/3/T1,,2020-12-11,2019-01-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,17/01162/S106/4,17/01162/S106/4/T1,,2020-12-11,2019-01-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,17/01162/S106/5,17/01162/S106/5/T1,,2020-12-11,2019-01-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,17/01162/S106/6,17/01162/S106/6/T1,,2020-12-11,2019-01-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,17/01162/S106/7,17/01162/S106/7/T1,,2020-12-11,2019-01-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,spent,17/01162/S106/7,17/01162/S106/7/T2,,2020-12-10,2019-07-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,17/01162/S106/9,17/01162/S106/9/T1,2020-02-01,2020-12-11,2019-01-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,spent,17/01162/S106/9,17/01162/S106/9/T2,,2020-12-10,2020-02-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,17/01202/S106/1,17/01202/S106/1/T1,,2020-12-11,2019-01-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,17/01797/S106/2,17/01797/S106/2/T1,,2020-12-11,2019-01-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,17/01797/S106/3,17/01797/S106/3/T1,,2020-12-11,2019-01-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,17/01797/S106/4,17/01797/S106/4/T1,,2020-12-11,2019-01-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,17/01797/S106/5,17/01797/S106/5/T1,,2020-12-11,2019-01-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,17/01797/S106/6,17/01797/S106/6/T1,,2020-12-11,2019-01-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,18/00091/S106 /1,18/00091/S106 /1/T1,,2020-12-11,2019-01-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,received,18/00608/S106/2,18/00608/S106/2/T1,,2020-12-11,2020-01-01,11,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,18/00608/S106/5,18/00608/S106/5/T1,,2020-12-11,2019-01-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,18/00608/S106/6,18/00608/S106/6/T1,,2020-12-11,2019-01-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,18/00608/S106/7,18/00608/S106/7/T1,,2020-12-11,2019-01-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,18/00608/S106/9,18/00608/S106/9/T1,,2020-12-11,2019-01-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,secured,18/01458/FUL/0001,18/01458/FUL/0001/T1,,2020-12-11,2019-11-19,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,received,18/01458/FUL/0001,18/01458/FUL/0001/T2,,2020-12-11,2020-01-27,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,received,18/01696/S106/1,18/01696/S106/1/T1,,2020-12-11,2020-01-01,38,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,received,18/01696/S106/3,18/01696/S106/3/T1,2019-07-01,2020-12-11,2019-07-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,18/01696/S106/3,18/01696/S106/3/T2,,2020-12-11,2019-07-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,received,18/01696/S106/4,18/01696/S106/4/T1,2019-07-01,2020-12-11,2019-07-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,18/01696/S106/4,18/01696/S106/4/T2,,2020-12-11,2019-07-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,received,18/01696/S106/5,18/01696/S106/5/T1,2019-07-01,2020-12-11,2019-07-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,18/01696/S106/5,18/01696/S106/5/T2,,2020-12-11,2019-07-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,received,18/01696/S106/6,18/01696/S106/6/T1,2019-07-01,2020-12-11,2019-07-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,18/01696/S106/6,18/01696/S106/6/T2,,2020-12-11,2019-07-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,spent,18/01696/S106/6,18/01696/S106/6/T3,,2020-12-10,2020-01-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,received,18/01696/S106/7,18/01696/S106/7/T1,2019-07-01,2020-12-11,2019-07-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,18/01696/S106/7,18/01696/S106/7/T2,,2020-12-11,2019-07-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,spent,18/01696/S106/7,18/01696/S106/7/T3,,2020-12-10,2019-10-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,spent,18/01696/S106/7,18/01696/S106/7/T4,,2020-12-10,2019-10-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,spent,18/01696/S106/7,18/01696/S106/7/T5,,2020-12-10,2019-10-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,received,19/00058/S106/1,19/00058/S106/1/T1,2019-12-01,2020-12-11,2019-12-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,19/00058/S106/1,19/00058/S106/1/T2,,2020-12-11,2019-12-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,secured,19/00148/FUL/0001,19/00148/FUL/0001/T1,,2020-12-11,2020-01-06,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,received,19/00148/FUL/0001,19/00148/FUL/0001/T2,,2020-12-11,2020-01-13,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,secured,19/00425/FUL/0001,19/00425/FUL/0001/T1,,2020-12-11,2019-12-13,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,received,19/00425/FUL/0001,19/00425/FUL/0001/T2,,2020-12-11,2020-01-24,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,secured,19/01122/FULH/0001,19/01122/FULH/0001/T1,,2020-12-11,2019-12-20,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,received,19/01122/FULH/0001,19/01122/FULH/0001/T2,,2020-12-11,2020-01-06,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,20/01140/S106/5,20/01140/S106/5/T1,,2020-12-11,2019-01-01,,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,,allocated,20/01140/S106/6,20/01140/S106/6/T1,,2020-12-11,2019-01-01,,
3627eee409268e96dde71b17a368f269f6d15b837d5d487febe86716c5cde210,2.8836E+5,secured,SL/2017/0841-con1,SL/2017/0841-tran1,,2020-12-14,2019-07-18,,
3627eee409268e96dde71b17a368f269f6d15b837d5d487febe86716c5cde210,7.215E+4,secured,SL/2017/0841-con2,SL/2017/0841-tran2,,2020-12-14,2019-07-18,,
3627eee409268e96dde71b17a368f269f6d15b837d5d487febe86716c5cde210,3.6E+4,secured,SL/2017/0841-con3,SL/2017/0841-tran3,,2020-12-14,2019-07-18,,
3627eee409268e96dde71b17a368f269f6d15b837d5d487febe86716c5cde210,,secured,SL/2017/0841-con4,SL/2017/0841-tran4,,2020-12-17,2019-07-18,37,
3627eee409268e96dde71b17a368f269f6d15b837d5d487febe86716c5cde210,10229.54,secured,SL/2017/0992-con,SL/2017/0992-tran1,,2020-12-14,2019-11-22,,
3627eee409268e96dde71b17a368f269f6d15b837d5d487febe86716c5cde210,10229.54,received,SL/2017/0992-con,SL/2017/0992-tran2,,2020-12-14,2019-12-31,,
3627eee409268e96dde71b17a368f269f6d15b837d5d487febe86716c5cde210,10229.54,allocated,SL/2017/0992-con,SL/2017/0992-tran3,,2020-12-14,2020-01-01,,
3627eee409268e96dde71b17a368f269f6d15b837d5d487febe86716c5cde210,10229.54,spent,SL/2017/0992-con,SL/2017/0992-tran4,,2020-12-14,2020-03-31,,
3627eee409268e96dde71b17a368f269f6d15b837d5d487febe86716c5cde210,1.7E+5,secured,SL/2013/1120-con1,SL/2013/1120-tran1,,2020-12-14,2015-01-22,,
3627eee409268e96dde71b17a368f269f6d15b837d5d487febe86716c5cde210,186303,received,SL/2013/1120-con1,SL/2013/1120-tran2,,2020-12-14,2018-01-25,,
3627eee409268e96dde71b17a368f269f6d15b837d5d487febe86716c5cde210,4.9E+3,allocated,SL/2013/1120-con1,SL/2013/1120-tran3,,2020-12-14,2018-02-01,,
3627eee409268e96dde71b17a368f269f6d15b837d5d487febe86716c5cde210,4.9E+3,spent,SL/2013/1120-con1,SL/2013/1120-tran4,,2020-12-14,2020-03-31,,
3627eee409268e96dde71b17a368f269f6d15b837d5d487febe86716c5cde210,102939.5,secured,SL/2013/1120-con2,SL/2013/1120-tran5,,2020-12-14,2015-01-22,,
3627eee409268e96dde71b17a368f269f6d15b837d5d487febe86716c5cde210,102939.5,received,SL/2013/1120-con2,SL/2013/1120-tran6,,2020-12-14,2018-01-25,,
3627eee409268e96dde71b17a368f269f6d15b837d5d487febe86716c5cde210,102939.5,allocated,SL/2013/1120-con2,SL/2013/1120-tran7,,2020-12-14,2018-02-01,,
3627eee409268e96dde71b17a368f269f6d15b837d5d487febe86716c5cde210,102939.5,spent,SL/2013/1120-con2,SL/2013/1120-tran8,,2020-12-14,2020-03-05,,
3627eee409268e96dde71b17a368f269f6d15b837d5d487febe86716c5cde210,5925.35,secured,SL/2013/1120-con3,SL/2013/1120-tran9,,2020-12-14,2015-01-22,,
3627eee409268e96dde71b17a368f269f6d15b837d5d487febe86716c5cde210,5925.35,received,SL/2013/1120-con3,SL/2013/1120-tran10,,2020-12-14,2019-11-27,,
3627eee409268e96dde71b17a368f269f6d15b837d5d487febe86716c5cde210,104832,secured,SL/2013/1120-con4,SL/2013/1120-tran11,,2020-12-14,2015-01-22,,
3627eee409268e96dde71b17a368f269f6d15b837d5d487febe86716c5cde210,104832,received,SL/2013/1120-con4,SL/2013/1120-tran12,,2020-12-14,2018-01-25,,
3627eee409268e96dde71b17a368f269f6d15b837d5d487febe86716c5cde210,2.08E+5,secured,SL/2013/1120-con5,SL/2013/1120-tran13,,2020-12-14,2015-01-22,,
3627eee409268e96dde71b17a368f269f6d15b837d5d487febe86716c5cde210,224043.85,received,SL/2013/1120-con5,SL/2013/1120-tran14,,2020-12-14,2017-11-14,,
3627eee409268e96dde71b17a368f269f6d15b837d5d487febe86716c5cde210,,secured,SL/2014/1036-con,SL/2014/1036-tran1,,2020-12-18,2015-03-27,22,
3627eee409268e96dde71b17a368f269f6d15b837d5d487febe86716c5cde210,,received,SL/2014/1036-con,SL/2014/1036-tran2,,2020-12-18,2019-04-01,2,
3627eee409268e96dde71b17a368f269f6d15b837d5d487febe86716c5cde210,21994.27,secured,SL/2015/0733-con,SL/2015/0733-tran1,,2020-12-14,2017-02-20,,
3627eee409268e96dde71b17a368f269f6d15b837d5d487febe86716c5cde210,21994.27,received,SL/2015/0733-con,SL/2015/0733-tran2,,2020-12-14,2019-05-09,,
3627eee409268e96dde71b17a368f269f6d15b837d5d487febe86716c5cde210,9426.12,secured,SL/2016/0528-con,SL/2016/0528-tran1,,2020-12-14,2016-10-20,,
3627eee409268e96dde71b17a368f269f6d15b837d5d487febe86716c5cde210,9426.12,received,SL/2016/0528-con,SL/2016/0528-tran2,,2020-12-14,2019-05-09,,
3627eee409268e96dde71b17a368f269f6d15b837d5d487febe86716c5cde210,17594.02,secured,CU/2018/0005-con,CU/2018/0005-tran1,,2020-12-16,2018-08-25,,
3627eee409268e96dde71b17a368f269f6d15b837d5d487febe86716c5cde210,7917.31,received,CU/2018/0005-con,CU/2018/0005-tran2,,2020-12-16,2019-05-23,,
3627eee409268e96dde71b17a368f269f6d15b837d5d487febe86716c5cde210,1416,secured,SL/2015/1012-con,SL/2015/1012-tran1,,2020-12-16,2019-06-28,,
3627eee409268e96dde71b17a368f269f6d15b837d5d487febe86716c5cde210,1416,received,SL/2015/1012-con,SL/2015/1012-tran2,,2020-12-16,2019-09-02,,
3627eee409268e96dde71b17a368f269f6d15b837d5d487febe86716c5cde210,6056,secured,SL/2015/1052-con,SL/2015/1052-tran1,,2020-12-16,2019-10-23,,
3627eee409268e96dde71b17a368f269f6d15b837d5d487febe86716c5cde210,6056,received,SL/2015/1052-con,SL/2015/1052-tran2,,2020-12-16,2019-11-12,,
3627eee409268e96dde71b17a368f269f6d15b837d5d487febe86716c5cde210,2097.5,secured,SL/2015/1092-con,SL/2015/1092-tran1,,2020-12-16,2019-06-20,,
3627eee409268e96dde71b17a368f269f6d15b837d5d487febe86716c5cde210,2097.5,received,SL/2015/1092-con,SL/2015/1092-tran2,,2020-12-16,2019-11-11,,
3627eee409268e96dde71b17a368f269f6d15b837d5d487febe86716c5cde210,8183.61,secured,SL/2016/0244-con,SL/2016/0244-tran1,,2020-12-16,2019-10-30,,
3627eee409268e96dde71b17a368f269f6d15b837d5d487febe86716c5cde210,5E+2,received,SL/2016/0244-con,SL/2016/0244-tran2,,2020-12-16,2019-12-02,,
3627eee409268e96dde71b17a368f269f6d15b837d5d487febe86716c5cde210,5E+2,received,SL/2016/0244-con,SL/2016/0244-tran3,,2020-12-16,2020-01-06,,
3627eee409268e96dde71b17a368f269f6d15b837d5d487febe86716c5cde210,393.94,received,SL/2016/0244-con,SL/2016/0244-tran4,,2020-12-16,2020-02-05,,
3627eee409268e96dde71b17a368f269f6d15b837d5d487febe86716c5cde210,5E+2,received,SL/2016/0244-con,SL/2016/0244-tran5,,2020-12-16,2020-03-16,,
3627eee409268e96dde71b17a368f269f6d15b837d5d487febe86716c5cde210,1202.9,secured,SL/2016/0250-con,SL/2016/0250-tran1,,2020-12-16,2019-07-16,,
3627eee409268e96dde71b17a368f269f6d15b837d5d487febe86716c5cde210,1002.42,received,SL/2016/0250-con,SL/2016/0250-tran2,,2020-12-16,2019-07-19,,
3627eee409268e96dde71b17a368f269f6d15b837d5d487febe86716c5cde210,566768.66,secured,SL/2016/0602-con1,SL/2016/0602-tran1,,2020-12-16,2019-09-18,,
3627eee409268e96dde71b17a368f269f6d15b837d5d487febe86716c5cde210,56676.87,received,SL/2016/0602-con1,SL/2016/0602-tran2,,2020-12-16,2019-11-14,,
3627eee409268e96dde71b17a368f269f6d15b837d5d487febe86716c5cde210,,secured,SL/2016/0602-con2,SL/2016/0602-tran3,,2020-12-17,2019-09-09,60,
3627eee409268e96dde71b17a368f269f6d15b837d5d487febe86716c5cde210,239809.89,secured,SL/2016/1015(1)-con1,SL/2016/1015(1)-tran1,,2020-12-16,2019-01-25,,
3627eee409268e96dde71b17a368f269f6d15b837d5d487febe86716c5cde210,71942.97,received,SL/2016/1015(1)-con1,SL/2016/1015(1)-tran2,,2020-12-16,2019-04-10,,
3627eee409268e96dde71b17a368f269f6d15b837d5d487febe86716c5cde210,71942.97,received,SL/2016/1015(1)-con1,SL/2016/1015(1)-tran3,,2020-12-16,2019-10-14,,
3627eee409268e96dde71b17a368f269f6d15b837d5d487febe86716c5cde210,,secured,SL/2016/1015(1)-con2,SL/2016/1015(1)-tran4,,2020-12-18,2017-11-16,21,
3627eee409268e96dde71b17a368f269f6d15b837d5d487febe86716c5cde210,,received,SL/2016/1015(1)-con2,SL/2016/1015(1)-tran5,,2020-12-18,2020-03-13,10,
3627eee409268e96dde71b17a368f269f6d15b837d5d487febe86716c5cde210,188570.08,secured,SL/2016/1015(2)-con,SL/2016/1015(2)-tran1,,2020-12-16,2020-02-03,,
3627eee409268e96dde71b17a368f269f6d15b837d5d487febe86716c5cde210,168787.7,secured,SL/2016/1109-con,SL/2016/1109-tran1,,2020-12-16,2019-01-24,,
