pipeline,resource,organisation,value,entity
developer-agreement-transaction,,national-park-authority:Q72617158,19/00279-tran1,4400717
developer-agreement-transaction,,national-park-authority:Q72617158,19/00279-tran2,4400718
developer-agreement-transaction,,national-park-authority:Q72617158,18/00794-tran1,4400719
developer-agreement-transaction,,national-park-authority:Q72617158,19/00228-tran1,4400720
developer-agreement-transaction,,national-park-authority:Q72617158,16/00647-tran1,4400721
developer-agreement-transaction,,national-park-authority:Q72617158,19/00063-tran1,4400722
developer-agreement-transaction,,national-park-authority:Q72617158,18/00554-tran1,4400723
developer-agreement-transaction,,national-park-authority:Q72617158,18/00277-tran1,4400724
developer-agreement-transaction,,national-park-authority:Q72617158,15/00135-tran1,4400725
developer-agreement-transaction,,national-park-authority:Q72617158,15/00135-tran2,4400726
developer-agreement-transaction,,national-park-authority:Q72617158,15/00135-tran3,4400727
developer-agreement-transaction,,national-park-authority:Q72617158,15/00135-tran4,4400728
developer-agreement-transaction,,national-park-authority:Q72617158,18/00946-tran1,4400729
developer-agreement-transaction,,national-park-authority:Q72617158,18/00946-tran2,4400730
developer-agreement-transaction,,national-park-authority:Q72617158,18/00946-tran3,4400731
developer-agreement-transaction,,national-park-authority:Q72617158,18/00946-tran4,4400732
developer-agreement-transaction,,national-park-authority:Q72617158,18/00946-tran5,4400733
developer-agreement-transaction,,national-park-authority:Q72617158,19/00038-tran1,4400734
developer-agreement-transaction,,national-park-authority:Q72617158,19/00038-tran2,4400735
developer-agreement-transaction,,national-park-authority:Q72617158,18/00122-tran1,4400736
developer-agreement-transaction,,national-park-authority:Q72617158,19/00547-tran1,4400737
developer-agreement-transaction,,national-park-authority:Q72617158,19/00547-tran2,4400738
developer-agreement-transaction,,national-park-authority:Q72617158,18/00608-tran1,4400739
developer-agreement-transaction,,national-park-authority:Q72617158,18/00608-tran2,4400740
developer-agreement-transaction,,national-park-authority:Q72617158,19/00233-tran1,4400741
developer-agreement-transaction,,national-park-authority:Q72617158,19/00233-tran2,4400742
developer-agreement-transaction,,national-park-authority:Q72617158,18/00071-tran1,4400743
developer-agreement-transaction,,national-park-authority:Q72617158,18/00071-tran2,4400744
developer-agreement-transaction,,national-park-authority:Q72617158,20/50097-tran1,4400745
developer-agreement-transaction,,national-park-authority:Q72617158,20/50097-tran2,4400746
developer-agreement-transaction,,national-park-authority:Q72617158,20/50097-tran3,4400747
developer-agreement-transaction,,local-authority-eng:EST,Affordable Housing_P/2012/00795,4400748
developer-agreement-transaction,,local-authority-eng:EST,Affordable Housing_P/2015/01588,4400749
developer-agreement-transaction,,local-authority-eng:EST,Affordable Housing_P/2018/01046,4400750
developer-agreement-transaction,,local-authority-eng:EST,Affordable Housing_P/2012/00636,4400751
developer-agreement-transaction,,local-authority-eng:EST,Affordable Housing_P/2016/00392,4400752
developer-agreement-transaction,,local-authority-eng:EST,Affordable Housing_P/2017/00612,4400753
developer-agreement-transaction,,local-authority-eng:EST,Affordable Housing_P/2017/01110,4400754
developer-agreement-transaction,,local-authority-eng:EST,Affordable Housing_P/2017/01058,4400755
developer-agreement-transaction,,local-authority-eng:EST,Affordable Housing_P/2012/01359,4400756
developer-agreement-transaction,,local-authority-eng:EST,Affordable Housing_P/2012/01215,4400757
developer-agreement-transaction,,local-authority-eng:EST,Affordable Housing_P/2013/00882,4400758
developer-agreement-transaction,,local-authority-eng:EST,Affordable Housing_P/2017/01652,4400759
developer-agreement-transaction,,local-authority-eng:EST,Affordable Housing_P/2013/00406,4400760
developer-agreement-transaction,,local-authority-eng:EST,Affordable Housing_P/2014/01488,4400761
developer-agreement-transaction,,local-authority-eng:EST,Affordable Housing_P/2011/00546/CEH/PO,4400762
developer-agreement-transaction,,local-authority-eng:EST,Affordable Housing_P/2011/01359/CLF/PO,4400763
developer-agreement-transaction,,local-authority-eng:EST,Affordable Housing_P/2014/01490,4400764
developer-agreement-transaction,,local-authority-eng:EST,Affordable Housing_P/2013/00432,4400765
developer-agreement-transaction,,local-authority-eng:EST,Affordable Housing_P/2014/00548,4400766
developer-agreement-transaction,,local-authority-eng:EST,Affordable Housing_P/2018/00505,4400767
developer-agreement-transaction,,local-authority-eng:EST,Affordable Housing_P/2015/01497,4400768
developer-agreement-transaction,,local-authority-eng:EST,Affordable Housing_P/2018/00939,4400769
developer-agreement-transaction,,local-authority-eng:EST,Affordable Housing_P/2019/00703,4400770
developer-agreement-transaction,,local-authority-eng:EST,POS_P/2015/01588,4400771
developer-agreement-transaction,,local-authority-eng:EST,POS_P/2011/00546/CEH/PO,4400772
developer-agreement-transaction,,local-authority-eng:EST,POS_P/2012/01359,4400773
developer-agreement-transaction,,local-authority-eng:EST,POS_P/2012/00636,4400774
developer-agreement-transaction,,local-authority-eng:EST,POS_P/2014/00039,4400775
developer-agreement-transaction,,local-authority-eng:EST,POS_P/2013/01287,4400776
developer-agreement-transaction,,local-authority-eng:EST,POS_P/2013/00591,4400777
developer-agreement-transaction,,local-authority-eng:EST,POS_P/2012/01215,4400778
developer-agreement-transaction,,local-authority-eng:EST,POS_PA/24048/023/PO,4400779
developer-agreement-transaction,,local-authority-eng:EST,POS_OU/21444/003+4,4400780
developer-agreement-transaction,,local-authority-eng:EST,National Forest_P/2015/01588,4400781
developer-agreement-transaction,,local-authority-eng:EST,National Forest_P/2016/00523,4400782
developer-agreement-transaction,,local-authority-eng:EST,National Forest_P/2017/00775,4400783
developer-agreement-transaction,,local-authority-eng:EST,National Forest_PA/01445/010/JPM,4400784
developer-agreement-transaction,,local-authority-eng:EST,National Forest_PA/00588/070/PO,4400785
developer-agreement-transaction,,local-authority-eng:EST,Sports & Leisure_P/2012/00636,4400786
developer-agreement-transaction,,local-authority-eng:EST,Sports & Leisure_P/2013/01287,4400787
developer-agreement-transaction,,local-authority-eng:EST,Sports & Leisure_P/2012/01467,4400788
developer-agreement-transaction,,local-authority-eng:EST,Sports & Leisure_P/2014/01563,4400789
developer-agreement-transaction,,local-authority-eng:EST,Sports & Leisure_P/2013/00432,4400790
developer-agreement-transaction,,local-authority-eng:EST,Sports & Leisure_P/2014/00548,4400791
developer-agreement-transaction,,local-authority-eng:EST,Waste_P/2012/00636,4400792
developer-agreement-transaction,,local-authority-eng:EST,Waste_P/2012/00795,4400793
developer-agreement-transaction,,local-authority-eng:EST,Waste_P/2014/00039,4400794
developer-agreement-transaction,,local-authority-eng:EST,Waste_P/2017/01110,4400795
developer-agreement-transaction,,local-authority-eng:EST,Waste_P/2016/01847,4400796
developer-agreement-transaction,,local-authority-eng:EST,Waste_P/2017/00555,4400797
developer-agreement-transaction,,local-authority-eng:EST,Waste_P/2013/00882,4400798
developer-agreement-transaction,,local-authority-eng:EST,Waste_P/2012/01215,4400799
developer-agreement-transaction,,local-authority-eng:EST,Waste_P/2014/01304,4400800
developer-agreement-transaction,,local-authority-eng:EST,Community Facilities_P/2018/01046,4400801
developer-agreement-transaction,,local-authority-eng:EST,Community Facilities_P/2012/00636,4400802
developer-agreement-transaction,,local-authority-eng:EST,Bus Service_P/2018/01046,4400803
developer-agreement-transaction,,local-authority-eng:EST,Bus Service_P/2013/00406,4400804
developer-agreement-transaction,,local-authority-eng:EST,Bus Service_P/2013/00432,4400805
developer-agreement-transaction,,local-authority-eng:EST,Bus Service_P/2012/01359,4400806
developer-agreement-transaction,,local-authority-eng:EST,Bus Service_P/2012/01215,4400807
developer-agreement-transaction,,local-authority-eng:EST,Bus Service_P/2013/00882,4400808
developer-agreement-transaction,,local-authority-eng:EST,Cannock Chase_P/2018/00362,4400809
developer-agreement-transaction,,local-authority-eng:EST,Other_P/2016/01847,4400810
developer-agreement-transaction,,local-authority-eng:IOW,P/00219/18-1-1-1,4400811
developer-agreement-transaction,,local-authority-eng:IOW,P/00219/18-1-2-1,4400812
developer-agreement-transaction,,local-authority-eng:IOW,P/00543/18-1-1-1,4400813
developer-agreement-transaction,,local-authority-eng:IOW,P/00543/18-1-2-1,4400814
developer-agreement-transaction,,local-authority-eng:IOW,P/00543/18-1-2-2,4400815
developer-agreement-transaction,,local-authority-eng:IOW,P/00601/18-1-1-1,4400816
developer-agreement-transaction,,local-authority-eng:IOW,P/00712/17-1-1-1,4400817
developer-agreement-transaction,,local-authority-eng:IOW,P/00735/18-2-1-1,4400818
developer-agreement-transaction,,local-authority-eng:IOW,P/00963/18-1-1-1,4400819
developer-agreement-transaction,,local-authority-eng:IOW,P/01185/17-1-1-1,4400820
developer-agreement-transaction,,local-authority-eng:AMB,dat-2012-0084-01-01,4400821
developer-agreement-transaction,,local-authority-eng:AMB,dat-2012-0084-02-01,4400822
developer-agreement-transaction,,local-authority-eng:AMB,dat-2012-0084-03-01,4400823
developer-agreement-transaction,,local-authority-eng:AMB,dat-2012-0084-04-01,4400824
developer-agreement-transaction,,local-authority-eng:AMB,dat-2012-0084-05-01,4400825
developer-agreement-transaction,,local-authority-eng:AMB,dat-2012-0084-06-01,4400826
developer-agreement-transaction,,local-authority-eng:AMB,dat-2012-0084-07-01,4400827
developer-agreement-transaction,,local-authority-eng:AMB,dat-2012-0965-01-01,4400828
developer-agreement-transaction,,local-authority-eng:AMB,dat-2012-0965-02-01,4400829
developer-agreement-transaction,,local-authority-eng:AMB,dat-2012-0965-03-01,4400830
developer-agreement-transaction,,local-authority-eng:AMB,dat-2012-1157-01-01,4400831
developer-agreement-transaction,,local-authority-eng:AMB,dat-2012-1157-02-01,4400832
developer-agreement-transaction,,local-authority-eng:AMB,dat-2012-1157-03-01,4400833
developer-agreement-transaction,,local-authority-eng:AMB,dat-2012-1157-04-01,4400834
developer-agreement-transaction,,local-authority-eng:AMB,dat-2012-1157-05-01,4400835
developer-agreement-transaction,,local-authority-eng:AMB,dat-2014-0553-01-01,4400836
developer-agreement-transaction,,local-authority-eng:AMB,dat-2014-0553-02-01,4400837
developer-agreement-transaction,,local-authority-eng:AMB,dat-2014-0553-03-01,4400838
developer-agreement-transaction,,local-authority-eng:AMB,dat-2014-0553-04-01,4400839
developer-agreement-transaction,,local-authority-eng:AMB,dat-2014-0678-01-01,4400840
developer-agreement-transaction,,local-authority-eng:AMB,dat-2014-0678-02-01,4400841
developer-agreement-transaction,,local-authority-eng:AMB,dat-2014-0678-03-01,4400842
developer-agreement-transaction,,local-authority-eng:AMB,dat-2014-0678-04-01,4400843
developer-agreement-transaction,,local-authority-eng:AMB,dat-2014-1157-06-01,4400844
developer-agreement-transaction,,local-authority-eng:AMB,dat-2017-1363-01-01,4400845
developer-agreement-transaction,,local-authority-eng:AMB,dat-2017-1363-02-01,4400846
developer-agreement-transaction,,local-authority-eng:AMB,dat-2017-1363-03-01,4400847
developer-agreement-transaction,,local-authority-eng:AMB,dat-2017-1363-04-01,4400848
developer-agreement-transaction,,local-authority-eng:AMB,dat-2017-1363-05-01,4400849
developer-agreement-transaction,,local-authority-eng:AMB,dat-2017-1363-06-01,4400850
developer-agreement-transaction,,local-authority-eng:AMB,dat-2018-0178-01-01,4400851
developer-agreement-transaction,,local-authority-eng:AMB,dat-2018-0178-02-01,4400852
developer-agreement-transaction,,local-authority-eng:AMB,dat-2018-0178-03-01,4400853
developer-agreement-transaction,,local-authority-eng:AMB,dat-2018-0178-04-01,4400854
developer-agreement-transaction,,local-authority-eng:AMB,dat-2018-0338-01-01,4400855
developer-agreement-transaction,,local-authority-eng:AMB,dat-2018-0338-02-01,4400856
developer-agreement-transaction,,local-authority-eng:AMB,dat-2018-0338-03-01,4400857
developer-agreement-transaction,,local-authority-eng:AMB,dat-2018-0338-04-01,4400858
developer-agreement-transaction,,local-authority-eng:AMB,dat-2018-0338-05-01,4400859
developer-agreement-transaction,,local-authority-eng:AMB,dat-2018-0338-06-01,4400860
developer-agreement-transaction,,local-authority-eng:AMB,dat-2018-0338-07-01,4400861
developer-agreement-transaction,,local-authority-eng:AMB,dat-2018-0661-01-01,4400862
developer-agreement-transaction,,local-authority-eng:AMB,dat-2018-0661-02-01,4400863
developer-agreement-transaction,,local-authority-eng:AMB,dat-2018-0661-03-01,4400864
developer-agreement-transaction,,local-authority-eng:AMB,dat-2018-0978-01-01,4400865
developer-agreement-transaction,,local-authority-eng:AMB,dat-2018-0978-02-01,4400866
developer-agreement-transaction,,local-authority-eng:AMB,dat-2018-0978-03-01,4400867
developer-agreement-transaction,,local-authority-eng:AMB,dat-2018-0978-04-01,4400868
developer-agreement-transaction,,local-authority-eng:AMB,dat-2018-0978-05-01,4400869
developer-agreement-transaction,,local-authority-eng:AMB,dat-2018-1006-01-01,4400870
developer-agreement-transaction,,local-authority-eng:AMB,dat-2018-1006-02-01,4400871
developer-agreement-transaction,,local-authority-eng:AMB,dat-2018-1006-03-01,4400872
developer-agreement-transaction,,local-authority-eng:AMB,dat-2018-1006-04-01,4400873
developer-agreement-transaction,,local-authority-eng:AMB,dat-2019-0120-01-01,4400874
developer-agreement-transaction,,local-authority-eng:AMB,dat-2019-0120-02-01,4400875
developer-agreement-transaction,,local-authority-eng:AMB,dat-2019-0120-03-01,4400876
developer-agreement-transaction,,local-authority-eng:AMB,dat-2019-0424-01-01,4400877
developer-agreement-transaction,,local-authority-eng:AMB,dat-2019-0424-02-01,4400878
developer-agreement-transaction,,local-authority-eng:AMB,dat-2019-0424-03-01,4400879
developer-agreement-transaction,,local-authority-eng:AMB,dat-2019-0424-04-01,4400880
developer-agreement-transaction,,local-authority-eng:AMB,dat-2019-0744-01-01,4400881
developer-agreement-transaction,,local-authority-eng:AMB,dat-2019-0424-05-01,4400882
developer-agreement-transaction,,local-authority-eng:AMB,dat-2019-0744-02-01,4400883
developer-agreement-transaction,,local-authority-eng:SHA,1,4400884
developer-agreement-transaction,,local-authority-eng:SHA,2,4400885
developer-agreement-transaction,,local-authority-eng:SHA,3,4400886
developer-agreement-transaction,,local-authority-eng:SHA,4,4400887
developer-agreement-transaction,,local-authority-eng:SHA,5,4400888
developer-agreement-transaction,,local-authority-eng:SHA,6,4400889
developer-agreement-transaction,,local-authority-eng:SHA,7,4400890
developer-agreement-transaction,,local-authority-eng:SHA,8,4400891
developer-agreement-transaction,,local-authority-eng:SHA,9,4400892
developer-agreement-transaction,,local-authority-eng:SHA,10,4400893
developer-agreement-transaction,,local-authority-eng:SHA,11,4400894
developer-agreement-transaction,,local-authority-eng:SHA,12,4400895
developer-agreement-transaction,,local-authority-eng:SHA,13,4400896
developer-agreement-transaction,,local-authority-eng:SHA,14,4400897
developer-agreement-transaction,,local-authority-eng:SHA,15,4400898
developer-agreement-transaction,,local-authority-eng:SHA,16,4400899
developer-agreement-transaction,,local-authority-eng:SHA,17,4400900
developer-agreement-transaction,,local-authority-eng:SHA,18,4400901
developer-agreement-transaction,,local-authority-eng:SHA,19,4400902
developer-agreement-transaction,,local-authority-eng:SHA,20,4400903
developer-agreement-transaction,,local-authority-eng:SHA,21,4400904
developer-agreement-transaction,,local-authority-eng:SHA,22,4400905
developer-agreement-transaction,,local-authority-eng:SHA,23,4400906
developer-agreement-transaction,,local-authority-eng:SHA,24,4400907
developer-agreement-transaction,,local-authority-eng:SHA,25,4400908
developer-agreement-transaction,,local-authority-eng:SHA,26,4400909
developer-agreement-transaction,,local-authority-eng:SHA,27,4400910
developer-agreement-transaction,,local-authority-eng:SHA,28,4400911
developer-agreement-transaction,,local-authority-eng:SHA,29,4400912
developer-agreement-transaction,,local-authority-eng:SHA,30,4400913
developer-agreement-transaction,,local-authority-eng:SHA,31,4400914
developer-agreement-transaction,,local-authority-eng:SHA,32,4400915
developer-agreement-transaction,,local-authority-eng:SHA,33,4400916
developer-agreement-transaction,,local-authority-eng:SHA,34,4400917
developer-agreement-transaction,,local-authority-eng:SHA,35,4400918
developer-agreement-transaction,,local-authority-eng:SHA,36,4400919
developer-agreement-transaction,,local-authority-eng:SHA,37,4400920
developer-agreement-transaction,,local-authority-eng:SHA,38,4400921
developer-agreement-transaction,,local-authority-eng:SHA,39,4400922
developer-agreement-transaction,,local-authority-eng:SHA,40,4400923
developer-agreement-transaction,,local-authority-eng:SHA,41,4400924
developer-agreement-transaction,,local-authority-eng:SHA,42,4400925
developer-agreement-transaction,,local-authority-eng:SHA,43,4400926
developer-agreement-transaction,,local-authority-eng:SHA,44,4400927
developer-agreement-transaction,,local-authority-eng:SHA,45,4400928
developer-agreement-transaction,,local-authority-eng:SHA,46,4400929
developer-agreement-transaction,,local-authority-eng:SHA,47,4400930
developer-agreement-transaction,,local-authority-eng:NFK,PF/18/1089_LIBS,4400931
developer-agreement-transaction,,local-authority-eng:NFK,06/13/0652/O_EDS,4400932
developer-agreement-transaction,,local-authority-eng:NFK,06/13/0652/O_LIBS,4400933
developer-agreement-transaction,,local-authority-eng:NFK,13/00610/F_MONS,4400934
developer-agreement-transaction,,local-authority-eng:NFK,14/1212_LIBS,4400935
developer-agreement-transaction,,local-authority-eng:NFK,14/1212_EDS,4400936
developer-agreement-transaction,,local-authority-eng:NFK,2015/0279/O_LIBS,4400937
developer-agreement-transaction,,local-authority-eng:NFK,14/0284_EDS,4400938
developer-agreement-transaction,,local-authority-eng:NFK,2013/0265_EDS,4400939
developer-agreement-transaction,,local-authority-eng:NFK,2013/0265_LIBS,4400940
developer-agreement-transaction,,local-authority-eng:NFK,06/15/0737/F_LIBS,4400941
developer-agreement-transaction,,local-authority-eng:NFK,2007/0262_EDS,4400942
developer-agreement-transaction,,local-authority-eng:NFK,2013/0467_LIBS,4400943
developer-agreement-transaction,,local-authority-eng:NFK,PM/16/0253_EDS,4400944
developer-agreement-transaction,,local-authority-eng:NFK,2014/0620_EDS,4400945
developer-agreement-transaction,,local-authority-eng:NFK,06/13/0643/F_EDS,4400946
developer-agreement-transaction,,local-authority-eng:NFK,06/13/0643/F_LIBS,4400947
developer-agreement-transaction,,local-authority-eng:NFK,2010/2225_EDS,4400948
developer-agreement-transaction,,local-authority-eng:NFK,2011/1284_EDS,4400949
developer-agreement-transaction,,local-authority-eng:NFK,2015/1191_EDS,4400950
developer-agreement-transaction,,local-authority-eng:NFK,2015/1191_LIBS,4400951
developer-agreement-transaction,,local-authority-eng:NFK,14/01022_EDS,4400952
developer-agreement-transaction,,local-authority-eng:NFK,2013/0854_EDS,4400953
developer-agreement-transaction,,local-authority-eng:NFK,2013/0854_LIBS,4400954
developer-agreement-transaction,,local-authority-eng:NFK,2012/0371_EDS,4400955
developer-agreement-transaction,,local-authority-eng:NFK,2015/0219_EDS,4400956
developer-agreement-transaction,,local-authority-eng:NFK,2015/0219_LIBS,4400957
developer-agreement-transaction,,local-authority-eng:NFK,PF/17/1951_LIBS,4400958
developer-agreement-transaction,,local-authority-eng:NFK,05/00691/OM_LIBS,4400959
developer-agreement-transaction,,local-authority-eng:NFK,15/1010_EDS,4400960
developer-agreement-transaction,,local-authority-eng:NFK,2012/1604_5.68_LIBS,4400961
developer-agreement-transaction,,local-authority-eng:NFK,06/15/0309/F_EDS,4400962
developer-agreement-transaction,,local-authority-eng:NFK,06/15/0309/F_LIBS,4400963
developer-agreement-transaction,,local-authority-eng:NFK,2017/1351/F_LIBS,4400964
developer-agreement-transaction,,local-authority-eng:NFK,2013/0467_EDS,4400965
developer-agreement-transaction,,local-authority-eng:NFK,20080367_EDS,4400966
developer-agreement-transaction,,local-authority-eng:NFK,PF/18/1089_LIBR,4400967
developer-agreement-transaction,,local-authority-eng:NFK,20130680_MONR,4400968
developer-agreement-transaction,,local-authority-eng:NFK,06/13/0652/O_EDR,4400969
developer-agreement-transaction,,local-authority-eng:NFK,06/13/0652/O_LIBR,4400970
developer-agreement-transaction,,local-authority-eng:NFK,13/00610/F_MONR,4400971
developer-agreement-transaction,,local-authority-eng:NFK,14/1212_EDR,4400972
developer-agreement-transaction,,local-authority-eng:NFK,14/1212_LIBR,4400973
developer-agreement-transaction,,local-authority-eng:NFK,2012/0839_MONR,4400974
developer-agreement-transaction,,local-authority-eng:NFK,2015/0279/O_LIBR,4400975
developer-agreement-transaction,,local-authority-eng:NFK,14/0284_EDR,4400976
developer-agreement-transaction,,local-authority-eng:NFK,2013/0265_EDR,4400977
developer-agreement-transaction,,local-authority-eng:NFK,2013/0265_LIBR,4400978
developer-agreement-transaction,,local-authority-eng:NFK,06/15/0737/F_LIBR,4400979
developer-agreement-transaction,,local-authority-eng:NFK,2007/0262_EDR,4400980
developer-agreement-transaction,,local-authority-eng:NFK,2013/0467_LIBR,4400981
developer-agreement-transaction,,local-authority-eng:NFK,PM/16/0253_EDR,4400982
developer-agreement-transaction,,local-authority-eng:NFK,2014/0620_EDR,4400983
developer-agreement-transaction,,local-authority-eng:NFK,06/13/0643/F_EDR,4400984
developer-agreement-transaction,,local-authority-eng:NFK,06/13/0643/F_LIBR,4400985
developer-agreement-transaction,,local-authority-eng:NFK,2010/2225_EDR,4400986
developer-agreement-transaction,,local-authority-eng:NFK,2011/0505/O_LIBR,4400987
developer-agreement-transaction,,local-authority-eng:NFK,2013/1647_EDR,4400988
developer-agreement-transaction,,local-authority-eng:NFK,2013/1647_LIBR,4400989
developer-agreement-transaction,,local-authority-eng:NFK,2011/1284_EDR,4400990
developer-agreement-transaction,,local-authority-eng:NFK,2015/1191_EDR,4400991
developer-agreement-transaction,,local-authority-eng:NFK,2015/1191_LIBR,4400992
developer-agreement-transaction,,local-authority-eng:NFK,14/01022_EDR,4400993
developer-agreement-transaction,,local-authority-eng:NFK,2013/0854_EDR,4400994
developer-agreement-transaction,,local-authority-eng:NFK,2013/0854_LIBR,4400995
developer-agreement-transaction,,local-authority-eng:NFK,2012/0371_EDR,4400996
developer-agreement-transaction,,local-authority-eng:NFK,2015/0219_EDR,4400997
developer-agreement-transaction,,local-authority-eng:NFK,2015/0219_LIBR,4400998
developer-agreement-transaction,,local-authority-eng:NFK,PF/17/1951_LIBR,4400999
developer-agreement-transaction,,local-authority-eng:NFK,2013/0567_EDR,4401000
developer-agreement-transaction,,local-authority-eng:NFK,05/00691/OM_LIBR,4401001
developer-agreement-transaction,,local-authority-eng:NFK,15/1010_EDR,4401002
developer-agreement-transaction,,local-authority-eng:NFK,2012/1604_5.68_LIBR,4401003
developer-agreement-transaction,,local-authority-eng:NFK,3PL/2011/0398/CU_LIBR,4401004
developer-agreement-transaction,,local-authority-eng:NFK,06/15/0309/F_EDR,4401005
developer-agreement-transaction,,local-authority-eng:NFK,06/15/0309/F_LIBR,4401006
developer-agreement-transaction,,local-authority-eng:NFK,2017/1351/F_LIBR,4401007
developer-agreement-transaction,,local-authority-eng:NFK,12/00703/O_MONR,4401008
developer-agreement-transaction,,local-authority-eng:NFK,2013/0467_EDR,4401009
developer-agreement-transaction,,local-authority-eng:NFK,20080367_EDR,4401010
developer-agreement-transaction,,local-authority-eng:NFK,20080367_MONR,4401011
developer-agreement-transaction,,local-authority-eng:NFK,PF/18/1089_LIBA,4401012
developer-agreement-transaction,,local-authority-eng:NFK,20130680_MONA,4401013
developer-agreement-transaction,,local-authority-eng:NFK,06/13/0652/O_LIBA,4401014
developer-agreement-transaction,,local-authority-eng:NFK,06/13/0652/O_EDA,4401015
developer-agreement-transaction,,local-authority-eng:NFK,13/00610/F_MONA,4401016
developer-agreement-transaction,,local-authority-eng:NFK,14/1212_LIBA,4401017
developer-agreement-transaction,,local-authority-eng:NFK,14/1212_EDA,4401018
developer-agreement-transaction,,local-authority-eng:NFK,2012/0839_MONA,4401019
developer-agreement-transaction,,local-authority-eng:NFK,2015/0279/O_LIBA,4401020
developer-agreement-transaction,,local-authority-eng:NFK,14/0284_EDA,4401021
developer-agreement-transaction,,local-authority-eng:NFK,2013/0265_LIBA,4401022
developer-agreement-transaction,,local-authority-eng:NFK,2013/0265_EDA,4401023
developer-agreement-transaction,,local-authority-eng:NFK,06/15/0737/F_LIBA,4401024
developer-agreement-transaction,,local-authority-eng:NFK,2013/0467_LIBA,4401025
developer-agreement-transaction,,local-authority-eng:NFK,2007/0262_EDA,4401026
developer-agreement-transaction,,local-authority-eng:NFK,PM/16/0253_EDA,4401027
developer-agreement-transaction,,local-authority-eng:NFK,2014/0620_EDA,4401028
developer-agreement-transaction,,local-authority-eng:NFK,06/13/0643/F_LIBA,4401029
developer-agreement-transaction,,local-authority-eng:NFK,06/13/0643/F_EDA,4401030
developer-agreement-transaction,,local-authority-eng:NFK,2010/2225_EDA,4401031
developer-agreement-transaction,,local-authority-eng:NFK,2011/0505/O_LIBA,4401032
developer-agreement-transaction,,local-authority-eng:NFK,2013/1647_LIBA,4401033
developer-agreement-transaction,,local-authority-eng:NFK,2013/1647_EDA,4401034
developer-agreement-transaction,,local-authority-eng:NFK,2011/1284_EDA,4401035
developer-agreement-transaction,,local-authority-eng:NFK,2015/1191_LIBA,4401036
developer-agreement-transaction,,local-authority-eng:NFK,2015/1191_EDA,4401037
developer-agreement-transaction,,local-authority-eng:NFK,14/01022_EDA,4401038
developer-agreement-transaction,,local-authority-eng:NFK,2013/0854_LIBA,4401039
developer-agreement-transaction,,local-authority-eng:NFK,2013/0854_EDA,4401040
developer-agreement-transaction,,local-authority-eng:NFK,2012/0371_EDA,4401041
developer-agreement-transaction,,local-authority-eng:NFK,2015/0219_LIBA,4401042
developer-agreement-transaction,,local-authority-eng:NFK,2015/0219_EDA,4401043
developer-agreement-transaction,,local-authority-eng:NFK,PF/17/1951_LIBA,4401044
developer-agreement-transaction,,local-authority-eng:NFK,2013/0567_EDA,4401045
developer-agreement-transaction,,local-authority-eng:NFK,05/00691/OM_LIBA,4401046
developer-agreement-transaction,,local-authority-eng:NFK,15/1010_EDA,4401047
developer-agreement-transaction,,local-authority-eng:NFK,2012/1604_5.68_LIBA,4401048
developer-agreement-transaction,,local-authority-eng:NFK,3PL/2011/0398/CU_LIBA,4401049
developer-agreement-transaction,,local-authority-eng:NFK,06/15/0309/F_LIBA,4401050
developer-agreement-transaction,,local-authority-eng:NFK,06/15/0309/F_EDA,4401051
developer-agreement-transaction,,local-authority-eng:NFK,2017/1351/F_LIBA,4401052
developer-agreement-transaction,,local-authority-eng:NFK,2013/0467_EDA,4401053
developer-agreement-transaction,,local-authority-eng:NFK,20080367_EDA,4401054
developer-agreement-transaction,,local-authority-eng:NFK,20080367_MONA,4401055
developer-agreement-transaction,,local-authority-eng:NFK,20130680_MONSP,4401056
developer-agreement-transaction,,local-authority-eng:NFK,06/13/0652/O_EDSP,4401057
developer-agreement-transaction,,local-authority-eng:NFK,13/00610/F_MONSP,4401058
developer-agreement-transaction,,local-authority-eng:NFK,2012/0839_MONSP,4401059
developer-agreement-transaction,,local-authority-eng:NFK,06/15/0737/F_LIBSP,4401060
developer-agreement-transaction,,local-authority-eng:NFK,2013/0567_EDSP,4401061
developer-agreement-transaction,,local-authority-eng:NFK,15/1010_EDSP,4401062
developer-agreement-transaction,,local-authority-eng:NFK,2013/0467_EDSP,4401063
developer-agreement-transaction,,local-authority-eng:NFK,14/0284_EDSP,4401064
developer-agreement-transaction,,local-authority-eng:NFK,PM/16/0253_EDSP,4401065
developer-agreement-transaction,,local-authority-eng:NFK,14/01022_EDSP,4401066
developer-agreement-transaction,,local-authority-eng:NFK,2013/0854_EDSP,4401067
developer-agreement-transaction,,local-authority-eng:NFK,2012/0371_EDSP,4401068
developer-agreement-transaction,,local-authority-eng:NFK,12/00703/O_MONSP,4401069
developer-agreement-transaction,,local-authority-eng:NFK,20080367_EDSP,4401070
developer-agreement-transaction,,local-authority-eng:NFK,20080367_MONSP,4401071
developer-agreement-transaction,,local-authority-eng:NFK,06/13/0643/F_EDSP,4401072
developer-agreement-transaction,,local-authority-eng:IOW,19/00443/FUL-1-1-1,4401073
developer-agreement-transaction,,local-authority-eng:IOW,P/00053/18-1-1-1,4401074
developer-agreement-transaction,,local-authority-eng:IOW,P/00053/18-1-2-1,4401075
developer-agreement-transaction,,local-authority-eng:IOW,P/00053/18-1-2-2,4401076
